arm,iv,group,window,side,gate_mean,upstream_mean_abs,delta_mean_abs,delta_signed_mean,samples_mean
LR,none,both,21-50,positive,1.0,0.0999447295629263,0.0999447295629263,0.0022609870234837613,523.421052631579
LR,none,both,6-20,negative,0.10000000146773376,0.15184689469022206,0.015184689462083801,-0.001364531682071513,693.3684210526316
LR,none,both,6-20,positive,1.0,0.15348064748663273,0.15348064748663273,0.014677719047082777,291.89473684210526
LR,none,rest,1-5,negative,0.10000000871621989,0.20275073851255765,0.020275073877730625,-0.0015678441492919307,4087.5263157894738
LR,none,rest,1-5,positive,1.0,0.1869017780564569,0.1869017780564569,0.024240169610833782,287.2105263157895
LR,none,rest,21-50,negative,0.10000000349623868,0.10661492111292492,0.010661492246313036,0.00012666946982101907,24212.21052631579
LR,none,rest,21-50,positive,1.0,0.09898534825341883,0.09898534825341883,0.001495531127435092,2036.2105263157894
LR,none,rest,6-20,negative,0.10000000451983256,0.15862226951467653,0.015862227337584845,-0.0009547461451070091,12225.526315789473
LR,none,rest,6-20,positive,1.0,0.15120046851351013,0.15120046851351013,0.0018950015357176847,898.6842105263158
SNA,l2,ALL,1-5,negative,0.49273195300191625,0.08820119199298718,0.045953241722841605,-0.005755558202643399,4918.315789473684
SNA,l2,ALL,1-5,positive,1.435127341583991,0.10985284408539285,0.1592239072066322,0.016639201388334128,3081.684210526316
SNA,l2,ALL,21-50,negative,0.4096897537711919,0.04009480625904267,0.01695853658584587,0.00018923192735440783,31630.36842105263
SNA,l2,ALL,21-50,positive,1.53907428711747,0.05067973038028571,0.07894055000963515,-0.002120143836613501,16369.631578947368
SNA,l2,ALL,6-20,negative,0.41331878642048203,0.06399506877622424,0.028495966219632317,0.0003519919600280587,15890.894736842105
SNA,l2,ALL,6-20,positive,1.505599961934348,0.0813173652282941,0.12271556667503312,-0.000723832211658633,8109.105263157895
SNA,l2,D_only,1-5,negative,0.4297773970026835,0.09603625988682006,0.04393483016800757,-0.005218261022808845,1196.421052631579
SNA,l2,D_only,1-5,positive,1.3767494256003063,0.119099041734969,0.16535220031150125,0.019637870005420527,359.8421052631579
SNA,l2,D_only,21-50,negative,0.3614432296660648,0.04309482974686195,0.016103276015501166,-0.0001427405270245007,6405.1578947368425
SNA,l2,D_only,21-50,positive,1.5317246913727827,0.052436956186352635,0.08099929806434188,-0.0029119184884614296,2942.2105263157896
SNA,l2,D_only,6-20,negative,0.379255979482142,0.0697027772433562,0.028423863676318096,0.00010246612411559836,3480.8947368421054
SNA,l2,D_only,6-20,positive,1.4418898975520094,0.08729107865455556,0.12484050074944379,-0.0006924163652816674,1207.2631578947369
SNA,l2,N_only,1-5,negative,0.6046536019375932,0.08327895725709344,0.052173132057860006,-0.004383353230643433,833.2105263157895
SNA,l2,N_only,1-5,positive,1.353191193129714,0.09646842183171656,0.13133945522651874,0.013552760593241559,715.6842105263158
SNA,l2,N_only,21-50,negative,0.4319799593734247,0.0376780186045636,0.015523466153810278,4.0309249366143474e-05,6076.894736842105
SNA,l2,N_only,21-50,positive,1.5130017710325283,0.046421638027695895,0.07203901064989701,-0.002150730980205731,3270.4736842105262
SNA,l2,N_only,6-20,negative,0.4373423533152338,0.059522385707116425,0.027464416162729578,-1.1635183846920743e-05,2904.0
SNA,l2,N_only,6-20,positive,1.5014653669436442,0.07225545505478836,0.10845969057301712,0.0007929846079591157,1769.6842105263158
SNA,l2,both,1-5,negative,0.6261405261513014,0.09624313918056128,0.06200759073784399,-0.007180610809087777,241.47368421052633
SNA,l2,both,1-5,positive,1.319908015541924,0.10698392210583615,0.1423628225002358,0.01995791351557207,200.6315789473684
SNA,l2,both,21-50,negative,0.4368601432572461,0.04310003937320084,0.018440412367569433,0.00020595695292467187,1609.3684210526317
SNA,l2,both,21-50,positive,1.5339122413582735,0.047498349588943535,0.07354289804433413,-0.0025530101070082,961.4736842105264
SNA,l2,both,6-20,negative,0.4412460519702142,0.06704110773736038,0.030324228953213482,0.0003515798798961053,818.7368421052631
SNA,l2,both,6-20,positive,1.4589810453289065,0.07720013071695768,0.11140456246114197,5.821606923517846e-06,455.42105263157896
SNA,l2,rest,1-5,negative,0.4662186735075476,0.08616875269813518,0.0436645920736497,-0.006425116190537435,2670.842105263158
SNA,l2,rest,1-5,positive,1.4883633513318526,0.11396375082982915,0.17115586846561504,0.01985901389448754,1813.3684210526317
SNA,l2,rest,21-50,negative,0.4207421256107051,0.039480081748644875,0.017429254737689588,0.0003419201662931315,17529.473684210527
SNA,l2,rest,21-50,positive,1.5500576518081615,0.051706721607013555,0.08115542592084823,-0.0018673376101216623,8971.578947368422
SNA,l2,rest,6-20,negative,0.4152653392711101,0.06253957625587303,0.028153444825975583,0.0005627600470243509,8568.684210526315
SNA,l2,rest,6-20,positive,1.5242724341118201,0.08415620706253447,0.12875266046744233,-0.0011376319375583002,4681.8421052631575
SNA,none,ALL,1-5,negative,0.4376642482324858,0.10174666064137253,0.042931495020541714,-0.005822708469352823,5690.9473684210525
SNA,none,ALL,1-5,positive,1.5398294484658621,0.10732436085661763,0.16524428172266506,0.02027347906922138,2309.0526315789475
SNA,none,ALL,21-50,negative,0.4200590752388585,0.03960417665865651,0.016197959469977964,-0.0002749303040475567,35396.78947368421
SNA,none,ALL,21-50,positive,1.5424023924956192,0.042792589734908806,0.06609377439127631,-0.0005185534347310578,12603.21052631579
SNA,none,ALL,6-20,negative,0.41900149081603716,0.06618086450602254,0.027109606729206714,-0.0014171229224987953,17496.473684210527
SNA,none,ALL,6-20,positive,1.538329743414026,0.07065228193897591,0.10904770366680215,0.006580365610698371,6503.526315789473
SNA,none,D_only,1-5,negative,0.4648699214122886,0.10385109139603477,0.04620458893863901,-0.009183212649997807,1728.6842105263158
SNA,none,D_only,1-5,positive,1.4252728526836278,0.11088157128224418,0.16003521523941866,0.012927868776130938,195.73684210526315
SNA,none,D_only,21-50,negative,0.42828810023579744,0.04147989484100573,0.017124594214962582,-0.0003013442032042488,9828.473684210527
SNA,none,D_only,21-50,positive,1.482656841285,0.04300095104446798,0.06393811580182127,0.0013033095063158427,1742.2631578947369
SNA,none,D_only,6-20,negative,0.4320775867594453,0.06848330538422558,0.028766521044488746,-0.0011660495980307757,5074.631578947368
SNA,none,D_only,6-20,positive,1.4559424715045373,0.07069907971790114,0.10239929985493298,0.008648533997508761,713.8947368421053
SNA,none,N_only,1-5,negative,0.41935066233973967,0.10176414682626982,0.04304176563943951,-0.003286011657676273,1011.7368421052631
SNA,none,N_only,1-5,positive,1.563934968965457,0.10567241624183164,0.16702375264323163,0.021572519725013988,904.2631578947369
SNA,none,N_only,21-50,negative,0.397327615988972,0.04017528709130836,0.015957355054445576,-0.00022678316511200904,7238.1578947368425
SNA,none,N_only,21-50,positive,1.5640821816851878,0.04310121495096533,0.0677008562460298,-0.0006816189644867867,4189.0526315789475
SNA,none,N_only,6-20,negative,0.4015003653929449,0.06679349437025983,0.026830108414554063,-0.0018137809260297918,3412.9473684210525
SNA,none,N_only,6-20,positive,1.563604920444574,0.07111678487890004,0.11160821160951148,0.007976249229913962,2390.4736842105262
SNA,none,both,1-5,negative,0.42789111937657165,0.1169486029291138,0.04994179062710697,-0.004386252337692665,49.578947368421055
SNA,none,both,1-5,positive,1.5002564582576903,0.11680868476723662,0.1739574544316864,0.028163216446382235,38.8421052631579
SNA,none,both,21-50,negative,0.3873484619128979,0.043330565775617766,0.017282520810347975,-0.0003428790580165642,333.2105263157895
SNA,none,both,21-50,positive,1.5010663808127112,0.04610090273892298,0.06957967644036235,-0.0031369533410602847,170.8421052631579
SNA,none,both,6-20,negative,0.3940460574178014,0.07325397395964857,0.02988899729726202,-0.0013737973317307028,157.31578947368422
SNA,none,both,6-20,positive,1.4824891926224557,0.0786998162081552,0.11684707777069622,0.01044077175844033,100.78947368421052
SNA,none,rest,1-5,negative,0.4265861052169003,0.10048321768479597,0.04096939578337579,-0.004752592739614332,2895.7894736842104
SNA,none,rest,1-5,positive,1.5383316711245718,0.10723495467167217,0.16542100708259866,0.021228057007992896,1167.3684210526317
SNA,none,rest,21-50,negative,0.4252380624103061,0.03871427483372731,0.015755905999422688,-0.0002691093370371966,18013.157894736843
SNA,none,rest,21-50,positive,1.5423992260849892,0.042672494767569034,0.06569292695991354,-0.0005270905001233231,6365.789473684211
SNA,none,rest,6-20,negative,0.4183296803884852,0.06405087039619388,0.026266264607473916,-0.0013604428667189589,8864.315789473685
SNA,none,rest,6-20,positive,1.5374678248331393,0.06966991727809312,0.10783360481037366,0.0060651464142364745,3325.157894736842
