ladder,arm,offset,root,seed,window,task_start,task_end,n_units,free_rms,full_w_rms,sigma_rms,root_distance_rms,v_rms,free_growth_ratio,full_w_growth_ratio,unit_shrink_fraction,initial_zero_free_count
B,LRoffp2_lr0p00125_1216,2.0,-20.0,5,initial,0,0,100,0.7318089860993301,1.4241256246236833,0.36590449304966505,20.114255279388036,0.10266809539896946,1.0,1.0,0.0,0
B,LRoffp2_lr0p00125_1216,2.0,-20.0,5,early,2,20,100,0.9318148038383648,1.5396939977072401,0.4659074019191824,19.441952710340814,0.5412650411037132,1.2733033093855552,1.0811504063162232,0.23,0
B,LRoffp2_lr0p00125_1216,2.0,-20.0,5,middle,21,100,100,1.3742314302735625,1.9098015932082024,0.6871157151367813,18.474635598409566,0.9077070982502061,1.8778553644147722,1.3410344987738396,0.05,0
B,LRoffp2_lr0p00125_1216,2.0,-20.0,5,late,3951,4000,100,3.0430477384440047,7.208160099501788,1.5215238692220023,1.3730152949599312,0.2786078080232105,4.1582541294880535,5.06146366224293,0.0,0
B,LRoffp2_lr0p00125_1216,2.0,-20.0,5,final,4000,4000,100,3.0524355418151194,7.228349456355267,1.5262177709075597,1.1858042266858837,0.28577898550120057,4.171082344977936,5.075640330722449,0.0,0
B,LRoffp2_lr0p00125_1216,2.0,-20.0,6,initial,0,0,100,0.7122233603226376,1.4206182261212177,0.3561116801613188,20.141853653707518,0.0950552343916686,1.0,1.0,0.0,0
B,LRoffp2_lr0p00125_1216,2.0,-20.0,6,early,2,20,100,1.0016559199703958,1.5987575059740948,0.5008279599851979,19.216520330767786,0.6154732842156834,1.4063789195522107,1.1253956035318928,0.19,0
B,LRoffp2_lr0p00125_1216,2.0,-20.0,6,middle,21,100,100,1.4344694394764386,1.9954869442157062,0.7172347197382193,18.29529769052458,1.0042851055130257,2.0140724376502104,1.4046609479762064,0.08,0
B,LRoffp2_lr0p00125_1216,2.0,-20.0,6,late,3951,4000,100,3.0275067600141328,7.216824540233381,1.5137533800070664,1.021384565833461,0.2761615732056235,4.250782730073149,5.080059095072872,0.0,0
B,LRoffp2_lr0p00125_1216,2.0,-20.0,6,final,4000,4000,100,3.0223824438667592,7.220576032932183,1.5111912219333796,1.2001395736848353,0.2199485845826799,4.243587913906135,5.082699841636461,0.0,0
B,LRoffp2_lr0p00125_1216,2.0,-20.0,7,initial,0,0,100,0.6784986527169264,1.4020331151523138,0.3392493263584632,19.917715739328298,0.1006962298499074,1.0,1.0,0.0,0
B,LRoffp2_lr0p00125_1216,2.0,-20.0,7,early,2,20,100,0.8969714664671857,1.522430223952543,0.44848573323359286,19.256461308272627,0.5309220521129355,1.3219944695179926,1.0858732276000125,0.17,0
B,LRoffp2_lr0p00125_1216,2.0,-20.0,7,middle,21,100,100,1.4559171778051136,2.0264416091039683,0.7279585889025568,17.993583145285378,0.9545591171128135,2.1457922900438398,1.4453593051429603,0.04,0
B,LRoffp2_lr0p00125_1216,2.0,-20.0,7,late,3951,4000,100,3.027888448587529,7.277724439364761,1.5139442242937644,1.18557570129061,0.2908092632128769,4.46263000886279,5.190836336682478,0.0,0
B,LRoffp2_lr0p00125_1216,2.0,-20.0,7,final,4000,4000,100,3.030794997915869,7.283154894801095,1.5153974989579344,1.1943153313393746,0.34086731470335474,4.466913804146246,5.194709608560044,0.0,0
B,LRoffp2_lr0p00125_1216,2.0,-20.0,8,initial,0,0,100,0.6937528812430814,1.4115880954949276,0.3468764406215407,20.157135485120367,0.09911488383105639,1.0,1.0,0.0,0
B,LRoffp2_lr0p00125_1216,2.0,-20.0,8,early,2,20,100,0.9078162185413111,1.5187970536729691,0.45390810927065556,19.416725413237884,0.5346253328220876,1.3085584839873623,1.0759491798777547,0.18,0
B,LRoffp2_lr0p00125_1216,2.0,-20.0,8,middle,21,100,100,1.458179977859738,1.9781142915909407,0.729089988929869,18.28133745348066,0.9613246544914813,2.1018723197904987,1.4013395960932773,0.06,0
B,LRoffp2_lr0p00125_1216,2.0,-20.0,8,late,3951,4000,100,3.258677632948903,7.337071385150239,1.6293388164744516,1.2274617607570535,0.29661282251609095,4.697173476396861,5.197742463659509,0.0,0
B,LRoffp2_lr0p00125_1216,2.0,-20.0,8,final,4000,4000,100,3.2532133740520868,7.346023010036351,1.6266066870260434,1.1628323167965848,0.24271909313554246,4.689297099887944,5.204083991272755,0.0,0
B,LRoffp2_lr0p00125_1216,2.0,-20.0,9,initial,0,0,100,0.7202572566321502,1.432101642074296,0.3601286283160751,19.959744799839658,0.10206279604236056,1.0,1.0,0.0,0
B,LRoffp2_lr0p00125_1216,2.0,-20.0,9,early,2,20,100,1.0846568960860425,1.6584252294092328,0.5423284480430213,19.11596655910084,0.6569389371704092,1.5059298411761763,1.15803598060758,0.17,0
B,LRoffp2_lr0p00125_1216,2.0,-20.0,9,middle,21,100,100,1.5895400932090635,2.1408698761558944,0.7947700466045318,17.64335551360337,0.9857279522833859,2.2069060444341675,1.4949147555302,0.01,0
B,LRoffp2_lr0p00125_1216,2.0,-20.0,9,late,3951,4000,100,3.3679174969802803,7.3756166106494785,1.6839587484901402,1.2614277603513255,0.2587273378097542,4.675992454041102,5.150204701927741,0.0,0
B,LRoffp2_lr0p00125_1216,2.0,-20.0,9,final,4000,4000,100,3.368959627967122,7.375605775004936,1.684479813983561,0.9891755497751237,0.28765578017703014,4.677439341215436,5.150197135673906,0.0,0
