geometry,reference_geometry,optimizer,seed,metric,ratio,difference,value,reference_value
dup64,rgb32,adam,304,R_t30,3.6796911146660647,458.73373978173834,629.9227761863705,171.18903640463216
dup64,rgb32,adam,304,raw_W_F_t10,1.971312957804725,216.90605469215046,440.2182765144375,223.31222182228703
dup64,rgb32,adam,304,raw_W_F_t20,1.9739498183591428,289.7963049896605,587.3437756364474,297.5474706467869
dup64,rgb32,adam,304,raw_W_F_t30,1.956363830947723,341.504858079215,698.5916142155232,357.0867561363082
dup64,rgb32,adam,304,c,,-0.011827024483062887,-0.2764326846002212,-0.2646056601171583
dup64_half,rgb32,adam,304,R_prev,1.9184315724480527,153.44472206476374,320.51729085261724,167.0725687878535
dup64_half,rgb32,adam,304,raw_W_prev_F,2.0109072633291123,343.35015652789815,682.9957095702019,339.6455530423038
dup64_half,rgb32,adam,304,D_eff,1.9053305825660276,86.53506352410739,182.11900290549485,95.58393938138747
dup64_half,rgb32,adam,304,Rstar_local,1.715796509307028,132.37172927754574,317.30100394765634,184.9292746701106
dup64_half,rgb32,adam,304,R_over_Rstar_local,1.1045507861538868,0.09561403158718873,1.0101363905721883,0.9145223589849996
dup64_half,rgb32,adam,304,end_acc,0.9983249597294247,-0.0016666650772095837,0.993333339691162,0.9950000047683716
dup64_half,rgb32,adam,304,R_t10,1.8714816781862107,126.10166862111456,270.79968325243334,144.69801463131878
dup64_half,rgb32,adam,304,R_t20,1.9312921492592754,146.3193889465201,303.4337692866728,157.11438034015274
dup64_half,rgb32,adam,304,R_t30,1.8764108348210804,150.0319263076,321.22096271223216,171.18903640463216
dup64_half,rgb32,adam,304,raw_W_F_t10,1.9950736919925032,222.212117035752,445.524338858039,223.31222182228703
dup64_half,rgb32,adam,304,raw_W_F_t20,2.019696446510322,303.408098486663,600.9555691334499,297.5474706467869
dup64_half,rgb32,adam,304,raw_W_F_t30,2.001032032714366,357.45528135050773,714.542037486816,357.0867561363082
dup64_half,rgb32,adam,304,c,,-0.02151039426750817,-0.2861160543846665,-0.2646056601171583
dup64,rgb32,sgd,300,R_prev,1.7504845003382061,30.157525247522464,70.34159998048759,40.18407473296512
dup64,rgb32,sgd,300,raw_W_prev_F,1.0764733945046046,3.531784746319076,49.71496739693913,46.183182650620054
dup64,rgb32,sgd,300,D_eff,2.095446875267272,16.728563165848122,31.999557628054802,15.27099446220668
dup64,rgb32,sgd,300,Rstar_local,1.6420462249528471,28.29885228442172,72.37488791020557,44.07603562578385
dup64,rgb32,sgd,300,R_over_Rstar_local,1.066038503507094,0.060207233307295716,0.9719061681692598,0.9116989348619641
dup64,rgb32,sgd,300,end_acc,1.211646173481954,0.1575000286102296,0.9016667008399964,0.7441666722297668
dup64,rgb32,sgd,300,R_t10,1.7092839586864372,27.638047399626764,66.6041724066144,38.96612500698763
dup64,rgb32,sgd,300,R_t20,1.7242757334807497,28.996066611378325,69.03063531358792,40.0345687022096
dup64,rgb32,sgd,300,R_t30,1.7573199402801083,30.623333475424154,71.0597881977144,40.43645472229024
dup64,rgb32,sgd,300,raw_W_F_t10,1.0070304588184638,0.2534647255444469,36.30583799011531,36.05237326457086
dup64,rgb32,sgd,300,raw_W_F_t20,1.0511950577359657,2.177173652560633,44.70420162837096,42.52702797581033
dup64,rgb32,sgd,300,raw_W_F_t30,1.0904824292969055,4.275545616155135,51.52831777731723,47.25277216116209
dup64,rgb32,sgd,300,c,,-0.054098471923472724,-0.22629912315747583,-0.1722006512340031
dup64_half,rgb32,sgd,300,R_prev,1.01855944980288,0.7457943178816464,40.92986905084677,40.18407473296512
dup64_half,rgb32,sgd,300,raw_W_prev_F,1.0197126026807874,0.9103907301259042,47.09357338074596,46.183182650620054
dup64_half,rgb32,sgd,300,D_eff,1.0384439397752472,0.5870771914132078,15.858071653619888,15.27099446220668
dup64_half,rgb32,sgd,300,Rstar_local,0.925102341009554,-3.3011918859507077,40.774843739833145,44.07603562578385
dup64_half,rgb32,sgd,300,R_over_Rstar_local,1.0896917800329733,0.08177190032193526,0.9934708351838993,0.9116989348619641
dup64_half,rgb32,sgd,300,end_acc,1.0201567555423308,0.014999985694885254,0.7591666579246521,0.7441666722297668
dup64_half,rgb32,sgd,300,R_t10,1.0224103249508052,0.8732435234802907,39.83936853046792,38.96612500698763
dup64_half,rgb32,sgd,300,R_t20,1.0386112177853826,1.5457834511048745,41.58035215331447,40.0345687022096
dup64_half,rgb32,sgd,300,R_t30,1.0173141031348472,0.7001209474693084,41.13657566975955,40.43645472229024
dup64_half,rgb32,sgd,300,raw_W_F_t10,1.0281752914220608,1.0157861231861958,37.068159387757056,36.05237326457086
dup64_half,rgb32,sgd,300,raw_W_F_t20,1.028292443795208,1.2031935487828491,43.730221524593176,42.52702797581033
dup64_half,rgb32,sgd,300,raw_W_F_t30,1.0218020516268125,1.0302073781676668,48.28297953932976,47.25277216116209
dup64_half,rgb32,sgd,300,c,,-0.03363913248249126,-0.20583978371649436,-0.1722006512340031
dup64,rgb32,sgd,301,R_prev,1.7297453405209497,29.437822558884747,69.77767938876147,40.33985682987672
dup64,rgb32,sgd,301,raw_W_prev_F,1.0635325933378543,2.9213987908894126,48.9040769314458,45.98267814055639
dup64,rgb32,sgd,301,D_eff,2.039273046968536,16.235060136913802,31.856614245595818,15.621554108682014
dup64,rgb32,sgd,301,Rstar_local,1.6426720440423752,27.984041451155868,71.5273100755971,43.54326862444123
dup64,rgb32,sgd,301,R_over_Rstar_local,1.0574656796663136,0.05301355100780858,0.9755389838512528,0.9225254328434442
dup64,rgb32,sgd,301,end_acc,1.2164948783020666,0.1575000286102295,0.8850000500679016,0.7275000214576721
dup64,rgb32,sgd,301,R_t10,1.6366369710309596,25.609799097150393,65.83649070081,40.22669160365961
dup64,rgb32,sgd,301,R_t20,1.651748283711898,26.36453166120924,66.81654714033792,40.452015479128676
dup64,rgb32,sgd,301,R_t30,1.7116034327347935,29.456564519323273,70.85119973927645,41.39463521995318
dup64,rgb32,sgd,301,raw_W_F_t10,0.9682775819763153,-1.160522434565415,35.42314636706693,36.58366880163234
dup64,rgb32,sgd,301,raw_W_F_t20,1.026797689913478,1.1472220168041005,43.9577038347573,42.810481817953196
dup64,rgb32,sgd,301,raw_W_F_t30,1.07243177166862,3.418283231593378,50.61143000746187,47.19314677586849
dup64,rgb32,sgd,301,c,,-0.03964475193027922,-0.22129953026815494,-0.18165477833787572
dup64_half,rgb32,sgd,301,R_prev,1.0088861546044592,0.3584662045120339,40.69832303438876,40.33985682987672
dup64_half,rgb32,sgd,301,raw_W_prev_F,1.0188143441285409,0.8651339304883621,46.84781207104475,45.98267814055639
dup64_half,rgb32,sgd,301,D_eff,1.014641650653464,0.22872533792350502,15.85027944660552,15.621554108682014
dup64_half,rgb32,sgd,301,Rstar_local,0.9040224833882086,-4.179174787734006,39.36409383670723,43.54326862444123
dup64_half,rgb32,sgd,301,R_over_Rstar_local,1.127392222570147,0.11752256526741323,1.0400479981108575,0.9225254328434442
dup64_half,rgb32,sgd,301,end_acc,1.0183275879373312,0.013333320617675781,0.7408333420753479,0.7275000214576721
dup64_half,rgb32,sgd,301,R_t10,0.9983478766748717,-0.06645945549114884,40.16023214816846,40.22669160365961
dup64_half,rgb32,sgd,301,R_t20,0.9997821167683374,-0.00881381585985963,40.443201663268816,40.452015479128676
dup64_half,rgb32,sgd,301,R_t30,0.9648780004315693,-1.4538623603305396,39.94077285962264,41.39463521995318
dup64_half,rgb32,sgd,301,raw_W_F_t10,1.0208985590383248,0.7645459622894393,37.34821476392178,36.58366880163234
dup64_half,rgb32,sgd,301,raw_W_F_t20,1.0167751835189796,0.718153689032107,43.5286355069853,42.810481817953196
dup64_half,rgb32,sgd,301,raw_W_F_t30,1.015195578068851,0.7171271461474547,47.910273922015946,47.19314677586849
dup64_half,rgb32,sgd,301,c,,-0.032835500167639725,-0.21449027850551544,-0.18165477833787572
dup64,rgb32,sgd,302,R_prev,1.7396375849917258,29.126592310528707,68.50613832272134,39.379546012192634
dup64,rgb32,sgd,302,raw_W_prev_F,1.0679126000372916,3.1274956463679047,49.17926872898521,46.0517730826173
dup64,rgb32,sgd,302,D_eff,2.038693373319559,16.556365756623283,32.49597428970828,15.939608533084996
dup64,rgb32,sgd,302,Rstar_local,1.921465700983168,34.59945015715581,72.1477279934763,37.54827783632049
dup64,rgb32,sgd,302,R_over_Rstar_local,0.921511704396361,-0.08087436253556424,0.9495259272601871,1.0304002897957514
dup64,rgb32,sgd,302,end_acc,1.201136330016389,0.14749997854232788,0.8808333277702332,0.7333333492279053
dup64,rgb32,sgd,302,R_t10,1.7261475839591702,28.36038774859351,67.41634328033864,39.05595553174513
dup64,rgb32,sgd,302,R_t20,1.776463117448069,30.287387050867352,69.29424567721159,39.00685862634424
dup64,rgb32,sgd,302,R_t30,1.7681734488293777,30.13249904402251,69.35866481419009,39.22616577016758
dup64,rgb32,sgd,302,raw_W_F_t10,0.996154362520831,-0.13956535160615147,36.15229844526682,36.291863796872974
dup64,rgb32,sgd,302,raw_W_F_t20,1.0429312762119716,1.839088342082384,44.677049482626096,42.83796114054371
dup64,rgb32,sgd,302,raw_W_F_t30,1.0805941660043445,3.7959333321835302,50.89528953097962,47.09935619879609
dup64,rgb32,sgd,302,c,,-0.013801262806817705,-0.22813811267430137,-0.21433684986748366
dup64_half,rgb32,sgd,302,R_prev,1.0356735169977742,1.4048069040305862,40.78435291622322,39.379546012192634
dup64_half,rgb32,sgd,302,raw_W_prev_F,1.0216524706843533,0.9971346666338619,47.048907749251164,46.0517730826173
dup64_half,rgb32,sgd,302,D_eff,1.0271955433888684,0.4334863154630888,16.373094848548085,15.939608533084996
dup64_half,rgb32,sgd,302,Rstar_local,1.177657640378442,6.670738440674853,44.21901627699534,37.54827783632049
dup64_half,rgb32,sgd,302,R_over_Rstar_local,0.8980711890767403,-0.10502747631386311,0.9253728134818883,1.0304002897957514
dup64_half,rgb32,sgd,302,end_acc,1.0181818004482053,0.013333320617675781,0.746666669845581,0.7333333492279053
dup64_half,rgb32,sgd,302,R_t10,0.9836333119600188,-0.6392166402914512,38.416738891453676,39.05595553174513
dup64_half,rgb32,sgd,302,R_t20,0.9925668264710906,-0.28994474898725286,38.71691387735699,39.00685862634424
dup64_half,rgb32,sgd,302,R_t30,1.0483331252017147,1.8959231813527282,41.12208895152031,39.22616577016758
dup64_half,rgb32,sgd,302,raw_W_F_t10,1.0332214274607003,1.2056675205414322,37.497531317414406,36.291863796872974
dup64_half,rgb32,sgd,302,raw_W_F_t20,1.0206479532387698,0.8845162184741824,43.722477359017894,42.83796114054371
dup64_half,rgb32,sgd,302,raw_W_F_t30,1.0266086589406376,1.253250705417372,48.35260690421346,47.09935619879609
dup64_half,rgb32,sgd,302,c,,0.03682950652920314,-0.17750734333828053,-0.21433684986748366
dup64,rgb32,sgd,303,R_prev,1.6814425047340764,28.39671880975191,70.06820042775479,41.67148161800288
dup64,rgb32,sgd,303,raw_W_prev_F,1.071222904757513,3.285417924436267,49.414088688734225,46.12867076429796
dup64,rgb32,sgd,303,D_eff,1.995471214572953,16.08386834837511,32.24090846457267,16.15704011619756
dup64,rgb32,sgd,303,Rstar_local,1.689846833618393,29.55002216832743,72.38564991678182,42.835627748454385
dup64,rgb32,sgd,303,R_over_Rstar_local,1.0019157649876493,0.0018669422650438028,0.9763822283672925,0.9745152861022487
dup64,rgb32,sgd,303,end_acc,1.162072771712211,0.12250000238418579,0.878333330154419,0.7558333277702332
dup64,rgb32,sgd,303,R_t10,1.6471856545060144,25.875974563438,65.85828007852035,39.98230551508235
dup64,rgb32,sgd,303,R_t20,1.6493504206176277,26.770066152669934,67.99598254956341,41.225916396893474
dup64,rgb32,sgd,303,R_t30,1.6282238467394576,26.701134362096738,69.20371445465165,42.50258009255491
dup64,rgb32,sgd,303,raw_W_F_t10,0.9946572476942527,-0.1930386785512539,35.93790423332562,36.13094291187687
dup64,rgb32,sgd,303,raw_W_F_t20,1.0404049062957246,1.738255616436632,44.75916015001711,43.02090453358048
dup64,rgb32,sgd,303,raw_W_F_t30,1.0819956491454474,3.8736955003525964,51.116391188769754,47.24269568841716
dup64,rgb32,sgd,303,c,,-0.033145618592935105,-0.22696892890173118,-0.19382331030879607
dup64_half,rgb32,sgd,303,R_prev,0.9661776932246472,-1.4094256350675707,40.26205598293531,41.67148161800288
dup64_half,rgb32,sgd,303,raw_W_prev_F,1.0105852462592397,0.4882833396514812,46.61695410394944,46.12867076429796
dup64_half,rgb32,sgd,303,D_eff,0.9978330117616504,-0.03501211589834341,16.122028000299217,16.15704011619756
dup64_half,rgb32,sgd,303,Rstar_local,1.0500584374869983,2.1442845938623307,44.979912342316716,42.835627748454385
dup64_half,rgb32,sgd,303,R_over_Rstar_local,0.9215313343019286,-0.07646891420281776,0.8980463718994309,0.9745152861022487
dup64_half,rgb32,sgd,303,end_acc,1.0286659833753116,0.02166670560836792,0.7775000333786011,0.7558333277702332
dup64_half,rgb32,sgd,303,R_t10,0.9988588006241393,-0.04562778209928098,39.93667773298307,39.98230551508235
dup64_half,rgb32,sgd,303,R_t20,0.9636107018491104,-1.5001821633102068,39.72573423358327,41.225916396893474
dup64_half,rgb32,sgd,303,R_t30,0.9576510736133138,-1.7999386355838425,40.702641456971065,42.50258009255491
dup64_half,rgb32,sgd,303,raw_W_F_t10,1.0145768176250614,0.526674165447929,36.6576170773248,36.13094291187687
dup64_half,rgb32,sgd,303,raw_W_F_t20,1.0007395035283522,0.031814110695485454,43.05271864427596,43.02090453358048
dup64_half,rgb32,sgd,303,raw_W_F_t30,1.0103190542113145,0.487499937897411,47.73019562631457,47.24269568841716
dup64_half,rgb32,sgd,303,c,,0.01746195531011513,-0.17636135499868094,-0.19382331030879607
dup64,rgb32,sgd,304,R_prev,1.6882003384646656,27.818428968977898,68.24042154026779,40.42199257128989
dup64,rgb32,sgd,304,raw_W_prev_F,1.0738364365343782,3.4132278645688174,49.64010479381522,46.2268769292464
dup64,rgb32,sgd,304,D_eff,1.9559270968515883,15.321098135303533,31.34857364652675,16.027475511223216
dup64,rgb32,sgd,304,Rstar_local,1.5981437016066673,27.305397857911203,72.95562837035574,45.65023051244454
dup64,rgb32,sgd,304,R_over_Rstar_local,1.0619544670572665,0.05485893453406243,0.9403307518181089,0.8854718172840464
dup64,rgb32,sgd,304,end_acc,1.1812226796336174,0.1383333206176759,0.9016667008399964,0.7633333802223206
dup64,rgb32,sgd,304,R_t10,1.6401737172888036,25.385660329051923,65.0399910887754,39.65433075972347
dup64,rgb32,sgd,304,R_t20,1.7151409994837798,28.30584385191024,67.88663123837338,39.58078738646314
dup64,rgb32,sgd,304,R_t30,1.6970618697191107,28.626933901030256,69.69492964804454,41.06799574701428
dup64,rgb32,sgd,304,raw_W_F_t10,0.993817900918017,-0.22601155700939302,36.33302025600049,36.55903181300988
dup64,rgb32,sgd,304,raw_W_F_t20,1.0442256361034494,1.9050195235562626,44.980025140212064,43.0750056166558
dup64,rgb32,sgd,304,raw_W_F_t30,1.08411866030579,4.009802477822333,51.67820878916643,47.6684063113441
dup64,rgb32,sgd,304,c,,-0.04585330597668305,-0.22918748360757388,-0.18333417763089083
dup64_half,rgb32,sgd,304,R_prev,0.9967445173788254,-0.13159309432908373,40.29039947696081,40.42199257128989
dup64_half,rgb32,sgd,304,raw_W_prev_F,0.99106735878448,-0.41292810612295483,45.81394882312345,46.2268769292464
dup64_half,rgb32,sgd,304,D_eff,0.9888444406661804,-0.1787954540367913,15.848680057186424,16.027475511223216
