model,condition,n_total,n_valid,C_S_q25,C_S_median,C_S_q75,C_S_geometry_q25,C_S_geometry_median,C_S_geometry_q75,C_S_readout_q25,C_S_readout_median,C_S_readout_q75,C_output_q25,C_output_median,C_output_q75,C_output_c_only_q25,C_output_c_only_median,C_output_c_only_q75,prediction_difference_ratio_q25,prediction_difference_ratio_median,prediction_difference_ratio_q75,z_other_rms_over_sigma_q25,z_other_rms_over_sigma_median,z_other_rms_over_sigma_q75,S_difference_ratio_q25,S_difference_ratio_median,S_difference_ratio_q75,rho_q25,rho_median,rho_q75,sham_rho_q25,sham_rho_median,sham_rho_q75
snake075,pulse_plus,20,19,-0.7334709841321982,-0.23520151110241536,0.48065469385889914,-0.14273973988316832,-0.0400815973957295,0.017869784226482513,-0.6658538637443799,-0.19511991370668588,0.34687383391156223,0.2937610656527409,0.5831842697102495,0.8875546094429423,0.018392626314981567,0.03853410069655914,0.07230671656269846,0.025088812459105624,0.034712752486426135,0.04315492800360113,0.057365200846834184,0.14001606283520862,0.40894811514624485,-0.09511249982216687,0.35526757049538527,1.3646607555167873,0.15960288424243002,0.39777383385609294,0.5813262629164659,0.16791660924813814,0.29340243824654544,0.6560532548276834
snake075,pulse_minus,20,20,-0.5494184191621302,-0.20367463782591444,0.0462281819944644,-0.09372595845263867,-0.05763813177294434,0.010914694399691432,-0.3683245632571368,-0.10808089813908592,0.10893265623272512,0.29653647228688373,0.4928616177071531,0.7767523312813371,0.011499423857014798,0.03403093424507571,0.057074789927739816,0.02282723360191086,0.03213060924808135,0.03577985870560888,0.04261216084295261,0.06851475200073065,0.14958767238662402,0.11017390286348565,0.5618823195222264,0.9859672772334871,0.31890201932543166,0.4085475719776709,0.6024465234392224,0.18395674819396735,0.34306858677733143,0.6448117582074424
snake075,hold_plus,20,20,-1.0879576028356883,-0.3313480052328541,0.7063537460614842,-0.2825267046925383,-0.16192647595326123,0.0935609465577483,-0.7041707307053078,-0.2282857204053219,0.14377287687779428,0.9966193490459463,0.9988510509982864,0.9995274942313155,0.03878773476975929,0.06123976972284786,0.09829662895669418,0.02346386771747102,0.038835186906366455,0.05345516327013354,0.1235316156671086,0.48374967708217426,0.8228337889439735,0.29364625393851573,1.331348005232854,2.0879576028356888,0.3282265432491834,0.4595185085922002,0.7308777831659719,0.17710752673180552,0.31470070162763375,0.6553746779710115
snake075,hold_minus,20,20,-0.9876609534059004,-0.2882149324816108,0.385930450467633,-0.4168287798849317,-0.11074267245837915,0.06884285894235409,-0.433075810684064,-0.04731996310952836,0.5976507302887231,0.9964855171685993,0.9986083833695606,0.9995894161088835,0.05015561879865422,0.08052643582479635,0.11348933758109166,0.029771926682975836,0.03563475599339469,0.05979789942500585,0.11429247667505946,0.47266666664327833,0.6683348845978512,0.6140695495323669,1.2882149324816108,1.9876609534059007,0.3525042452705114,0.5673729579450085,0.8866243395969875,0.17710752673180552,0.31470070162763375,0.6553746779710115
snake075,readout_plus,20,20,-0.4696402341736219,-0.058526187672032756,0.32528150194736,-0.0,-0.0,0.0,-0.4696402341736218,-0.05852618767203276,0.32528150194735994,0.9752486653083248,0.9792660848935362,0.9851849556102521,0.26793963615244565,0.4887450785775333,0.8050826019739113,0.07470169059799167,0.10565336775820207,0.1167875769031019,0.0,0.0,0.0,0.67471849805264,1.0585261876720327,1.4696402341736214,0.28537040004738656,0.5976034138343889,0.7252173848534088,0.18447960977014272,0.31189073993650207,0.6596116396535653
snake075,readout_minus,20,20,-0.6142729544352745,-0.0882438232929727,0.09105920134007905,0.0,0.0,0.0,-0.6142729544352749,-0.08824382329297273,0.09105920134007903,0.9751146031024507,0.9785206510300456,0.9881868432645264,0.2313534218543719,0.4892834366652249,0.791608998572666,0.07962831225442932,0.0983813841180638,0.10647533841289054,0.0,0.0,0.0,0.908940798659921,1.0882438232929728,1.614272954435275,0.39645898287903153,0.6166885694198683,0.7925094434491224,0.18447960977014272,0.31189073993650207,0.6596116396535653
snake1,global_plus,20,20,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.008360013359843722,0.01067250431975944,0.01127913447357775,0.0028922443487828255,0.003986145038858874,0.005217200951583933,-0.024065477885725245,-0.004891306837788814,0.012157667829751376,0.1595890837153628,0.41612292851775395,0.6243022852470199,0.16508627691801658,0.4126592379381725,0.6239724313214426
snake1,global_minus,20,20,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.006657878367079949,0.011039608813893412,0.012223850452232668,0.002667169661664751,0.003204326907035126,0.004576156438776801,-0.009507419976586044,-0.0016531901779935705,0.03715593624048321,0.1753460782914435,0.411830174978299,0.6238305547366081,0.16508627691801658,0.4126592379381725,0.6239724313214426
snake1,pulse_plus,20,20,-1.0943536855701166,-0.03411223481185976,0.2844906747976258,-0.05706422235247413,-0.006736954171290311,0.04041896314058424,-1.1121275109191135,-0.0019408663603162624,0.397101518630536,0.2802693967931691,0.4789609191720852,0.7377651050201779,0.014601588875055986,0.02354369338540003,0.03669461006873412,0.020167908392839815,0.02347053337279421,0.028002858551650727,0.018008673792198414,0.03876529611761095,0.06846539313178111,-0.1797121823499927,0.020812318716115618,1.446035583998398,0.3201667118853101,0.5425966617313851,0.6695386276913595,0.16508627691801658,0.4126592379381725,0.6239724313214426
snake1,pulse_minus,20,20,-0.755121684734606,0.0025632905466366,0.7733016996164788,-0.03936401195170801,0.030115321176848002,0.09955117057726715,-0.5394108193055114,-0.0523779637822684,0.6819809340285442,0.43803245286980497,0.5952006162845231,0.7456206374037839,0.014566034212428462,0.023191195124084945,0.036839951353196565,0.014984951667890389,0.01895934591022415,0.028640602844304367,0.03136876647505251,0.057727609791799514,0.47926192830761744,-0.3551451796965645,0.17992715488848282,1.2057414698458968,0.2771542387588458,0.3850304855199145,0.6913988989216305,0.16508627691801658,0.4126592379381725,0.6239724313214426
snake1,hold_plus,20,20,-1.2711506033597382,0.04521891397007902,0.7835391939677718,-0.28777606433324954,-0.013437560173626323,0.2605893139011718,-0.5768741991192822,-0.014361337079058505,0.2738535585254102,0.9954977750929612,0.9986458899072316,0.9993309270137268,0.030769277480638724,0.050452133614551996,0.08607430354234544,0.025030583985130136,0.039607514470452784,0.05475735384499446,0.06297115800462548,0.4458339672361381,0.8732503834529095,0.21646080603222828,0.9547810860299211,2.2711506033597386,0.35478861110424753,0.5728051236257481,0.617750857884996,0.1801425831413217,0.39612238830851754,0.6250732805382543
snake1,hold_minus,20,20,-1.3547760166177285,-0.20659978114142782,1.181528526644239,-0.22114040534985568,0.055635601410390444,0.2350955900140095,-1.1627834334361589,-0.1260191074737807,0.7489908951552326,0.9964707815841629,0.99842295642998,0.999356990847622,0.0233418791653194,0.03755881972673128,0.07874362095525486,0.025409817915035653,0.04333367401820287,0.05184086959263682,0.05206875299368352,0.3445034769155548,0.8042599387290216,-0.1815285266442393,1.2065997811414277,2.3547760166177283,0.3589641055344389,0.44721693633596893,0.6951804948157034,0.1801425831413217,0.39612238830851754,0.6250732805382543
snake1,readout_plus,20,20,-0.7865807213710809,0.029050361175353534,0.6246386552013129,-0.0,-0.0,0.0,-0.7865807213710806,0.02905036117535352,0.6246386552013131,0.9833264257474422,0.9911375564168527,0.9927691210041446,0.11577716337700468,0.15521708349815033,0.4582315520146397,0.07516434305422573,0.08871808839836604,0.09608957014370469,0.0,0.0,0.0,0.3753613447986872,0.9709496388246466,1.7865807213710811,0.39254970974099523,0.563883788451363,0.7977563144032366,0.17488912094020326,0.4151529041828645,0.6244090815665226
snake1,readout_minus,20,20,-0.8388960005471828,0.03349450463399223,1.1881956025106748,0.0,0.0,0.0,-0.8388960005471826,0.03349450463399223,1.1881956025106748,0.9828807452011743,0.9900084811353966,0.9928276170177106,0.1209576078553637,0.15060231617013883,0.457961166040294,0.07679054362252419,0.08792142197143354,0.10212142155331003,0.0,0.0,0.0,-0.18819560251067488,0.9665054953660077,1.8388960005471826,0.2903024666084646,0.48288191138872344,0.7056335898175624,0.17488912094020326,0.4151529041828645,0.6244090815665226
