arm,family,alpha,offset,root,seed,window,task_start,task_end,free_growth,full_growth,free_rms,full_rms,root_distance_rms,zmean,near_mean_fraction,near_all_inputs_fraction,unit_shrink_fraction,median_unit_growth,v_rms,effective_v2_gate2,unit_output_variance,loss,unfit
SN_normal_qm05,snake,1,-0.5,0.36954256660758034,2,initial,0,0,1.0,1.0,0.6951739093373812,1.3876885387931412,0.8763714294334176,0.035657786708325145,0.08,0.0,0.0,1.0,0.09725408151334809,0.014759040485100567,0.0017403067362751162,4.832991321343542,1.2930392780592752
SN_normal_qm05,snake,1,-0.5,0.36954256660758034,2,early,2,20,1.3242986752526553,1.0783643574605588,0.9206178872057035,1.4964338594910476,0.8282766873561216,-0.1751818010107366,0.12947368421052632,0.0,0.31,1.0466316225752579,0.2134446265772637,0.05315462755300285,0.027340399731168856,0.0002515080389977194,0.0002394739030342476
SN_normal_qm05,snake,1,-0.5,0.36954256660758034,2,middle,21,100,1.673830042234053,1.1743689966597417,1.1636029740262006,1.6296583969787244,0.8345851351020903,-0.14145123752559222,0.13175,0.0,0.36,1.134372393854153,0.1967896521743724,0.048117044138624984,0.04132651148755368,5.9345854105959686e-08,4.208768405666394e-08
SN_normal_qm05,snake,1,-0.5,0.36954256660758034,2,late,451,500,1.814894775783097,1.124250781305218,1.2616674963171255,1.5601099239464855,0.8071679955406916,-0.03566829408428457,0.2574,0.0636,0.42,1.3681126478353005,0.1672902690578631,0.0363187329543538,0.026674801856434734,3.1955623270268404e-11,2.5544219093755063e-11
SN_normal_qm05,snake,1,-0.5,0.36954256660758034,2,final,500,500,1.8127130786021006,1.1184648359018423,1.2601508373588217,1.552080833824138,0.820688253069998,-0.08764361785259098,0.27,0.09,0.42,1.4291346078652887,0.15971005220382123,0.029654825089512137,0.020755635882794835,8.728058779724562e-13,9.066712050155268e-13
SN_normal_qm05,snake,1,-0.5,0.36954256660758034,3,initial,0,0,1.0,1.0,0.7019225972385064,1.3999858554973614,1.1036026679696402,0.12632403071969747,0.08,0.0,0.0,1.0,0.09900362643730118,0.016597092406405393,0.0016492214254314156,2.696229434128485,1.0654951204033916
SN_normal_qm05,snake,1,-0.5,0.36954256660758034,3,early,2,20,1.4050236875605604,1.0984552465107547,0.9862178759541321,1.5378218080119241,0.8606888776348912,-0.12996434451892702,0.15210526315789474,0.0,0.45,1.038221131089919,0.22509253712036587,0.05897981670325174,0.04493323876307944,5.062346662374884e-05,1.9413047272884753e-05
SN_normal_qm05,snake,1,-0.5,0.36954256660758034,3,middle,21,100,1.6973100861835524,1.165628338901831,1.1913803040130722,1.6318631872294482,0.8065627063153529,-0.0996779488195607,0.153625,0.0,0.37,1.1443269557314448,0.19315131697862464,0.049197824656086554,0.04103723181593723,1.528485000457055e-09,4.6192157643548833e-10
SN_normal_qm05,snake,1,-0.5,0.36954256660758034,3,late,451,500,1.804276989576043,1.1079263031642501,1.2664627906608896,1.5510811533634317,0.7719334758749395,-0.02652530725159013,0.3156,0.1688,0.4,1.3618618162802627,0.17200844961416822,0.04062430120579078,0.033787917290979214,5.994573310000127e-12,4.256662682701241e-12
SN_normal_qm05,snake,1,-0.5,0.36954256660758034,3,final,500,500,1.8069967330539265,1.107122758957778,1.2683718400667081,1.5499562028401037,0.7697941670474264,-0.12213773803086951,0.3,0.19,0.4,1.356066023018238,0.17261513056873362,0.041843245601205066,0.04925604055329557,1.4447573836219268e-12,1.4668745263715555e-12
SN_normal_qm05,snake,1,-0.5,0.36954256660758034,4,initial,0,0,1.0,1.0,0.6889504467660763,1.4005079337377437,1.0469626195538515,0.04573907433077693,0.04,0.0,0.0,1.0,0.0990179919603878,0.0182789189609401,0.001955091389350663,2.0157950417925825,1.0017383986245865
SN_normal_qm05,snake,1,-0.5,0.36954256660758034,4,early,2,20,1.5000531755015756,1.1180319197270712,1.033462305434682,1.5658125737498034,0.8098499003398143,-0.08982531315319264,0.16894736842105262,0.0,0.35,1.112850278761754,0.2246035538301011,0.06407489650516178,0.047073396407585406,1.722413714014538e-05,1.0528840930680493e-05
SN_normal_qm05,snake,1,-0.5,0.36954256660758034,4,middle,21,100,1.8024545007798443,1.1924250974742059,1.2418018335877987,1.6700008094006276,0.7873787527529177,-0.08364981174013406,0.16275,0.000625,0.34,1.326655148431561,0.20261251816031042,0.055390440999998784,0.04936705885904101,2.4516549571772247e-09,1.0560946806167442e-09
SN_normal_qm05,snake,1,-0.5,0.36954256660758034,4,late,451,500,1.898346870466822,1.108473393055918,1.3078669245251,1.5524257813120097,0.7199675643558902,0.03598486111787788,0.3606,0.2324,0.4,1.5347554899104265,0.1801875770566688,0.044273515060076214,0.03562841574043778,4.081094273491871e-13,2.46613156575911e-13
SN_normal_qm05,snake,1,-0.5,0.36954256660758034,4,final,500,500,1.8673262572975973,1.0907576309873268,1.2864952592232048,1.5276147159827373,0.7888930438262486,-0.007984705194830894,0.39,0.29,0.4,1.5610059772024227,0.19858489772586718,0.051190138548551804,0.04196582230829801,7.254887367004599e-13,1.8741841991949805e-13
SN_normal_qm05,snake,1,-0.5,0.36954256660758034,5,initial,0,0,1.0,1.0,0.7318089860993301,1.4241256246236833,0.9208143305729477,0.09504209799692034,0.08,0.0,0.0,1.0,0.10266809539896946,0.01556019531702693,0.0018125123570877238,1.8196905302103057,0.8919860544015298
SN_normal_qm05,snake,1,-0.5,0.36954256660758034,5,early,2,20,1.324818961699928,1.0833237867886327,0.9695144211267914,1.5427891645300555,0.770585738819414,-0.056737126156051663,0.15789473684210525,0.0,0.46,1.0096266884194147,0.22036854593171984,0.06149023357735859,0.047234185804931945,6.349147438797075e-06,3.7822666446019807e-06
SN_normal_qm05,snake,1,-0.5,0.36954256660758034,5,middle,21,100,1.604191663002113,1.1453593259979595,1.1739618744105744,1.631135565555405,0.8092210014801652,-0.10384782729554536,0.125125,0.0,0.39,1.1228259921330404,0.18929296685669167,0.04754516584620471,0.038267994298110744,3.797110135479924e-09,1.2074951891766227e-09
SN_normal_qm05,snake,1,-0.5,0.36954256660758034,5,late,451,500,1.7144198443134582,1.0696719627989661,1.254627848015603,1.523347252163519,0.7683930047187124,-0.003839166348229628,0.2942,0.1042,0.4,1.339882194929778,0.1725772229473913,0.04092468181465722,0.028923876950906743,6.658526195425079e-11,1.342901705004934e-10
SN_normal_qm05,snake,1,-0.5,0.36954256660758034,5,final,500,500,1.7062095096610335,1.0650737671871988,1.2486194513380762,1.5167988439657691,0.8085955494474424,-0.08329762402921916,0.25,0.06,0.4,1.3110061938556679,0.14624278958393996,0.029233105523894767,0.01713623421867089,2.7726446674259554e-09,4.407915649463279e-09
SN_normal_qm05,snake,1,-0.5,0.36954256660758034,6,initial,0,0,1.0,1.0,0.7122233603226376,1.4206182261212177,0.9327155947187451,0.12177180511178448,0.02,0.0,0.0,1.0,0.0950552343916686,0.016628704846095035,0.0020568768429691455,2.117162896770708,0.9739679045911769
SN_normal_qm05,snake,1,-0.5,0.36954256660758034,6,early,2,20,1.4433205003222822,1.1122328264307932,1.0279665767620862,1.5800582249179016,0.8075456615589609,-0.17436565053466008,0.14210526315789473,0.0,0.38,1.1231878275890195,0.23109049166000611,0.06743780973053766,0.05284997596463111,1.9856341210063783e-06,7.472288891684649e-07
SN_normal_qm05,snake,1,-0.5,0.36954256660758034,6,middle,21,100,1.6569878525059445,1.1634925432989665,1.1801454563255747,1.6528787129666418,0.81794582226079,-0.1317324718697855,0.12425,0.0,0.34,1.1731025419158274,0.1910972627282035,0.04757287630309454,0.0350593615567369,5.568336674758342e-10,1.9702210490073202e-10
SN_normal_qm05,snake,1,-0.5,0.36954256660758034,6,late,451,500,1.7330206063691838,1.068291814882201,1.234297759776635,1.5176348230377685,0.796196056411023,0.028282880833907984,0.2976,0.1154,0.38,1.5333725216506637,0.17660691305346982,0.042540031866856606,0.032416189728247086,1.3538636188794904e-11,7.224083904566263e-12
SN_normal_qm05,snake,1,-0.5,0.36954256660758034,6,final,500,500,1.7485506117728988,1.0674374354709675,1.2453585924110975,1.5164210760741477,0.7293918145782597,0.07742612461326644,0.38,0.19,0.38,1.5028071271815528,0.16540697451666275,0.03397335098356682,0.022000749291021804,2.642842634947966e-13,3.0279598877302146e-13
SN_normal_qm05,snake,1,-0.5,0.36954256660758034,7,initial,0,0,1.0,1.0,0.6784986527169264,1.4020331151523138,1.0761538921071712,-0.10570058714365586,0.04,0.0,0.0,1.0,0.1006962298499074,0.015726325398020626,0.0017884157799368469,2.506379528316937,0.7785075164731029
SN_normal_qm05,snake,1,-0.5,0.36954256660758034,7,early,2,20,1.4730171521630533,1.1123385228857263,0.9994401531715554,1.5595354443453981,0.8467741069323049,-0.1753613827751925,0.14947368421052631,0.0,0.37,1.054944207546489,0.2101431318907396,0.05306905913114724,0.03067711425435293,4.501331126418033e-06,1.4736419737742096e-06
SN_normal_qm05,snake,1,-0.5,0.36954256660758034,7,middle,21,100,1.7169236811740658,1.159245590165533,1.1649304044943893,1.6253007060063647,0.8357887120735928,-0.1426516623854577,0.127375,0.0,0.32,1.2404120288357747,0.19601837156478114,0.04935041530645078,0.039542202418619256,4.93607980817225e-09,2.85342451784074e-09
SN_normal_qm05,snake,1,-0.5,0.36954256660758034,7,late,451,500,1.8824094375973444,1.1006790409814657,1.2772122672714254,1.543188464610106,0.7671365679493054,0.013527598354115617,0.3506,0.2158,0.41,1.49920315587803,0.18568685951764569,0.0466519646320653,0.03900130540629801,9.871469385225188e-13,5.256627877115869e-13
SN_normal_qm05,snake,1,-0.5,0.36954256660758034,7,final,500,500,1.8649714077228592,1.0931017177077391,1.2653805874955497,1.5325648064561268,0.8067886872192437,-0.026451269211247564,0.35,0.21,0.42,1.4663775342092968,0.18202361692890398,0.04490576337958073,0.0314011542976064,3.036651389357322e-13,2.1885897866725658e-13
SN_normal_qm05,snake,1,-0.5,0.36954256660758034,8,initial,0,0,1.0,1.0,0.6937528812430814,1.4115880954949276,0.9725785525773538,0.13502423078753054,0.06,0.0,0.0,1.0,0.09911488383105639,0.015311283164008298,0.0015694675099522173,3.066134481662935,0.9167004425859329
SN_normal_qm05,snake,1,-0.5,0.36954256660758034,8,early,2,20,1.4176600807833633,1.097034306523911,0.9835057656667578,1.5485605674386862,0.760025292975495,-0.05436985146214092,0.1568421052631579,0.0,0.45,1.0184686689925693,0.20723372281772312,0.05547568500184915,0.049035918262977554,5.1143293458990345e-05,3.4073705543889734e-05
SN_normal_qm05,snake,1,-0.5,0.36954256660758034,8,middle,21,100,1.684156206895075,1.1651789565721147,1.1683882209968774,1.6447527442183985,0.788977430730599,-0.1060480200518723,0.136625,0.0,0.35,1.1062254336816004,0.20044462220299292,0.051962891515161,0.04146584202350337,7.019627092345442e-09,5.228040902117134e-09
SN_normal_qm05,snake,1,-0.5,0.36954256660758034,8,late,451,500,1.8287575696240734,1.082455466321397,1.268705833021796,1.5279812501626946,0.7580297534300982,-0.023619053540885216,0.3424,0.1664,0.41,1.4837619374562498,0.180100090497252,0.04434016991420433,0.03247544735539113,8.740836547761445e-13,4.720532590040937e-13
SN_normal_qm05,snake,1,-0.5,0.36954256660758034,8,final,500,500,1.816236718668281,1.0800585784939223,1.2600194565956,1.5245978318391944,0.7193193322350413,-0.011053306390531361,0.31,0.15,0.41,1.494919921744267,0.18125310677291984,0.04659678214655241,0.03159876601513313,9.76659875203318e-14,4.0539540886676437e-14
SN_normal_qm05,snake,1,-0.5,0.36954256660758034,9,initial,0,0,1.0,1.0,0.7202572566321502,1.432101642074296,0.9589692683240904,-0.05870646988041699,0.06,0.0,0.0,1.0,0.10206279604236056,0.017544519620420654,0.001979219898740906,5.93084460855888,1.1925476080234791
SN_normal_qm05,snake,1,-0.5,0.36954256660758034,9,early,2,20,1.4165294029920976,1.1032395846312255,1.0202655817378659,1.5799512207517423,0.8191177298607979,-0.16677052672967732,0.1694736842105263,0.0,0.42,1.046389645504942,0.24077822147078567,0.07186549122950252,0.07856185380452381,3.182417280052347e-05,1.1285893383063092e-05
SN_normal_qm05,snake,1,-0.5,0.36954256660758034,9,middle,21,100,1.6824367204464339,1.1647249495690182,1.2117872567259402,1.6680045128426926,0.7960809266925285,-0.09206028349315375,0.144625,0.0,0.4,1.1507585718156896,0.2000923398223291,0.05332991241220813,0.047286549214047784,6.585012474384569e-09,3.461722152892437e-09
SN_normal_qm05,snake,1,-0.5,0.36954256660758034,9,late,451,500,1.7441863331144694,1.0865373584583082,1.2562628633443174,1.556031935223211,0.7726184448641977,-0.016794810057076393,0.3156,0.142,0.41,1.3721407573053293,0.1771530130343067,0.042807979910250156,0.03323472384708995,3.1682412199472635e-12,2.1718222793713337e-12
SN_normal_qm05,snake,1,-0.5,0.36954256660758034,9,final,500,500,1.753346082312569,1.0927567877143771,1.2628602391731791,1.5649387900735923,0.8796687796167523,0.027632382325828077,0.28,0.12,0.41,1.3889797109422388,0.15806078297571788,0.03439581666414868,0.027403077660647108,8.058638436926775e-13,5.581265080115786e-13
SN_normal_q0,snake,1,0,0.0,0,initial,0,0,1.0,1.0,0.7223637571689194,1.4398913264348285,1.0282861575446376,-0.13029632209800185,0.06,0.0,0.0,1.0,0.09690787394070474,0.014421144185838963,0.0017145316984251058,1.2938290247523672,1.3993149282620632
SN_normal_q0,snake,1,0,0.0,0,early,2,20,1.3793866383402833,1.097272128964358,0.9964189146600925,1.579952621234458,0.8712305198801419,-0.4359573884233894,0.12736842105263158,0.0,0.36,1.044112380612475,0.2267627299620394,0.06034206309855811,0.05630765824434776,2.0290686471221664e-05,4.635844794251568e-06
SN_normal_q0,snake,1,0,0.0,0,middle,21,100,1.6426997979719167,1.1609365940831786,1.1866267979636187,1.6716225323611602,0.885789634110592,-0.5680440897688925,0.094125,0.0,0.27,1.10365338090804,0.21004564444483562,0.052626602999208794,0.04620153355887885,8.495543387108824e-09,4.3038344420568395e-09
SN_normal_q0,snake,1,0,0.0,0,late,451,500,1.790864400507195,1.110154585643032,1.2936555369304419,1.5985019588692526,0.8518114256349426,-0.577395160583232,0.0694,0.0,0.28,1.3649064037772418,0.19001339450226315,0.04253149237795077,0.032830173879134554,2.9990446399673804e-12,2.674402059932796e-12
SN_normal_q0,snake,1,0,0.0,0,final,500,500,1.79054268923288,1.1140568075573227,1.2934231443656041,1.604120734357464,0.737868162529299,-0.5400177302770317,0.07,0.0,0.28,1.3664137324202934,0.20437942945183704,0.05038560752153718,0.03537426581779255,3.1428048836013296e-13,1.4542367215463822e-13
SN_normal_q0,snake,1,0,0.0,1,initial,0,0,1.0,1.0,0.7127536716197848,1.4203201929643945,0.9550576902340578,0.06741271622711792,0.07,0.0,0.0,1.0,0.09383858786956806,0.014984101959206585,0.001676054377307491,11.197622792508328,0.8107655000379024
SN_normal_q0,snake,1,0,0.0,1,early,2,20,1.397639756088852,1.104024239298444,0.9961728677541097,1.5680679205977348,0.688285865741069,-0.3965925741557179,0.1436842105263158,0.0,0.4,1.0470141692735149,0.24442367527675682,0.07047642021607475,0.05431248418232732,1.448688214546901e-06,9.608686753125024e-07
SN_normal_q0,snake,1,0,0.0,1,middle,21,100,1.688699298279371,1.1836020591069734,1.2036266251103755,1.681093904983871,0.8544984950645305,-0.5527366738185192,0.088125,0.0,0.27,1.2048839881876856,0.2194051738935003,0.05857589486431145,0.05647022485656528,4.1156556886932596e-10,2.1366124176544365e-10
SN_normal_q0,snake,1,0,0.0,1,late,451,500,1.7815220347446412,1.1413028699322656,1.2697863713357926,1.6210155124530126,0.8950096661996636,-0.570316398640431,0.0708,0.0002,0.27,1.3931042148239392,0.19781044959052113,0.047599084919219846,0.040735890015781366,5.858172486631616e-11,9.562498561488757e-11
SN_normal_q0,snake,1,0,0.0,1,final,500,500,1.826468584051629,1.1393541888866445,1.301822189380988,1.61824776141427,0.7758843330258839,-0.5537673956993967,0.08,0.0,0.27,1.4455108543963413,0.19486256212895747,0.04470390732556044,0.029464981252599207,1.1681981409524497e-12,6.306274352603387e-13
SN_normal_q0,snake,1,0,0.0,2,initial,0,0,1.0,1.0,0.6951739093373812,1.3876885387931412,0.8110606104550595,0.035657786708325145,0.14,0.0,0.0,1.0,0.09725408151334809,0.014759040485100567,0.0017403067362751162,2.1286858616629916,1.2930392780592752
SN_normal_q0,snake,1,0,0.0,2,early,2,20,1.3307723913079248,1.0812650010942035,0.9251182457037852,1.5004590494165795,0.7349348896578594,-0.4339257990376791,0.13,0.0,0.36,1.0561392852315903,0.21901480089845818,0.054903163963937573,0.02812752236802813,0.00025681792588411835,0.00039649205695574353
SN_normal_q0,snake,1,0,0.0,2,middle,21,100,1.6769719630930244,1.1917049299166553,1.1657871554325603,1.6537152728686262,0.8852498156165336,-0.5592393222350601,0.096625,0.0,0.32,1.0840806835598542,0.20815672039176203,0.05048839322463671,0.04126426376800569,2.235463889662463e-08,1.3478957781615857e-08
SN_normal_q0,snake,1,0,0.0,2,late,451,500,1.8565613212045367,1.1968481345104112,1.290632991586331,1.6608524389360493,0.8848546674843749,-0.5799405631901696,0.0748,0.0,0.31,1.3890411540068008,0.17783354229928,0.037652092368079516,0.02784634037317428,3.0831906047614695e-10,2.6687834669977063e-10
SN_normal_q0,snake,1,0,0.0,2,final,500,500,1.82529430921866,1.1717914294631209,1.2688969806308106,1.6260815365220045,0.9992250769429669,-0.7085392551124096,0.05,0.0,0.31,1.3904734773184915,0.18152641186538465,0.03529766255754952,0.021260742568706865,7.910488980966434e-11,2.828536763547053e-11
SN_normal_q0,snake,1,0,0.0,3,initial,0,0,1.0,1.0,0.7019225972385064,1.3999858554973614,1.083854858035675,0.12632403071969747,0.05,0.0,0.0,1.0,0.09900362643730118,0.016597092406405393,0.0016492214254314156,5.116506611948383,1.0654951204033913
SN_normal_q0,snake,1,0,0.0,3,early,2,20,1.4167940108008192,1.0983293020545288,0.9944797318132714,1.5376454875546295,0.762165920224604,-0.4557889596770646,0.10894736842105263,0.0,0.33,1.093671876870855,0.2392938978045262,0.06236327564955369,0.04915514190398878,1.2031524410165219e-05,4.649816931892315e-06
SN_normal_q0,snake,1,0,0.0,3,middle,21,100,1.7264523509340415,1.1937055517451904,1.2118359181761476,1.6711708880719405,0.9208114279627224,-0.6130595152209455,0.085,0.0,0.33,1.2031261996819538,0.2111366501277741,0.052785714343490206,0.05187259638883392,2.556316956000307e-08,6.100320410847826e-09
SN_normal_q0,snake,1,0,0.0,3,late,451,500,1.8065713886359607,1.139832992641647,1.2680732812081286,1.595750067327534,0.8815466715324245,-0.5956577541195253,0.0708,0.0,0.28,1.4252304520338255,0.19030439871254912,0.0430008261632187,0.029723498158740584,8.920847306379664e-12,7.453637466578538e-12
SN_normal_q0,snake,1,0,0.0,3,final,500,500,1.8389392570581362,1.1459100651585106,1.290793019478096,1.6042578828939744,0.8458128995342247,-0.6118232585591068,0.09,0.0,0.27,1.427745761300326,0.1916218167524376,0.043709341634290196,0.03900661246092833,6.842163618074802e-13,7.288143925511829e-13
SN_normal_q0,snake,1,0,0.0,4,initial,0,0,1.0,1.0,0.6889504467660763,1.4005079337377437,0.9966815379312718,0.04573907433077693,0.04,0.0,0.0,1.0,0.0990179919603878,0.0182789189609401,0.001955091389350663,1.826364051153688,1.0017383986245865
SN_normal_q0,snake,1,0,0.0,4,early,2,20,1.4453530568835433,1.1025262798549835,0.9957766342746315,1.5440968020912642,0.7389380049690158,-0.4171752833886268,0.13842105263157894,0.0,0.31,1.0845770942936026,0.24659268252477815,0.0717859177195225,0.06149860034601117,3.1832414990265916e-07,2.5000339538888847e-07
SN_normal_q0,snake,1,0,0.0,4,middle,21,100,1.7405232244597313,1.1746591746282184,1.1991342530982636,1.6451194935046496,0.8459112937061309,-0.5283111401940005,0.094875,0.0,0.28,1.238621411171036,0.22384071921834817,0.06087662041114327,0.05370578054851548,9.703014281372532e-10,9.80266946252535e-10
SN_normal_q0,snake,1,0,0.0,4,late,451,500,1.9488157184596018,1.1619113251092463,1.3426374598974946,1.6272660291152343,0.8429441479559308,-0.5891537729470874,0.0654,0.0002,0.17,1.5011226049279023,0.20406511271266756,0.048554000385992786,0.03974656551832853,9.620521713422728e-12,8.251121224804605e-12
SN_normal_q0,snake,1,0,0.0,4,final,500,500,1.963616899233028,1.1676661718466281,1.3528347400040122,1.6353257376283823,0.9548050344858215,-0.6509355368651449,0.04,0.0,0.18,1.542383547014889,0.21730187674949517,0.05177901079587301,0.050234625346577216,6.999284120587884e-13,2.1496869310329044e-13
SN_normal_q0,snake,1,0,0.0,5,initial,0,0,1.0,1.0,0.7318089860993301,1.4241256246236833,0.8840709951766825,0.09504209799692034,0.06,0.0,0.0,1.0,0.10266809539896946,0.01556019531702693,0.001812512357087724,3.4498087163893727,0.89198605440153
SN_normal_q0,snake,1,0,0.0,5,early,2,20,1.3852809886892783,1.1036517247159352,1.013761075795378,1.5717387018280866,0.7042264300218556,-0.40309676011984075,0.12947368421052632,0.0,0.44,1.0378825783878414,0.24098697844009861,0.0640768746252195,0.04911624748144333,9.861114604567268e-07,2.984313751697309e-07
SN_normal_q0,snake,1,0,0.0,5,middle,21,100,1.6584217789490132,1.176730696899978,1.2136479605777246,1.6758123387365436,0.8609364105871734,-0.5347341574740381,0.090875,0.0,0.36,1.1083365397902276,0.20213476473709804,0.048596298509258735,0.03733427190304026,7.017041925108305e-10,7.057218544869709e-10
SN_normal_q0,snake,1,0,0.0,5,late,451,500,1.7392059767866677,1.143501656331509,1.2727665624901463,1.628490010581327,0.8660091289198932,-0.5534007732358411,0.082,0.0,0.31,1.4120865496778556,0.19319199318955985,0.044876149670358634,0.03136992683362145,1.5293995284179035e-12,2.446733813952412e-12
SN_normal_q0,snake,1,0,0.0,5,final,500,500,1.7576917039462294,1.1517333953072186,1.2862945837400939,1.6402130409918485,1.0241805316393344,-0.6978052438050508,0.05,0.0,0.31,1.415055894419316,0.15962387564023894,0.029404973697826173,0.015889522728497443,2.8140665852068372e-12,2.4947146641256097e-12
SN_normal_q0,snake,1,0,0.0,6,initial,0,0,1.0,1.0,0.7122233603226376,1.4206182261212177,0.9074119256983116,0.12177180511178448,0.12,0.0,0.0,1.0,0.0950552343916686,0.016628704846095035,0.0020568768429691455,2.6958166491233806,0.9739679045911769
SN_normal_q0,snake,1,0,0.0,6,early,2,20,1.4214494672427493,1.115568352213517,1.0123895160884537,1.584796733638536,0.8323480748803,-0.5560174996377655,0.11473684210526315,0.0,0.31,1.1040047862231184,0.24727866985681884,0.07260724104568984,0.0592895731223873,1.0369049037291351e-06,3.893268853867551e-07
SN_normal_q0,snake,1,0,0.0,6,middle,21,100,1.6776092902079043,1.1893803562735947,1.1948325259803483,1.689655411912816,0.8926601271193317,-0.54602880569837,0.092,0.0,0.33,1.1684024165850602,0.20554124105620553,0.05096038293595454,0.040965436741908945,5.78520687059812e-10,3.955787193856312e-10
SN_normal_q0,snake,1,0,0.0,6,late,451,500,1.8093367456790395,1.1459017583471023,1.288651896962751,1.6278889232522444,0.8386979359690271,-0.5730582601508125,0.0682,0.0,0.35,1.3739327856652994,0.1989222367435769,0.047414620679532796,0.034636541567073735,9.386204980651825e-12,7.692456360219197e-12
SN_normal_q0,snake,1,0,0.0,6,final,500,500,1.791223765024442,1.136863582049955,1.2757514090154745,1.6150491252736205,0.721438794962122,-0.5257307598076295,0.1,0.0,0.35,1.4246688524358646,0.19836731810269134,0.04207864030898138,0.028264485782102115,1.8788094349939582e-13,2.282740709156315e-13
SN_normal_q0,snake,1,0,0.0,7,initial,0,0,1.0,1.0,0.6784986527169264,1.4020331151523138,0.9713000352272748,-0.10570058714365586,0.07,0.0,0.0,1.0,0.1006962298499074,0.015726325398020626,0.0017884157799368469,2.741647672576359,0.7785075164731028
SN_normal_q0,snake,1,0,0.0,7,early,2,20,1.460818931709285,1.1196552230301322,0.9911636770281296,1.569793700241495,0.8866450062373062,-0.5876814360077113,0.11421052631578947,0.0,0.3,1.0941732018184482,0.22966798101384375,0.058699432867093074,0.034634029195923344,2.7782791912212765e-06,9.664006306183535e-07
SN_normal_q0,snake,1,0,0.0,7,middle,21,100,1.7445232409012972,1.1910619493853145,1.1836566685848962,1.6699082952360802,0.9125089164634261,-0.6100239841991788,0.08375,0.0,0.27,1.1985657793020508,0.20956319850621435,0.05292939404763679,0.0461248215642447,8.990502936432918e-10,8.263632015820053e-10
