arm,seed,eps,group,n,shrink_count,free_growth,median_unit_growth,v_rms,effective_v2_gate2,output_variance
SN_normal_qm05,2,0.2,ALL,100,42,1.8127130786021006,1.4291346078652887,0.15971005220382123,0.029654825089512137,0.020755635882794835
SN_normal_qm05,2,0.2,near_FINAL_SELECTED,45,39,0.8636823671909492,0.18474533676915195,0.0619193939937394,0.006890114921521856,0.0038389151948758876
SN_normal_qm05,2,0.2,far_FINAL_SELECTED,55,3,2.1511619672604056,1.9169543487222773,0.20794228074286264,0.04828049704514054,0.034596589172910336
SN_normal_qm05,3,0.05,ALL,100,40,1.8069967330539265,1.356066023018238,0.17261513056873362,0.041843245601205066,0.04925604055329557
SN_normal_qm05,3,0.05,near_FINAL_SELECTED,18,18,0.1021121169515167,0.08238877990210788,0.010337296779072335,0.0002948645918985325,1.3509112980697087e-06
SN_normal_qm05,3,0.05,far_FINAL_SELECTED,82,22,1.9285041094269737,1.6169540184733142,0.1905599852885943,0.050963621920321146,0.06006804559666089
SN_normal_qm05,3,0.1,ALL,100,40,1.8069967330539265,1.356066023018238,0.17261513056873362,0.041843245601205066,0.04925604055329557
SN_normal_qm05,3,0.1,near_FINAL_SELECTED,30,27,0.8774374673395091,0.08331491597033643,0.0721725618424167,0.009312556229166125,0.004978201354529726
SN_normal_qm05,3,0.1,far_FINAL_SELECTED,70,13,1.9915700349180967,1.7464461659028774,0.20083155591686325,0.0557849696177932,0.06823225735276665
SN_normal_qm05,3,0.2,ALL,100,40,1.8069967330539265,1.356066023018238,0.17261513056873362,0.041843245601205066,0.04925604055329557
SN_normal_qm05,3,0.2,near_FINAL_SELECTED,40,35,0.8836258066945001,0.08372879648228786,0.06680109915546677,0.008050734184913044,0.0040369750820131774
SN_normal_qm05,3,0.2,far_FINAL_SELECTED,60,5,2.0647611705570963,1.9159280574208748,0.21606722935971248,0.06437158654539978,0.0794020842008172
SN_normal_qm05,4,0.05,ALL,100,40,1.8673262572975973,1.5610059772024227,0.19858489772586718,0.051190138548551804,0.04196582230829801
SN_normal_qm05,4,0.05,near_FINAL_SELECTED,31,30,0.6317068323545912,0.06335809753316143,0.03574081250093975,0.002074104191297254,0.0017179202211087424
SN_normal_qm05,4,0.05,far_FINAL_SELECTED,69,10,2.1271857631398206,1.8410626857800554,0.23786479488201848,0.07325676268007193,0.06004821310109318
SN_normal_qm05,4,0.1,ALL,100,40,1.8673262572975973,1.5610059772024227,0.19858489772586718,0.051190138548551804,0.04196582230829801
SN_normal_qm05,4,0.1,near_FINAL_SELECTED,39,37,0.7965566570077015,0.06335809753316143,0.04049798065806453,0.002704399442817623,0.0021028858323014718
SN_normal_qm05,4,0.1,far_FINAL_SELECTED,61,3,2.1774497904524406,1.9579353307292415,0.2521914699816377,0.0821892176489392,0.06745196202245973
SN_normal_qm05,4,0.2,ALL,100,40,1.8673262572975973,1.5610059772024227,0.19858489772586718,0.051190138548551804,0.04196582230829801
SN_normal_qm05,4,0.2,near_FINAL_SELECTED,45,40,0.9281744792001961,0.06811448030622723,0.0677516966599508,0.00846462569428886,0.004984089625935214
SN_normal_qm05,4,0.2,far_FINAL_SELECTED,55,0,2.2289142549253254,2.0137446248046413,0.2606646400843157,0.08614737633840329,0.07222360359386758
SN_normal_qm05,5,0.05,ALL,100,40,1.7062095096610335,1.3110061938556679,0.14624278958393996,0.029233105523894767,0.01713623421867089
SN_normal_qm05,5,0.05,near_FINAL_SELECTED,13,11,1.1021391785371693,0.10595439693715629,0.13565600266162847,0.03006515453880569,0.023102493329079096
SN_normal_qm05,5,0.05,far_FINAL_SELECTED,87,29,1.767657858267014,1.4237657956933314,0.1477595976528985,0.029108776360747157,0.01624472423665587
SN_normal_qm05,5,0.1,ALL,100,40,1.7062095096610335,1.3110061938556679,0.14624278958393996,0.029233105523894767,0.01713623421867089
SN_normal_qm05,5,0.1,near_FINAL_SELECTED,25,21,0.9580912416920441,0.10368025014771434,0.13060323116718262,0.03069354696524553,0.01909487651626344
SN_normal_qm05,5,0.1,far_FINAL_SELECTED,75,19,1.8559139021134834,1.6074632680073977,0.15109666886893042,0.028746291710111185,0.01648335345280671
SN_normal_qm05,5,0.2,ALL,100,40,1.7062095096610335,1.3110061938556679,0.14624278958393996,0.029233105523894767,0.01713623421867089
SN_normal_qm05,5,0.2,near_FINAL_SELECTED,35,30,0.8754707150441072,0.09794222610257342,0.11244365414180768,0.022856193911902637,0.013881746276769464
SN_normal_qm05,5,0.2,far_FINAL_SELECTED,65,10,1.9407803287158185,1.7713796967804492,0.16153924091223484,0.032666827161121306,0.018888650802771655
SN_normal_qm05,6,0.05,ALL,100,38,1.7485506117728988,1.5028071271815528,0.16540697451666275,0.03397335098356682,0.022000749291021804
SN_normal_qm05,6,0.05,near_FINAL_SELECTED,23,19,1.1319331895899751,0.06254738323110677,0.0650664659065514,0.006527785764869306,0.006335330768475811
SN_normal_qm05,6,0.05,far_FINAL_SELECTED,77,19,1.849291782121609,1.6211138698396437,0.18511396585170006,0.04217137695798295,0.02668003014840567
SN_normal_qm05,6,0.1,ALL,100,38,1.7485506117728988,1.5028071271815528,0.16540697451666275,0.03397335098356682,0.022000749291021804
SN_normal_qm05,6,0.1,near_FINAL_SELECTED,38,32,1.000596919921831,0.11098094411633329,0.06606274754901635,0.007350665994929282,0.005398011538992379
SN_normal_qm05,6,0.1,far_FINAL_SELECTED,62,6,1.9922384760430762,1.7641160355631522,0.20360080449148835,0.05029048049273177,0.03217662081645918
SN_normal_qm05,6,0.2,ALL,100,38,1.7485506117728988,1.5028071271815528,0.16540697451666275,0.03397335098356682,0.022000749291021804
SN_normal_qm05,6,0.2,near_FINAL_SELECTED,45,35,1.1780156128474173,0.11630391014655397,0.08190449746691561,0.011742361458642223,0.0068238648837404626
SN_normal_qm05,6,0.2,far_FINAL_SELECTED,55,3,2.0087143673467334,1.7744027762244454,0.21037071694496975,0.05216234241305058,0.03441820016970653
SN_normal_qm05,7,0.05,ALL,100,42,1.8649714077228592,1.4663775342092968,0.18202361692890398,0.04490576337958073,0.0314011542976064
SN_normal_qm05,7,0.05,near_FINAL_SELECTED,18,18,0.15996972133090331,0.05772549799935669,0.0025567249070833973,1.8182991368387077e-05,8.670024516544421e-08
SN_normal_qm05,7,0.05,far_FINAL_SELECTED,82,24,1.985592547146827,1.6979618154715899,0.20100788871873906,0.054759134684310234,0.03829407157507593
SN_normal_qm05,7,0.1,ALL,100,42,1.8649714077228592,1.4663775342092968,0.18202361692890398,0.04490576337958073,0.0314011542976064
SN_normal_qm05,7,0.1,near_FINAL_SELECTED,35,32,0.6984269072263052,0.06001556272445286,0.03383574369084172,0.002432276125836876,0.0008602763367871081
SN_normal_qm05,7,0.1,far_FINAL_SELECTED,65,10,2.0891983179526106,1.8884043743642678,0.22440312961272676,0.06777610267005815,0.04784624243035524
SN_normal_qm05,7,0.2,ALL,100,42,1.8649714077228592,1.4663775342092968,0.18202361692890398,0.04490576337958073,0.0314011542976064
SN_normal_qm05,7,0.2,near_FINAL_SELECTED,44,39,0.8451878530770612,0.06411582284583389,0.042235708347220534,0.003362960919223536,0.0018217246748579287
SN_normal_qm05,7,0.2,far_FINAL_SELECTED,56,3,2.1780824129503555,1.964762921670459,0.24034090703794406,0.0775465367412899,0.054642134715480184
SN_normal_qm05,8,0.05,ALL,100,41,1.816236718668281,1.494919921744267,0.18125310677291984,0.04659678214655241,0.03159876601513313
SN_normal_qm05,8,0.05,near_FINAL_SELECTED,16,15,0.5861272921981685,0.057117325379999584,0.020336739616171693,0.0008283055436986714,0.0003443551524130663
SN_normal_qm05,8,0.05,far_FINAL_SELECTED,84,26,1.9233699915499796,1.6682000339776222,0.19756408073837992,0.055314587213762666,0.03755198713184171
SN_normal_qm05,8,0.1,ALL,100,41,1.816236718668281,1.494919921744267,0.18125310677291984,0.04659678214655241,0.03159876601513313
SN_normal_qm05,8,0.1,near_FINAL_SELECTED,31,28,0.870974555961815,0.0786498849143725,0.0560705098562901,0.005079761501676863,0.004081550896368213
SN_normal_qm05,8,0.1,far_FINAL_SELECTED,69,13,2.012545943621384,1.7118505153922048,0.21494211917689873,0.06524935663917766,0.04396157280762172
SN_normal_qm05,8,0.2,ALL,100,41,1.816236718668281,1.494919921744267,0.18125310677291984,0.04659678214655241,0.03159876601513313
SN_normal_qm05,8,0.2,near_FINAL_SELECTED,47,41,1.1358276638810396,0.09014814052356306,0.11604155693004915,0.022198057221831758,0.01633040002783716
SN_normal_qm05,8,0.2,far_FINAL_SELECTED,53,0,2.090399350403404,1.823037530652558,0.22370734139783788,0.06823338726847451,0.04513863773971634
SN_normal_qm05,9,0.05,ALL,100,41,1.753346082312569,1.3889797109422388,0.15806078297571788,0.03439581666414868,0.027403077660647108
SN_normal_qm05,9,0.05,near_FINAL_SELECTED,15,12,0.9343610285432249,0.09925810216329561,0.04826813942444392,0.004524349473240321,0.0020369031300952124
SN_normal_qm05,9,0.05,far_FINAL_SELECTED,85,29,1.8370560400962759,1.5136460175335718,0.17023768547455106,0.03966725205077957,0.03187946140133274
SN_normal_qm05,9,0.1,ALL,100,41,1.753346082312569,1.3889797109422388,0.15806078297571788,0.03439581666414868,0.027403077660647108
SN_normal_qm05,9,0.1,near_FINAL_SELECTED,28,23,0.8657486199409176,0.10143381416243788,0.05404640307588554,0.005629937793306027,0.00275832887042672
SN_normal_qm05,9,0.1,far_FINAL_SELECTED,72,18,1.9540143302608064,1.5711616779723467,0.18320195020710175,0.04558254733614305,0.03698714663462171
SN_normal_qm05,9,0.2,ALL,100,41,1.753346082312569,1.3889797109422388,0.15806078297571788,0.03439581666414868,0.027403077660647108
SN_normal_qm05,9,0.2,near_FINAL_SELECTED,44,39,0.712596639843621,0.09744236159130379,0.04321114471803584,0.0036052970078198562,0.001755350314319031
SN_normal_qm05,9,0.2,far_FINAL_SELECTED,56,2,2.1316005669284777,1.8203074858066368,0.20771564432555925,0.058588367822692757,0.04755486343276204
SN_normal_q0,0,0.05,ALL,100,28,1.79054268923288,1.3664137324202934,0.20437942945183704,0.05038560752153718,0.03537426581779255
SN_normal_q0,0,0.05,near_FINAL_SELECTED,3,1,1.1880022407750586,1.2032087788987225,0.15989333872044642,0.038893383828296,0.007612191720519089
SN_normal_q0,0,0.05,far_FINAL_SELECTED,97,27,1.8037996032936192,1.4092622038897036,0.20560189434634968,0.05074103712029722,0.03623288666616183
SN_normal_q0,0,0.1,ALL,100,28,1.79054268923288,1.3664137324202934,0.20437942945183704,0.05038560752153718,0.03537426581779255
SN_normal_q0,0,0.1,near_FINAL_SELECTED,7,1,1.6739319174909562,1.3006491641543378,0.15067514518463607,0.03228262846542883,0.007821796215563176
SN_normal_q0,0,0.1,far_FINAL_SELECTED,93,27,1.7994482588858294,1.3760167378971495,0.20786094717876516,0.05174819734296469,0.03744810761580982
SN_normal_q0,0,0.2,ALL,100,28,1.79054268923288,1.3664137324202934,0.20437942945183704,0.05038560752153718,0.03537426581779255
SN_normal_q0,0,0.2,near_FINAL_SELECTED,17,4,1.6841498896139748,1.3006491641543378,0.19569535323946777,0.059371594968534724,0.02790549724331932
SN_normal_q0,0,0.2,far_FINAL_SELECTED,83,24,1.8137944967833075,1.3760167378971495,0.20611295612205832,0.04854510406853768,0.03690401359810635
SN_normal_q0,1,0.05,ALL,100,27,1.826468584051629,1.4455108543963413,0.19486256212895747,0.04470390732556044,0.029464981252599207
SN_normal_q0,1,0.05,near_FINAL_SELECTED,3,1,1.4545661812042427,1.385511527787004,0.24233465044497066,0.08521087308408322,0.014361167376747988
SN_normal_q0,1,0.05,far_FINAL_SELECTED,97,26,1.8313743902133506,1.4461595726976286,0.19320849172196744,0.043451114570142224,0.02993210951680079
SN_normal_q0,1,0.1,ALL,100,27,1.826468584051629,1.4455108543963413,0.19486256212895747,0.04470390732556044,0.029464981252599207
SN_normal_q0,1,0.1,near_FINAL_SELECTED,8,2,2.0591467142931843,1.5503107348429666,0.29866427415868607,0.1349114343024324,0.06742726144052003
SN_normal_q0,1,0.1,far_FINAL_SELECTED,92,25,1.8044010134313178,1.439450992008233,0.1830757452732369,0.03685977454496288,0.026163913410171304
SN_normal_q0,1,0.2,ALL,100,27,1.826468584051629,1.4455108543963413,0.19486256212895747,0.04470390732556044,0.029464981252599207
SN_normal_q0,1,0.2,near_FINAL_SELECTED,14,6,1.8219712115845115,1.4227640838279072,0.2610120190423861,0.10070471317833399,0.05328905234625718
SN_normal_q0,1,0.2,far_FINAL_SELECTED,86,21,1.8272611457727368,1.4455108543963413,0.1818304850346346,0.03558749707045777,0.02558664409781768
SN_normal_q0,2,0.05,ALL,100,31,1.82529430921866,1.3904734773184915,0.18152641186538465,0.03529766255754952,0.021260742568706865
SN_normal_q0,2,0.05,near_FINAL_SELECTED,1,1,0.8288971832511464,0.8288971832511464,0.05727758631110191,0.0033317725928335056,0.00012423916306810034
SN_normal_q0,2,0.05,far_FINAL_SELECTED,99,30,1.8289687501357306,1.3960262847909695,0.18235006567119155,0.03562055033497089,0.021474242603107256
SN_normal_q0,2,0.1,ALL,100,31,1.82529430921866,1.3904734773184915,0.18152641186538465,0.03529766255754952,0.021260742568706865
SN_normal_q0,2,0.1,near_FINAL_SELECTED,5,4,0.9203340882504681,0.8299467209590404,0.04573979836244685,0.002455547886546246,0.00019460671349434583
SN_normal_q0,2,0.1,far_FINAL_SELECTED,95,27,1.8485453590732044,1.4131215954998528,0.18594631864574415,0.03702619490865495,0.022369486561086477
SN_normal_q0,2,0.2,ALL,100,31,1.82529430921866,1.3904734773184915,0.18152641186538465,0.03529766255754952,0.021260742568706865
SN_normal_q0,2,0.2,near_FINAL_SELECTED,11,6,1.4609352448622501,0.8567403794732759,0.09225636231838484,0.013173948019561982,0.0035675602787725437
SN_normal_q0,2,0.2,far_FINAL_SELECTED,89,25,1.8579750990651631,1.4131215954998528,0.1896644055795374,0.038032054242019886,0.023447540379822347
SN_normal_q0,3,0.05,ALL,100,27,1.8389392570581362,1.427745761300326,0.1916218167524376,0.043709341634290196,0.03900661246092833
SN_normal_q0,3,0.05,near_FINAL_SELECTED,5,1,2.017445026715979,1.665742900705908,0.16164647481796401,0.03752746250977214,0.017900154576349997
SN_normal_q0,3,0.05,far_FINAL_SELECTED,95,26,1.8284741519003842,1.4143451150466966,0.19307059389181447,0.044034703693475355,0.040117478665379826
SN_normal_q0,3,0.1,ALL,100,27,1.8389392570581362,1.427745761300326,0.1916218167524376,0.043709341634290196,0.03900661246092833
SN_normal_q0,3,0.1,near_FINAL_SELECTED,9,1,1.984679009874353,1.9624797926486974,0.15834395784147992,0.03589028141242476,0.014700150640399562
SN_normal_q0,3,0.1,far_FINAL_SELECTED,91,26,1.8204218077117218,1.3571556838958192,0.19460404388822983,0.04448265528260655,0.04141054824537623
SN_normal_q0,3,0.2,ALL,100,27,1.8389392570581362,1.427745761300326,0.1916218167524376,0.043709341634290196,0.03900661246092833
SN_normal_q0,3,0.2,near_FINAL_SELECTED,15,3,1.8820215197791645,1.665742900705908,0.14896361769646688,0.0320957136708462,0.014162314175688402
SN_normal_q0,3,0.2,far_FINAL_SELECTED,85,24,1.8304900581795087,1.3571556838958192,0.19819893970726635,0.04575880539254502,0.04339090039361773
SN_normal_q0,4,0.05,ALL,100,18,1.963616899233028,1.542383547014889,0.21730187674949517,0.05177901079587301,0.050234625346577216
SN_normal_q0,4,0.05,near_FINAL_SELECTED,2,1,1.4387794370260796,1.244420794103048,0.0913568373916066,0.01229199884084478,0.0032465670165916184
SN_normal_q0,4,0.05,far_FINAL_SELECTED,98,17,1.9704442793161674,1.542383547014889,0.2191197235975767,0.052584868182710305,0.0511935653124953
SN_normal_q0,4,0.1,ALL,100,18,1.963616899233028,1.542383547014889,0.21730187674949517,0.05177901079587301,0.050234625346577216
SN_normal_q0,4,0.1,near_FINAL_SELECTED,4,3,1.1533007398695965,0.7411464074150411,0.08152687893277422,0.0086782941217036,0.0017320284189713583
SN_normal_q0,4,0.1,far_FINAL_SELECTED,96,15,1.9820052409373603,1.5604905755849376,0.2211575615730785,0.053574873990630066,0.05225556688522746
SN_normal_q0,4,0.2,ALL,100,18,1.963616899233028,1.542383547014889,0.21730187674949517,0.05177901079587301,0.050234625346577216
SN_normal_q0,4,0.2,near_FINAL_SELECTED,9,4,1.3838380316521224,1.0206809768425615,0.18184074360946406,0.04014916343699713,0.011159001687075521
SN_normal_q0,4,0.2,far_FINAL_SELECTED,91,14,2.0047119797129165,1.5647693370460316,0.22049933491607582,0.052929215479717864,0.05409924746674773
SN_normal_q0,5,0.05,ALL,100,31,1.7576917039462294,1.415055894419316,0.15962387564023894,0.029404973697826173,0.015889522728497443
SN_normal_q0,5,0.05,near_FINAL_SELECTED,2,1,0.9694222775254213,0.8784256747694834,0.13900044287280994,0.0246404001629846,0.0028437564333486888
SN_normal_q0,5,0.05,far_FINAL_SELECTED,98,30,1.7659295001943351,1.419108814513343,0.160017088411544,0.029502209892414782,0.016155762856969867
SN_normal_q0,5,0.1,ALL,100,31,1.7576917039462294,1.415055894419316,0.15962387564023894,0.029404973697826173,0.015889522728497443
SN_normal_q0,5,0.1,near_FINAL_SELECTED,5,2,1.6348065293660174,1.0623542530781567,0.2080381680123813,0.0564574998727289,0.01661640772315324
SN_normal_q0,5,0.1,far_FINAL_SELECTED,95,29,1.7630533540818536,1.4208390063342038,0.15666184739217637,0.027981156530726033,0.015851265623515562
SN_normal_q0,5,0.2,ALL,100,31,1.7576917039462294,1.415055894419316,0.15962387564023894,0.029404973697826173,0.015889522728497443
SN_normal_q0,5,0.2,near_FINAL_SELECTED,10,3,1.5193265755057621,1.1701760362942024,0.19718294988708066,0.05264708670432881,0.013096308816281512
SN_normal_q0,5,0.2,far_FINAL_SELECTED,90,28,1.781295538179839,1.4290232968296,0.1548894591557095,0.02682251669710366,0.01619987982985477
SN_normal_q0,6,0.05,ALL,100,35,1.791223765024442,1.4246688524358646,0.19836731810269134,0.04207864030898138,0.028264485782102115
SN_normal_q0,6,0.05,near_FINAL_SELECTED,6,3,2.090746618818769,1.0515419922119733,0.14971948712308622,0.03201749930974189,0.022277525777430557
SN_normal_q0,6,0.05,far_FINAL_SELECTED,94,32,1.7722165056938253,1.4885411098628225,0.20107328345917452,0.04272084079829454,0.028646632165379018
SN_normal_q0,6,0.1,ALL,100,35,1.791223765024442,1.4246688524358646,0.19836731810269134,0.04207864030898138,0.028264485782102115
SN_normal_q0,6,0.1,near_FINAL_SELECTED,10,5,1.8339213476505822,0.9989520908142224,0.17698356149695485,0.04632159640290357,0.028776050094942163
SN_normal_q0,6,0.1,far_FINAL_SELECTED,90,30,1.7868149177112533,1.5304214586034135,0.20060263315885546,0.041607200742990035,0.028207645302897665
SN_normal_q0,6,0.2,ALL,100,35,1.791223765024442,1.4246688524358646,0.19836731810269134,0.04207864030898138,0.028264485782102115
SN_normal_q0,6,0.2,near_FINAL_SELECTED,21,11,1.6959406002507005,0.9905955226574228,0.1630406234908656,0.037156736302037655,0.0198349989112271
SN_normal_q0,6,0.2,far_FINAL_SELECTED,79,24,1.8144455560537087,1.5377892453577358,0.20674487874364825,0.0433869945386753,0.030505235456638514
SN_normal_q0,7,0.05,ALL,100,24,1.912300460047277,1.4372473500367349,0.19068220493145688,0.0447587321582067,0.03579884239462186
SN_normal_q0,7,0.05,near_FINAL_SELECTED,2,0,2.8503996882617373,2.603757287140991,0.34329279323015016,0.1767193845253038,0.158166905430295
SN_normal_q0,7,0.05,far_FINAL_SELECTED,98,24,1.8853589206935288,1.4127833909091259,0.1862703336109035,0.04206565762010266,0.033301534985730574
SN_normal_q0,7,0.1,ALL,100,24,1.912300460047277,1.4372473500367349,0.19068220493145688,0.0447587321582067,0.03579884239462186
SN_normal_q0,7,0.1,near_FINAL_SELECTED,4,1,2.3796329644559857,1.3636998713910464,0.244249630402209,0.08908241718801438,0.07911583145170076
SN_normal_q0,7,0.1,far_FINAL_SELECTED,96,23,1.8938987758032835,1.4372473500367349,0.18811949881064485,0.042911911948631365,0.033993967850576894
SN_normal_q0,7,0.2,ALL,100,24,1.912300460047277,1.4372473500367349,0.19068220493145688,0.0447587321582067,0.03579884239462186
SN_normal_q0,7,0.2,near_FINAL_SELECTED,18,6,2.1638160475654624,1.146808675251493,0.21729310216536588,0.06688890433913114,0.04793823850105068
SN_normal_q0,7,0.2,far_FINAL_SELECTED,82,18,1.8621077325795736,1.4394329930440253,0.1843272893549229,0.039900889484345226,0.0331340969078448
SN_normal_q0,8,0.05,ALL,100,25,1.8577036431178102,1.3887440323025113,0.19818394942329945,0.04925540345820588,0.041676032064549416
SN_normal_q0,8,0.05,near_FINAL_SELECTED,3,2,1.0336490789847228,0.7375461387139186,0.11976221710959438,0.020656392105389384,0.003984768945293845
SN_normal_q0,8,0.05,far_FINAL_SELECTED,97,23,1.8742359303478977,1.4102346452999923,0.20012003652861235,0.05013990896396311,0.04284174123318618
SN_normal_q0,8,0.1,ALL,100,25,1.8577036431178102,1.3887440323025113,0.19818394942329945,0.04925540345820588,0.041676032064549416
SN_normal_q0,8,0.1,near_FINAL_SELECTED,6,3,1.5816853702900575,1.1626927050110014,0.3018142935045724,0.13197742247203262,0.06889242805474272
SN_normal_q0,8,0.1,far_FINAL_SELECTED,94,22,1.8708058327135986,1.3887440323025113,0.18965636826818583,0.04397527458498292,0.039938815299217924
SN_normal_q0,8,0.2,ALL,100,25,1.8577036431178102,1.3887440323025113,0.19818394942329945,0.04925540345820588,0.041676032064549416
SN_normal_q0,8,0.2,near_FINAL_SELECTED,14,6,1.953675822626585,1.3408439589776402,0.2840598974051906,0.12045565945228212,0.12803056634899299
SN_normal_q0,8,0.2,far_FINAL_SELECTED,86,19,1.8440773777249035,1.3887440323025113,0.18037517188851673,0.03766466411033302,0.027618317181035343
SN_normal_q0,9,0.05,ALL,100,25,1.760182344802036,1.2902140212507862,0.18971531523330054,0.0403997783649093,0.03678682051637265
SN_normal_q0,9,0.05,near_FINAL_SELECTED,2,0,2.3841846301741434,2.383580025639646,0.16312818145928248,0.03950651719074311,0.02348362645278866
SN_normal_q0,9,0.05,far_FINAL_SELECTED,98,25,1.742798545498276,1.2784955993985267,0.1902192203703732,0.040418008184790244,0.03705831427277233
SN_normal_q0,9,0.1,ALL,100,25,1.760182344802036,1.2902140212507862,0.18971531523330054,0.0403997783649093,0.03678682051637265
SN_normal_q0,9,0.1,near_FINAL_SELECTED,7,1,1.8198773015830427,1.9966901306830758,0.10393606142987916,0.016417475080563827,0.00791424800455047
SN_normal_q0,9,0.1,far_FINAL_SELECTED,93,24,1.7557007729754428,1.289555339925654,0.19464804602396624,0.04220489796695682,0.03896002489898293
SN_normal_q0,9,0.2,ALL,100,25,1.760182344802036,1.2902140212507862,0.18971531523330054,0.0403997783649093,0.03678682051637265
SN_normal_q0,9,0.2,near_FINAL_SELECTED,12,2,1.84648766651252,1.4872932651642223,0.10683849672994264,0.016672293239797496,0.009831354849248523
SN_normal_q0,9,0.2,far_FINAL_SELECTED,88,23,1.7502797844720763,1.2902140212507862,0.1983516307998618,0.04363534451833364,0.040462565834616854
SN_normal_qp05,0,0.05,ALL,100,23,1.7262608809603033,1.2953609498259375,0.18890205362497228,0.04216416595187858,0.03009028563521462
SN_normal_qp05,0,0.05,near_FINAL_SELECTED,5,1,1.1389469056356112,1.2434317215212913,0.06383720051206487,0.00517272383284639,0.001120315412006882
SN_normal_qp05,0,0.05,far_FINAL_SELECTED,95,22,1.750312639923099,1.2989921001669684,0.1932552891773525,0.04411108395814343,0.031615020910120285
SN_normal_qp05,0,0.1,ALL,100,23,1.7262608809603033,1.2953609498259375,0.18890205362497228,0.04216416595187858,0.03009028563521462
SN_normal_qp05,0,0.1,near_FINAL_SELECTED,8,1,1.533457864638449,1.2658089632403093,0.12672128034203137,0.0207428316735443,0.008130533515866303
SN_normal_qp05,0,0.1,far_FINAL_SELECTED,92,22,1.7409956875537063,1.298954737004478,0.19336641055488527,0.04402689067173373,0.03199982929776664
SN_normal_qp05,0,0.2,ALL,100,23,1.7262608809603033,1.2953609498259375,0.18890205362497228,0.04216416595187858,0.03009028563521462
