arm,task,kind,eps,kappa_total_mean,kappa_self_mean,kappa_rest_mean,kappa_total_positive_fraction,tangent_force_mean,self_tangent_force_mean,rest_tangent_force_mean,effective_v2_gate2_mean
SN_normal_q0,500,width,0.05,0.029390202654764348,0.024770448826609007,0.004619753828155338,1.0,4.3185488698778604e-09,-0.034205025543183734,0.0342050298617326,0.04317730580163521
SN_normal_qm05,500,mean,0.05,0.8161452263538456,0.6199354109373607,0.19620981541648486,1.0,-5.924950304982048e-08,-0.028599414244555244,0.028599354995052194,0.0398149294757931
SN_normal_qm05,500,width,0.05,0.024689019512701825,0.01925478849494268,0.005434231017759145,1.0,-5.924950304982048e-08,-0.028599414244555244,0.028599354995052194,0.0398149294757931
SN_normal_qp05,500,mean,0.05,0.8729862441798021,0.7641495559840669,0.1088366881957354,0.999,2.101648895122338e-08,-0.03233616493803402,0.03233618595452297,0.04251388086545639
SN_normal_qp05,500,width,0.05,0.028854722942748056,0.02610024476109013,0.002754478181657936,1.0,2.101648895122338e-08,-0.03233616493803402,0.03233618595452297,0.04251388086545639
SN_peak_q0,500,mean,0.05,1.0124758862116539,0.6161426509604442,0.39633323525120984,1.0,7.475705113862182e-10,-0.03492619917963954,0.034926199927210036,0.04940263090221807
SN_peak_q0,500,width,0.05,0.023805773786978145,0.01889356099619701,0.004912212790781132,1.0,7.475705113862182e-10,-0.03492619917963954,0.034926199927210036,0.04940263090221807
SN_peak_qm05,500,mean,0.05,0.8785507930571133,0.5931925133873627,0.28535827966975125,1.0,6.910614873165663e-10,-0.028766429005609256,0.02876642969667075,0.0428925283517011
SN_peak_qm05,500,width,0.05,0.023353855718541535,0.019846422286314808,0.0035074334322267287,1.0,6.910614873165663e-10,-0.028766429005609256,0.02876642969667075,0.0428925283517011
SN_peak_qp05,500,mean,0.05,0.8727824746927813,0.5842799311239988,0.28850254356878235,1.0,1.3799609200851354e-11,-0.02774611689591288,0.027746116909712487,0.04265738447907633
SN_peak_qp05,500,width,0.05,0.02284115071956388,0.01873657158184167,0.004104579137722219,1.0,1.3799609200851354e-11,-0.02774611689591288,0.027746116909712487,0.04265738447907633
SN_valley_q0,500,mean,0.05,0.8486636152296713,0.7666842963686211,0.08197931886105031,1.0,8.671537147549703e-09,-0.03183106496102367,0.03183107363256081,0.04131544761479095
SN_valley_q0,500,width,0.05,0.02833630309551563,0.02599970345718452,0.002336599638331106,1.0,8.671537147549703e-09,-0.03183106496102367,0.03183107363256081,0.04131544761479095
SN_valley_qm05,500,mean,0.05,0.82120809547765,0.6756834796619423,0.14552461581570755,1.0,3.9372615380194764e-09,-0.02987839782422914,0.029878401761490682,0.040038512522734916
SN_valley_qm05,500,width,0.05,0.02582997607536171,0.021270242479428766,0.004559733595932945,1.0,3.9372615380194764e-09,-0.02987839782422914,0.029878401761490682,0.040038512522734916
SN_valley_qp05,500,mean,0.05,0.8786668941740325,0.6938956122247179,0.184771281949315,1.0,2.031343968550305e-09,-0.030806785020125772,0.03080678705146973,0.04281456439801651
SN_valley_qp05,500,width,0.05,0.0266101111478179,0.02249638966016717,0.004113721487650733,1.0,2.031343968550305e-09,-0.030806785020125772,0.03080678705146973,0.04281456439801651
