arm,seed,eps,metric,start_task,group,n,final_inside,final_shrunk,ever_changed,never_changed,median_final_growth,final_v_rms,final_output_variance,mean_occupancy_after_start
SN_valley_q0,7,0.1,mean,20,inside,7,1,0,7,0,1.4651149408872868,0.1861843489058496,0.02270588077772806,0.12681912681912683
SN_valley_q0,7,0.1,mean,20,outside,93,13,29,93,0,1.3173537221674019,0.20047205476541805,0.03623990776395929,0.1602172892495473
SN_valley_q0,7,0.1,mean,100,inside,20,3,6,20,0,1.1492377484931082,0.113393310280135,0.0019063495424640597,0.1981296758104738
SN_valley_q0,7,0.1,mean,100,outside,80,11,23,80,0,1.3960361935420817,0.2157276230316404,0.04363906995803787,0.15489401496259353
SN_valley_q0,7,0.1,all_inputs,20,inside,0,0,0,0,0,,,,
SN_valley_q0,7,0.1,all_inputs,20,outside,100,0,29,0,100,1.330354160520913,0.19950522407787374,0.035292525874923104,0.0
SN_valley_q0,7,0.1,all_inputs,100,inside,0,0,0,0,0,,,,
SN_valley_q0,7,0.1,all_inputs,100,outside,100,0,29,0,100,1.330354160520913,0.19950522407787374,0.035292525874923104,0.0
SN_valley_q0,7,0.2,mean,20,inside,21,8,4,21,0,1.452211539449946,0.2404115485321155,0.06538130675433444,0.29046629046629047
SN_valley_q0,7,0.2,mean,20,outside,79,25,25,79,0,1.3159624893527493,0.18713298180355414,0.027294242350016287,0.32190320797915734
SN_valley_q0,7,0.2,mean,100,inside,31,7,8,31,0,1.2334219419186252,0.14071400259662378,0.02103342167531219,0.36022846110530127
SN_valley_q0,7,0.2,mean,100,outside,69,26,21,69,0,1.3748639125774982,0.22088163585847564,0.041698790080545396,0.30861252665437855
SN_valley_q0,7,0.2,all_inputs,20,inside,0,0,0,0,0,,,,
SN_valley_q0,7,0.2,all_inputs,20,outside,100,0,29,2,98,1.330354160520913,0.19950522407787374,0.035292525874923104,0.00031185031185031187
SN_valley_q0,7,0.2,all_inputs,100,inside,0,0,0,0,0,,,,
SN_valley_q0,7,0.2,all_inputs,100,outside,100,0,29,2,98,1.330354160520913,0.19950522407787374,0.035292525874923104,0.0003740648379052369
SN_valley_q0,8,0.05,mean,20,inside,4,0,2,4,0,0.9482753080115216,0.10243768372355533,0.0006504202698045296,0.09407484407484408
SN_valley_q0,8,0.05,mean,20,outside,96,7,23,96,0,1.4229213061020922,0.2009941638247994,0.028559055954231926,0.07874220374220374
SN_valley_q0,8,0.05,mean,100,inside,7,1,2,7,0,1.1462576728783487,0.12247239414511236,0.002214193701722682,0.09725685785536159
SN_valley_q0,8,0.05,mean,100,outside,93,6,23,93,0,1.4474392419365403,0.2025442545161997,0.029341631148101333,0.08071219799962459
SN_valley_q0,8,0.05,all_inputs,20,inside,0,0,0,0,0,,,,
SN_valley_q0,8,0.05,all_inputs,20,outside,100,0,25,0,100,1.410393654179003,0.19799607798598176,0.027442710526854826,0.0
SN_valley_q0,8,0.05,all_inputs,100,inside,0,0,0,0,0,,,,
SN_valley_q0,8,0.05,all_inputs,100,outside,100,0,25,0,100,1.410393654179003,0.19799607798598176,0.027442710526854826,0.0
SN_valley_q0,8,0.1,mean,20,inside,13,2,5,13,0,1.1023417106636726,0.15389071031700524,0.0030472104286870002,0.18790980329441867
SN_valley_q0,8,0.1,mean,20,outside,87,10,20,87,0,1.5125758939547982,0.20376835310891955,0.031088015139224733,0.1543001887829474
SN_valley_q0,8,0.1,mean,100,inside,12,1,5,12,0,1.0594863999675506,0.10641256701381867,0.0014148645647466907,0.1872402327514547
SN_valley_q0,8,0.1,mean,100,outside,88,11,20,88,0,1.512728368705809,0.2073743068584353,0.030991962248960482,0.15906257084561323
SN_valley_q0,8,0.1,all_inputs,20,inside,0,0,0,0,0,,,,
SN_valley_q0,8,0.1,all_inputs,20,outside,100,0,25,0,100,1.410393654179003,0.19799607798598176,0.027442710526854826,0.0
SN_valley_q0,8,0.1,all_inputs,100,inside,0,0,0,0,0,,,,
SN_valley_q0,8,0.1,all_inputs,100,outside,100,0,25,0,100,1.410393654179003,0.19799607798598176,0.027442710526854826,0.0
SN_valley_q0,8,0.2,mean,20,inside,29,10,8,29,0,1.3231329270683774,0.200807406335485,0.01198665329902417,0.33816044160871744
SN_valley_q0,8,0.2,mean,20,outside,71,20,17,71,0,1.4325865047580177,0.19683623961560148,0.0337557479861096,0.29879066498784806
SN_valley_q0,8,0.2,mean,100,inside,22,8,9,22,0,1.0594863999675506,0.1318929251317172,0.003467180149475217,0.3732713670369531
SN_valley_q0,8,0.2,mean,100,outside,78,22,16,78,0,1.5796798815900206,0.2129625682887657,0.034205039607654204,0.30027495364153717
SN_valley_q0,8,0.2,all_inputs,20,inside,0,0,0,0,0,,,,
SN_valley_q0,8,0.2,all_inputs,20,outside,100,0,25,1,99,1.410393654179003,0.19799607798598176,0.027442710526854826,6.237006237006238e-05
SN_valley_q0,8,0.2,all_inputs,100,inside,0,0,0,0,0,,,,
SN_valley_q0,8,0.2,all_inputs,100,outside,100,0,25,1,99,1.410393654179003,0.19799607798598176,0.027442710526854826,7.481296758104738e-05
SN_valley_q0,9,0.05,mean,20,inside,15,0,5,15,0,1.2830472977907237,0.16477307632599966,0.011475838317413741,0.07817047817047817
SN_valley_q0,9,0.05,mean,20,outside,85,5,24,85,0,1.3514211854653095,0.1892030747516785,0.03525651785459128,0.07939342056989115
SN_valley_q0,9,0.05,mean,100,inside,12,1,6,12,0,1.0013208359962764,0.13514645589798852,0.003325844695615605,0.08665835411471322
SN_valley_q0,9,0.05,mean,100,outside,88,4,23,88,0,1.4020098592963537,0.1916107270330606,0.03555717563697816,0.07934708682838358
SN_valley_q0,9,0.05,all_inputs,20,inside,0,0,0,0,0,,,,
SN_valley_q0,9,0.05,all_inputs,20,outside,100,0,29,0,100,1.3447090977561458,0.18574352740662572,0.031689415924014655,0.0
SN_valley_q0,9,0.05,all_inputs,100,inside,0,0,0,0,0,,,,
SN_valley_q0,9,0.05,all_inputs,100,outside,100,0,29,0,100,1.3447090977561458,0.18574352740662572,0.031689415924014655,0.0
SN_valley_q0,9,0.1,mean,20,inside,29,4,10,29,0,1.4594033939101827,0.18871616691914997,0.029126073701953588,0.15950964226826295
SN_valley_q0,9,0.1,mean,20,outside,71,7,19,71,0,1.3379970100469818,0.1845155758646291,0.032736414859786074,0.1569500161049457
SN_valley_q0,9,0.1,mean,100,inside,23,2,9,23,0,1.0540579812934583,0.13319796419902258,0.00298211943038079,0.1752141385666269
SN_valley_q0,9,0.1,mean,100,outside,77,9,20,77,0,1.4388498858669325,0.19876262521396793,0.04026432266886632,0.15535835735336984
SN_valley_q0,9,0.1,all_inputs,20,inside,0,0,0,0,0,,,,
SN_valley_q0,9,0.1,all_inputs,20,outside,100,0,29,0,100,1.3447090977561458,0.18574352740662572,0.031689415924014655,0.0
SN_valley_q0,9,0.1,all_inputs,100,inside,0,0,0,0,0,,,,
SN_valley_q0,9,0.1,all_inputs,100,outside,100,0,29,0,100,1.3447090977561458,0.18574352740662572,0.031689415924014655,0.0
SN_valley_q0,9,0.2,mean,20,inside,39,10,12,39,0,1.4388498858669325,0.18095877427050305,0.022993323853001815,0.3171277786662402
SN_valley_q0,9,0.2,mean,20,outside,61,19,17,61,0,1.3191401389471396,0.18873907550240956,0.037249212494006465,0.3047271735796326
SN_valley_q0,9,0.2,mean,100,inside,36,12,15,36,0,1.057625857928905,0.13166478433143844,0.0030768129396072266,0.3487115544472153
SN_valley_q0,9,0.2,mean,100,outside,64,17,14,64,0,1.5086762496982802,0.21013327771306836,0.04778400510274383,0.2941474438902743
SN_valley_q0,9,0.2,all_inputs,20,inside,0,0,0,0,0,,,,
SN_valley_q0,9,0.2,all_inputs,20,outside,100,0,29,0,100,1.3447090977561458,0.18574352740662572,0.031689415924014655,0.0
SN_valley_q0,9,0.2,all_inputs,100,inside,0,0,0,0,0,,,,
SN_valley_q0,9,0.2,all_inputs,100,outside,100,0,29,0,100,1.3447090977561458,0.18574352740662572,0.031689415924014655,0.0
