arm,seed,group,task,n,median_growth,mean_abs_v,mean_abs_z,free_rms
SN_valley_q0,1,final_shrink,0,32,1.0,0.07973282122111414,0.9794592782855034,0.6456203255122109
SN_valley_q0,1,final_shrink,1,32,0.966235360037877,0.0969233944779262,0.4038804987212643,0.6560115535438116
SN_valley_q0,1,final_shrink,5,32,0.9353437765866753,0.07861613589193439,0.35477112879016204,0.6225038054078627
SN_valley_q0,1,final_shrink,20,32,0.9306982842688986,0.10871442018833477,0.34029477549484,0.6635503737916836
SN_valley_q0,1,final_shrink,100,32,0.9119505849564431,0.05551018733046931,0.4623817536048591,0.6406441972479332
SN_valley_q0,1,final_shrink,500,32,0.7845613623632046,0.05772831676949863,0.26539076172048226,0.5140151006751837
SN_valley_q0,1,final_grow,0,68,1.0,0.07748363082731992,0.6686493545079001,0.74224778138361
SN_valley_q0,1,final_grow,1,68,1.0414644158512485,0.21412350725286694,0.3866535249741419,0.919294933962557
SN_valley_q0,1,final_grow,5,68,1.0528230727431496,0.2239599400833386,0.47521712390623766,1.0363266907029276
SN_valley_q0,1,final_grow,20,68,1.1502399538798254,0.23014006397330805,0.4867920968407655,1.203950107602685
SN_valley_q0,1,final_grow,100,68,1.43886441139239,0.19412635357858724,0.5479763838572099,1.4616457926732405
SN_valley_q0,1,final_grow,500,68,1.770406901862064,0.20673405379741727,0.4365507993634845,1.516735068439662
SN_valley_q0,2,final_shrink,0,32,1.0,0.06561756393057294,0.7194430677336641,0.5690893775388044
SN_valley_q0,2,final_shrink,1,32,0.9961278989105304,0.08815929835327552,0.5309759513911558,0.5651113235480288
SN_valley_q0,2,final_shrink,5,32,0.9684494674012101,0.07788338438149367,0.415992152182298,0.5537038388373169
SN_valley_q0,2,final_shrink,20,32,0.9590841218233535,0.07749794270421262,0.47626916668377817,0.5509567758523679
SN_valley_q0,2,final_shrink,100,32,0.8908386446232919,0.05663007818839105,0.3486095251282677,0.5083316305818948
SN_valley_q0,2,final_shrink,500,32,0.7764998340119651,0.05566551628908201,0.2548222223413177,0.44891626608481194
SN_valley_q0,2,final_grow,0,68,1.0,0.09099913704866434,0.5960497826009112,0.7471816594835243
SN_valley_q0,2,final_grow,1,68,1.0324943089466716,0.17675041564849808,0.47222312802092775,0.8316378355964376
SN_valley_q0,2,final_grow,5,68,1.11496367903161,0.20564983977323315,0.5246000249000431,0.9999787307178897
SN_valley_q0,2,final_grow,20,68,1.1734019857885427,0.207569531233543,0.5075651992468492,1.16434675965854
SN_valley_q0,2,final_grow,100,68,1.4649515397796602,0.19172153348507195,0.5499455493135268,1.4106554162243248
SN_valley_q0,2,final_grow,500,68,1.662208744745259,0.15885013484897653,0.418483330964056,1.5078935544370573
SN_valley_q0,3,final_shrink,0,35,1.0,0.10469658188521862,1.0062422171235084,0.6039210753001563
SN_valley_q0,3,final_shrink,1,35,0.9594925378339746,0.09195269266409534,0.5382426691906793,0.5747492246809449
SN_valley_q0,3,final_shrink,5,35,0.949486410057964,0.10375205678865314,0.46578782743641306,0.5734000855677184
SN_valley_q0,3,final_shrink,20,35,0.9323828225834007,0.0686640178019713,0.4179186456371099,0.5571633482565456
SN_valley_q0,3,final_shrink,100,35,0.8553214185886109,0.05696552688521998,0.39183113372751643,0.5214467039021088
SN_valley_q0,3,final_shrink,500,35,0.7523058159841534,0.0458213075596307,0.2842224792311234,0.46779867865630176
SN_valley_q0,3,final_grow,0,65,1.0,0.07928215563655473,0.8304702453315258,0.7494029415238161
SN_valley_q0,3,final_grow,1,65,1.0185748233162426,0.19023535027383612,0.45784353175415443,0.8720801200996824
SN_valley_q0,3,final_grow,5,65,1.0744416770336367,0.21763132140040398,0.4939195485928884,1.049848064921424
SN_valley_q0,3,final_grow,20,65,1.2359032432924568,0.20337194697215008,0.5875966539463171,1.2674325853838535
SN_valley_q0,3,final_grow,100,65,1.5208327687089949,0.17796510435067692,0.5533129491341802,1.5059905717422706
SN_valley_q0,3,final_grow,500,65,1.7865697978155743,0.18631812230361483,0.3653422476293949,1.575877544659474
SN_valley_q0,4,final_shrink,0,26,1.0,0.07108472384369144,0.9646264471543523,0.6033613128897453
SN_valley_q0,4,final_shrink,1,26,0.9502079727098031,0.09209771754327588,0.5343536768968289,0.5767950871441488
SN_valley_q0,4,final_shrink,5,26,0.9575246327127833,0.115645661990409,0.4558321782029592,0.5873981140385394
SN_valley_q0,4,final_shrink,20,26,0.9436629671471692,0.081292218904799,0.361254849892038,0.575582120284809
SN_valley_q0,4,final_shrink,100,26,0.8859328333738581,0.05883705338391547,0.35370748949487907,0.5618674725860385
SN_valley_q0,4,final_shrink,500,26,0.6549941049859069,0.048789219241231106,0.2304623029463423,0.43519162608699796
SN_valley_q0,4,final_grow,0,74,1.0,0.09022559014202498,0.8027811806548286,0.7165995629578729
SN_valley_q0,4,final_grow,1,74,1.0344796591124834,0.2199570733386822,0.4806394692812417,0.8691953015973917
SN_valley_q0,4,final_grow,5,74,1.192095857313118,0.27114289922866264,0.5049801190956763,1.0363467916422007
SN_valley_q0,4,final_grow,20,74,1.2673255966608097,0.19510361372954935,0.46112138096617167,1.2231647041189062
SN_valley_q0,4,final_grow,100,74,1.4971027363962766,0.1772732788608787,0.45151141932787925,1.488027622882487
SN_valley_q0,4,final_grow,500,74,1.6839149302688803,0.17165765022808635,0.49648192931419693,1.4698601790237762
SN_valley_q0,5,final_shrink,0,33,1.0,0.08720897222784432,0.8542110468402053,0.6834874097011167
SN_valley_q0,5,final_shrink,1,33,0.9603084737674424,0.07948766016598904,0.3483724533156915,0.6524265156245878
SN_valley_q0,5,final_shrink,5,33,0.9714013917389277,0.1060642836885315,0.2756542999466712,0.6604526124832751
SN_valley_q0,5,final_shrink,20,33,0.9422601112652956,0.07168816714053691,0.46613356273508433,0.6422439928776364
SN_valley_q0,5,final_shrink,100,33,0.8952933801431545,0.07470646280456673,0.32167334250654234,0.653314919892332
SN_valley_q0,5,final_shrink,500,33,0.743460885843316,0.04986578285708233,0.20468661317488912,0.5441795330556959
SN_valley_q0,5,final_grow,0,67,1.0,0.09300066874737838,0.6732749444946869,0.754472464897349
SN_valley_q0,5,final_grow,1,67,1.0408422867469256,0.19292492965069502,0.30974788274967857,0.9260025579969478
SN_valley_q0,5,final_grow,5,67,1.0762912181233495,0.22690083277794018,0.46698198664877844,1.0294841774063834
SN_valley_q0,5,final_grow,20,67,1.150855412964503,0.20037482106022592,0.5897733611124221,1.1860291916738834
SN_valley_q0,5,final_grow,100,67,1.3695373244993376,0.17517380968931673,0.5718132682568602,1.4105052369720108
SN_valley_q0,5,final_grow,500,67,1.5550872910288438,0.15381723148713528,0.547189614666042,1.5941895042782352
SN_valley_q0,6,final_shrink,0,28,1.0,0.08230077662405424,0.7064700143943939,0.6282923028447548
SN_valley_q0,6,final_shrink,1,28,0.9904147307472944,0.1081776223311733,0.3490310554126544,0.6334386027140554
SN_valley_q0,6,final_shrink,5,28,1.0235709145750045,0.13059368046898662,0.512137391404914,0.6392298712795869
SN_valley_q0,6,final_shrink,20,28,0.9401387017342946,0.0529573982182358,0.4361436017123716,0.601022632590002
SN_valley_q0,6,final_shrink,100,28,0.8475773124863921,0.05865661265228742,0.29270917639535454,0.5567089349945779
SN_valley_q0,6,final_shrink,500,28,0.6957200965084726,0.050871674079514505,0.30882833073181765,0.46086696071779065
SN_valley_q0,6,final_grow,0,72,1.0,0.08185481940422,0.7464289764401555,0.7423047573467825
SN_valley_q0,6,final_grow,1,72,1.0423175935353948,0.22243914000056167,0.49000244062497383,0.9151466371166347
SN_valley_q0,6,final_grow,5,72,1.1255475829112225,0.21937604960920806,0.5741307505975581,1.034648025966735
SN_valley_q0,6,final_grow,20,72,1.1636866170562319,0.1949233296715344,0.5318066340906726,1.2346029575273236
SN_valley_q0,6,final_grow,100,72,1.4252311232158146,0.1680894387957071,0.5402087504804108,1.4307991640782607
SN_valley_q0,6,final_grow,500,72,1.5592994026635956,0.18686178653863156,0.4503778562033808,1.4681145146654566
SN_valley_q0,7,final_shrink,0,29,1.0,0.07800886157000887,0.7832408865977978,0.5615275852850461
SN_valley_q0,7,final_shrink,1,29,0.9870310204872553,0.10016635293141007,0.41685767728706885,0.5815767899602735
SN_valley_q0,7,final_shrink,5,29,1.007718873261989,0.07980371828608472,0.341717100862799,0.5620641429152465
SN_valley_q0,7,final_shrink,20,29,1.0028490189835562,0.08025030692204319,0.4701855526915912,0.5773075556024995
SN_valley_q0,7,final_shrink,100,29,0.9293889648851044,0.0569261290727119,0.36487591822214166,0.5293013429028717
SN_valley_q0,7,final_shrink,500,29,0.7446090551514174,0.05063706339770478,0.3421291215826982,0.45620980760525115
SN_valley_q0,7,final_grow,0,71,1.0,0.09063748852677748,0.7974395149643205,0.7208363543440242
SN_valley_q0,7,final_grow,1,71,1.0508783298149627,0.23835554732744332,0.4587771874773775,0.8899916584604839
SN_valley_q0,7,final_grow,5,71,1.0643523395626173,0.20661639476286797,0.5650900796819872,0.9812335802355682
SN_valley_q0,7,final_grow,20,71,1.168316938155652,0.1666957231330305,0.5798123737298687,1.1856891519934987
SN_valley_q0,7,final_grow,100,71,1.5687343816045063,0.1904208272003608,0.509662904369999,1.4438699634887846
SN_valley_q0,7,final_grow,500,71,1.5952381818114754,0.18008262901009442,0.5256098014053324,1.426205896095576
SN_valley_q0,8,final_shrink,0,25,1.0,0.09670676697045565,0.6985582537576556,0.6056175532800654
SN_valley_q0,8,final_shrink,1,25,0.9876260841710185,0.09275604673195631,0.37127592593431474,0.6062435668940244
SN_valley_q0,8,final_shrink,5,25,0.9803600733876817,0.08675733603537082,0.41888815313577654,0.604066195226808
SN_valley_q0,8,final_shrink,20,25,0.9753536457166245,0.08380444759037346,0.3607789807021618,0.601552794377374
SN_valley_q0,8,final_shrink,100,25,0.8693818247299246,0.06042076051235199,0.3543480671942234,0.5535762804222611
SN_valley_q0,8,final_shrink,500,25,0.7065354684447578,0.05018068600678816,0.23809030871838333,0.45805123769055317
SN_valley_q0,8,final_grow,0,75,1.0,0.08211590115912258,0.7806500152995189,0.7207402722412967
SN_valley_q0,8,final_grow,1,75,1.0352211378255398,0.20639850230266651,0.37711733135084313,0.9145858737058807
SN_valley_q0,8,final_grow,5,75,1.0432076122119474,0.17664075937122106,0.48990219116210937,1.0142037698361939
SN_valley_q0,8,final_grow,20,75,1.1069127191038983,0.18661255611106753,0.5840429589152336,1.1421743864611842
SN_valley_q0,8,final_grow,100,75,1.4387977849316413,0.19308907261506345,0.4984056775396069,1.4299263480159738
SN_valley_q0,8,final_grow,500,75,1.6320626374236784,0.18765266211703419,0.523345880638808,1.5016791297669974
SN_valley_q0,9,final_shrink,0,29,1.0,0.09167786605720377,0.705299543409512,0.6649649267042713
SN_valley_q0,9,final_shrink,1,29,0.9519701355203598,0.07657233204949519,0.32394719438563135,0.6264991408649667
SN_valley_q0,9,final_shrink,5,29,0.9439174684038031,0.10830297725724763,0.417474921535829,0.6414363325874037
SN_valley_q0,9,final_shrink,20,29,0.9433145350158226,0.11891403452268448,0.2917868656925215,0.668654422276283
SN_valley_q0,9,final_shrink,100,29,0.9126059234954605,0.07213544805437841,0.2245556827522172,0.6060829688072371
SN_valley_q0,9,final_shrink,500,29,0.7922503884355525,0.05141541819441421,0.297253601381491,0.535578825355828
SN_valley_q0,9,final_grow,0,71,1.0,0.08817016078211681,0.6668838837748052,0.7416566848832171
SN_valley_q0,9,final_grow,1,71,1.0224336181460063,0.18272974900901318,0.31757906408534503,0.9271235669530594
SN_valley_q0,9,final_grow,5,71,1.0961482088208898,0.2384307011306076,0.4287139886898369,1.0346445658082382
SN_valley_q0,9,final_grow,20,71,1.143099933351509,0.2002576655563964,0.509719820378322,1.128823171657901
SN_valley_q0,9,final_grow,100,71,1.4697235238117043,0.21863792075867383,0.44143768867254785,1.4501065384720568
SN_valley_q0,9,final_grow,500,71,1.542445930427028,0.177014099373351,0.5243257540606068,1.5188618504029179
