period,arm,iv,seed,task,step,mean,star,star_W,bias,within,between,W_norm,b_norm
early,SNA,none,0,6,0,-0.3217479995391569,-0.3991429499021341,-0.4091239258527366,0.009980975950602442,0.30582542403017454,0.5483596185649331,18.86466988011083,0.5787651104367179
early,SNA,none,0,6,20,-0.43557996927867537,-0.4221919022183046,-0.43142843625243943,0.00923653403413482,0.4522328098974014,0.7420902697537655,19.019442599010425,0.5842688149065614
early,SNA,none,0,6,625,-0.47163555911504657,-0.4494163088373779,-0.4611809867470464,0.011764677909668534,1.1855439263836396,0.5801750694409695,20.18169403678888,0.6283842338217681
early,SNA,none,0,7,0,-0.5195488013662706,-0.4494163088373779,-0.4611809867470464,0.011764677909668534,0.3857665831252475,0.8024532598398558,20.18169403678888,0.6283842338217681
early,SNA,none,0,7,20,-0.7343741736803312,-0.5353280606958726,-0.5454019841365226,0.010073923440650105,0.5143900415232636,0.9241184452953811,20.275767083666498,0.6250316621257449
early,SNA,none,0,7,625,-0.6728210293741351,-0.5212442784294007,-0.533354590843407,0.01211031241400633,1.3149016070187713,1.1347806046380957,21.37278536227252,0.6465692673742971
early,SNA,none,0,8,0,-0.4922927506433893,-0.5212442784294007,-0.533354590843407,0.01211031241400633,0.3961963197845816,0.6477402241039897,21.37278536227252,0.6465692673742971
early,SNA,none,0,8,20,-0.625175833572583,-0.5722838706536225,-0.583776289263182,0.011492418609559536,0.5362084819953579,0.7336940872718525,21.498080843491312,0.6424991502705774
early,SNA,none,0,8,625,-0.5199091059660103,-0.5484354978364603,-0.5614800678384084,0.013044570001948159,1.2051399456563066,0.5852230154446852,22.458595282163586,0.6674596042128647
early,SNA,none,0,9,0,-0.5352073607975106,-0.5484354978364603,-0.5614800678384084,0.013044570001948159,0.4290602052501748,0.7395099983574958,22.458595282163586,0.6674596042128647
early,SNA,none,0,9,20,-0.5667762125158258,-0.5492380182680356,-0.5629399677054173,0.0137019494373817,0.5290862846516892,0.8072268628488588,22.5418917392229,0.6859344351853737
early,SNA,none,0,9,625,-0.6054091753031559,-0.6015055474584375,-0.6145871535960038,0.013081606137566268,1.2233533793198703,0.7895719780873394,23.405113753200204,0.702328407632657
early,SNA,none,0,10,0,-0.5996154593885693,-0.6015055474584375,-0.6145871535960038,0.013081606137566268,0.4863634904027789,0.74829355469205,23.405113753200204,0.702328407632657
early,SNA,none,0,10,20,-0.734014293077645,-0.6274884055525894,-0.64012932399813,0.012640918445540592,0.6170694013705357,0.8256942837614836,23.490030453712027,0.7142760172443966
early,SNA,none,0,10,625,-0.6324894618375452,-0.5923290129067245,-0.6083131014814935,0.015984088574768976,1.2923374377214076,0.6014076320189768,24.238737040767813,0.7459523801572199
early,SNA,none,0,11,0,-0.5330874863410389,-0.5923290129067245,-0.6083131014814935,0.015984088574768976,0.46988542211964157,0.6571888390081808,24.238737040767813,0.7459523801572199
early,SNA,none,0,11,20,-0.7141010711181088,-0.639979047437475,-0.6546783748325399,0.014699327395064757,0.5974772644569469,0.7124450368444871,24.309564057982385,0.7510032055486905
early,SNA,none,0,11,625,-0.7668768230165913,-0.6702111198344874,-0.6861832776723105,0.015972157837823034,1.3354654638166383,0.8757598853080192,25.15338214103413,0.7790555566054064
early,SNA,none,0,12,0,-0.5984497489422559,-0.6702111198344874,-0.6861832776723105,0.015972157837823034,0.47883308559174087,0.7530710321658018,25.15338214103413,0.7790555566054064
early,SNA,none,0,12,20,-0.6064471260074076,-0.6650885041240923,-0.68151998259908,0.01643147847498767,0.6161586401134289,0.7835043269599337,25.23176339868583,0.7844311336404629
early,SNA,none,0,12,625,-0.5467895239870253,-0.6512306963764212,-0.6681931970019441,0.016962500625522806,1.3046216027528486,0.6366075556663884,26.019626829814396,0.7939457383206676
early,SNA,none,0,13,0,-0.6212309430111702,-0.6512306963764212,-0.6681931970019441,0.016962500625522806,0.5527735222006631,0.6242637680600114,26.019626829814396,0.7939457383206676
early,SNA,none,0,13,20,-0.6252063256930821,-0.6537641229384781,-0.6710694971398652,0.017305374201387166,0.671497992885009,0.7085610075329156,26.09121228590836,0.8079679152432925
early,SNA,none,0,13,625,-0.5443646677749416,-0.6240389885906531,-0.6429452202342851,0.018906231643632053,1.3445712444537206,0.7267870356970537,26.74209829397223,0.8351130033720203
early,SNA,none,0,14,0,-0.5487763888437813,-0.6240389885906531,-0.6429452202342851,0.018906231643632053,0.5428653935080696,0.7595199788388317,26.74209829397223,0.8351130033720203
early,SNA,none,0,14,20,-0.7008251798260835,-0.6636831044225141,-0.681647674060066,0.017964569637551903,0.684342496948238,0.9886205178911482,26.818958619374992,0.8406232033730747
early,SNA,none,0,14,625,-0.5750059073655669,-0.6025632677722291,-0.6240030567779007,0.021439789005671627,1.341751351021286,0.9232274022557111,27.483855298221915,0.8665075833931852
early,SNA,none,0,15,0,-0.5791629956144456,-0.6025632677722291,-0.6240030567779007,0.021439789005671627,0.5962100278971583,0.7319883807088482,27.483855298221915,0.8665075833931852
early,SNA,none,0,15,20,-0.6873545563826426,-0.6378067731464993,-0.6591214470429125,0.021314673896413297,0.7671584726977162,0.8278595763874301,27.5759522013837,0.8785940410035961
early,SNA,none,0,15,625,-0.5526027159968852,-0.5572162130228137,-0.5800733690781382,0.022857156055324596,1.3974364920125493,0.7219851893206204,28.149182692958252,0.915136456361827
early,SNA,none,0,16,0,-0.607291648363264,-0.5572162130228137,-0.5800733690781382,0.022857156055324596,0.6449262013941203,0.881609295192463,28.149182692958252,0.915136456361827
early,SNA,none,0,16,20,-0.8474919970822704,-0.640255253205864,-0.6613104963093379,0.02105524310347391,0.7697988440675653,1.031605748056948,28.22292358240216,0.9024901632598976
early,SNA,none,0,16,625,-0.7341184395802572,-0.6187150476680346,-0.642254949269651,0.023539901601616293,1.4855847512075948,0.7066829123073421,28.86434385879281,0.9302920315268517
early,SNA,none,0,17,0,-0.5933208692419715,-0.6187150476680346,-0.642254949269651,0.023539901601616293,0.6306763004863611,0.7111610917252169,28.86434385879281,0.9302920315268517
early,SNA,none,0,17,20,-0.7525090628387295,-0.6557622534068411,-0.6784007147876889,0.02263846138084773,0.7749140355816351,0.9968082329686817,28.951004082866188,0.9324688821738385
early,SNA,none,0,17,625,-0.6473336401460059,-0.6270879332440887,-0.6504155654855055,0.02332763224141672,1.4946316995233835,0.6441295499008293,29.524134973500292,0.9483188942420812
early,SNA,none,0,18,0,-0.6473143068898974,-0.6270879332440887,-0.6504155654855055,0.02332763224141672,0.6546446811897016,0.7389616363222906,29.524134973500292,0.9483188942420812
early,SNA,none,0,18,20,-0.7429315861676613,-0.6493478654202823,-0.6722957772840215,0.022947911863739137,0.8166924686684796,0.9659151256055442,29.615704432000964,0.9509883836402603
early,SNA,none,0,18,625,-0.6354363613213441,-0.6338925123094302,-0.6581365233236645,0.024244011014234276,1.4791584139936496,0.6188610243074288,30.21632931189715,0.9783673593438542
early,SNA,none,0,19,0,-0.5810090077235676,-0.6338925123094302,-0.6581365233236645,0.024244011014234276,0.6908135275359746,0.6455780238539117,30.21632931189715,0.9783673593438542
early,SNA,none,0,19,20,-0.7491003648562171,-0.6816239301658377,-0.704387759565902,0.022763829400064425,0.8116524808339551,0.8741119691863346,30.260093038398107,0.9635250149055206
early,SNA,none,0,19,625,-0.5931206766675747,-0.6459177268435821,-0.6719269359856486,0.026009209142066538,1.5246500999645949,0.6101744869796402,30.80263933707328,0.9845601176066896
early,SNA,none,0,20,0,-0.5387672047637259,-0.6459177268435821,-0.6719269359856486,0.026009209142066538,0.7486219382393149,0.7963539880200527,30.80263933707328,0.9845601176066896
early,SNA,none,0,20,20,-0.689104515490903,-0.7042173625054475,-0.729502353611466,0.025284991106018423,0.8768427277359695,0.754060005136015,30.860163452522297,0.9824894932355973
early,SNA,none,0,20,625,-0.606584795233594,-0.6904980263534626,-0.7171216744465445,0.02662364809308201,1.5840821279515416,0.6718602185355591,31.381618468969357,0.9833515477561593
early,SNA,none,1,2,0,0.06837881702480854,0.05328372986140776,0.04490229908578213,0.008381430775625632,0.0775964460255806,0.2106363802675032,9.886018044306413,0.31242988545538236
early,SNA,none,1,2,20,-0.2925742936272552,-0.09880349196142685,-0.10364664519727863,0.004843153235851787,0.32074954181830356,0.44320408780287607,10.567608867050637,0.2983524803083806
early,SNA,none,1,2,625,-0.23722606615452407,-0.11787469635184727,-0.12408159719945737,0.006206900847610086,0.9994696668514632,0.6897158344020791,13.432887200839694,0.3563692291531541
early,SNA,none,1,3,0,-0.13127941339708163,-0.11787469635184727,-0.12408159719945737,0.006206900847610086,0.17247442003210917,0.39652411238020824,13.432887200839694,0.3563692291531541
early,SNA,none,1,3,20,-0.5375286609660367,-0.2848785549235163,-0.2879140102638031,0.0030354553402867166,0.34718227034443655,0.4954910877136561,13.820827724913197,0.3606206963585852
early,SNA,none,1,3,625,-0.4083321179510388,-0.2915896167635448,-0.29530476911519615,0.0037151523516513406,1.067675375304282,0.7076552606824197,15.822282908128301,0.4167633761754179
early,SNA,none,1,4,0,-0.28076032951639884,-0.2915896167635448,-0.29530476911519615,0.0037151523516513406,0.20277055519262738,0.420867861521481,15.822282908128301,0.4167633761754179
early,SNA,none,1,4,20,-0.7318233094920354,-0.46748928783495236,-0.4681605746160962,0.0006712867811438628,0.3640886431057666,0.4926627717300132,16.072822723820988,0.4274014218900887
early,SNA,none,1,4,625,-0.5257856397333245,-0.4104861766810789,-0.4131754624663879,0.002689285785309039,1.1554370213310023,0.7203779420452036,17.593838823732984,0.450235769413492
early,SNA,none,1,5,0,-0.45595745177348584,-0.4104861766810789,-0.4131754624663879,0.002689285785309039,0.2662668389461148,0.5230901402655175,17.593838823732984,0.450235769413492
early,SNA,none,1,5,20,-0.6035728565329255,-0.46742064421674895,-0.4691836070504944,0.001762962833745405,0.4003027375465277,0.647984855581342,17.757034248442615,0.4660969367043069
early,SNA,none,1,5,625,-0.4148056897157315,-0.43955537440125986,-0.4437451157371273,0.004189741335867438,1.1415320845001162,0.7115404812983323,18.983305852237603,0.5047392966148089
early,SNA,none,1,6,0,-0.41406654595809506,-0.43955537440125986,-0.4437451157371273,0.004189741335867438,0.312703814895374,0.4708033719100884,18.983305852237603,0.5047392966148089
early,SNA,none,1,6,20,-0.5514864781431791,-0.4978504442471744,-0.5004398951518083,0.0025894509046338497,0.43390549235384795,0.6321091952201043,19.13412556470448,0.5145567460973829
early,SNA,none,1,6,625,-0.4627533621031343,-0.4996869044319832,-0.5041108549896675,0.004423950557684293,1.201027630055392,0.5197851574002273,20.316878434923915,0.5549233631007482
early,SNA,none,1,7,0,-0.5500595216030679,-0.4996869044319832,-0.5041108549896675,0.004423950557684293,0.3341256901225118,0.4683107207734684,20.316878434923915,0.5549233631007482
early,SNA,none,1,7,20,-0.6218443892105332,-0.5401699763894761,-0.544427314811361,0.004257338421884924,0.4941105374676302,0.5933889147492344,20.458550499980337,0.5668049255059978
early,SNA,none,1,7,625,-0.6097041853892802,-0.5703020064122114,-0.575093641174871,0.004791634762659669,1.3213067721544411,0.8339554136420537,21.54570860119372,0.593607845419072
early,SNA,none,1,8,0,-0.4888972688738052,-0.5703020064122114,-0.575093641174871,0.004791634762659669,0.36384118382627084,0.48725991612811387,21.54570860119372,0.593607845419072
early,SNA,none,1,8,20,-0.5854433652208602,-0.6081679728126111,-0.6130931787669617,0.004925205954350531,0.48722030283998746,0.7150438556107557,21.648151534157535,0.6087919577213815
early,SNA,none,1,8,625,-0.6683116275431249,-0.678694407770633,-0.6843241182241371,0.005629710453504231,1.2518446318647378,0.7049742990571874,22.60938996055789,0.6256014536911173
early,SNA,none,1,9,0,-0.6845508933216193,-0.678694407770633,-0.6843241182241371,0.005629710453504231,0.4403780451918752,0.6544213887216155,22.60938996055789,0.6256014536911173
early,SNA,none,1,9,20,-0.7096400483629398,-0.6967625423201809,-0.7019829437516146,0.005220401431433857,0.5493159390448177,0.6344771196302793,22.693468338853368,0.6349247587413732
early,SNA,none,1,9,625,-0.6418198775934232,-0.6801756790798485,-0.6865372163400848,0.006361537260236218,1.357950931839862,0.8761075987806598,23.63925562021881,0.6739270862766962
early,SNA,none,1,10,0,-0.7561759054590432,-0.6801756790798485,-0.6865372163400848,0.006361537260236218,0.4744384239075666,0.6017242274758288,23.63925562021881,0.6739270862766962
early,SNA,none,1,10,20,-0.69985998746466,-0.6595133185901213,-0.6664339295222598,0.0069206109321385155,0.5856003100477665,0.802355210829368,23.704347428560716,0.6845616270958967
early,SNA,none,1,10,625,-0.6871613263587136,-0.6866253967187835,-0.6948989249128966,0.008273528194113169,1.2983845550884305,0.5771784729095851,24.4907342051127,0.7125203554769057
early,SNA,none,1,11,0,-0.6089881253775812,-0.6866253967187835,-0.6948989249128966,0.008273528194113169,0.46805305873254727,0.7495686361082698,24.4907342051127,0.7125203554769057
early,SNA,none,1,11,20,-0.8245480339303302,-0.7761163455770245,-0.7828524710655571,0.006736125488532707,0.5966901199348897,0.862540333047935,24.575651794073668,0.7145339494896012
early,SNA,none,1,11,625,-0.7405704736667903,-0.7402997184893964,-0.7493122026263069,0.009012484136910644,1.3917186906614938,0.8770076028771576,25.343477410758556,0.747492156264143
early,SNA,none,1,12,0,-0.6939524958870039,-0.7402997184893964,-0.7493122026263069,0.009012484136910644,0.4871212152578429,0.6032291648381142,25.343477410758556,0.747492156264143
early,SNA,none,1,12,20,-0.8722030750694297,-0.8012829555740801,-0.8091115480412019,0.00782859246712178,0.6219601008710047,0.6987851199375176,25.41993287406916,0.7519293624451898
early,SNA,none,1,12,625,-0.7566075055953528,-0.7607188194095872,-0.7714028347023779,0.010684015292790719,1.3299997352883863,0.5878367932319003,26.124889755568482,0.7817269153035625
early,SNA,none,1,13,0,-0.8384768152041157,-0.7607188194095872,-0.7714028347023779,0.010684015292790719,0.5481973933175375,0.6407937838548534,26.124889755568482,0.7817269153035625
early,SNA,none,1,13,20,-0.9471843363188261,-0.7976155657314056,-0.8081535381362599,0.010537972404854372,0.6526317100079934,0.5917123460271833,26.17757148789685,0.7890017492521703
early,SNA,none,1,13,625,-0.7364355609810422,-0.7363227701690945,-0.7477479478696794,0.011425177700584755,1.352797334353393,0.7213847021760929,26.84967456458692,0.8035163508410021
early,SNA,none,1,14,0,-0.7073383380120162,-0.7363227701690945,-0.7477479478696794,0.011425177700584755,0.5254342189820004,0.5999533879305105,26.84967456458692,0.8035163508410021
early,SNA,none,1,14,20,-0.8456950724147593,-0.7791907673785923,-0.7902588364636054,0.011068069085013121,0.6582865223694454,0.6781231642063394,26.935410696752122,0.8049664116942866
early,SNA,none,1,14,625,-0.7810150514509658,-0.7568292039699129,-0.7691882362283043,0.01235903225839138,1.3302005602759501,0.7777829907225408,27.572673211364314,0.8172315825088233
early,SNA,none,1,15,0,-0.8062262976797612,-0.7568292039699129,-0.7691882362283043,0.01235903225839138,0.5684641792346876,0.6487980688648424,27.572673211364314,0.8172315825088233
early,SNA,none,1,15,20,-0.9295443692673079,-0.8012446487426391,-0.8128628470049338,0.011618198262294755,0.678696413367898,0.7437885122196499,27.649812729947527,0.8292542906698689
early,SNA,none,1,15,625,-0.8090283361109303,-0.7661266760311023,-0.778797706376475,0.012671030345372855,1.4288448813278927,0.6802611497104424,28.29757144334055,0.8468947387221077
early,SNA,none,1,16,0,-0.7960488299070724,-0.7661266760311023,-0.778797706376475,0.012671030345372855,0.627967280418734,0.788603535016775,28.29757144334055,0.8468947387221077
early,SNA,none,1,16,20,-0.8390593014715582,-0.7917674885912125,-0.8044831891690406,0.012715700577828101,0.7482674135129695,0.7159539906033308,28.389797396626385,0.8504131645409667
early,SNA,none,1,16,625,-0.8367503996578469,-0.7996850310730185,-0.8131845883278543,0.013499557254835964,1.4292537411489377,0.7867598465508273,28.985108209140108,0.8855804522580467
early,SNA,none,1,17,0,-0.8012986665569545,-0.7996850310730185,-0.8131845883278543,0.013499557254835964,0.6569777238050531,0.7833105703647605,28.985108209140108,0.8855804522580467
early,SNA,none,1,17,20,-0.8952866713796164,-0.8292645939066291,-0.8423234948592302,0.013058900952601107,0.7390739668447059,0.8219551698568115,29.033991038088374,0.8994453302061297
early,SNA,none,1,17,625,-0.7837146645257488,-0.7996759379255404,-0.8132590362623618,0.013583098336821421,1.4631818490692308,0.7850446437794975,29.617197859441614,0.9070183895272264
early,SNA,none,1,18,0,-0.8465586618337656,-0.7996759379255404,-0.8132590362623618,0.013583098336821421,0.6796751931495462,0.688477338041238,29.617197859441614,0.9070183895272264
early,SNA,none,1,18,20,-0.8456300214835124,-0.789972482684381,-0.8041133529307187,0.014140870246337726,0.7909581927753098,0.8590741085307337,29.67201467435423,0.9091390088014836
early,SNA,none,1,18,625,-0.8073902911913532,-0.7601721012186221,-0.7755373623809914,0.01536526116236928,1.4683444491313988,0.876476996695896,30.25645798289976,0.9266675206351385
early,SNA,none,1,19,0,-0.7030166871363751,-0.7601721012186221,-0.7755373623809914,0.01536526116236928,0.7150782367087609,0.8538024091899353,30.25645798289976,0.9266675206351385
early,SNA,none,1,19,20,-0.9267090068323571,-0.82267340955073,-0.8362601306392343,0.013586721088504419,0.8389729312820842,0.885088003932698,30.32472378039249,0.932334068308782
early,SNA,none,1,19,625,-0.8382295735799832,-0.8138946878118964,-0.8277595654107224,0.013864877598825842,1.5782959716313842,0.9380568759314503,30.91105465411695,0.9212633744021257
early,SNA,none,1,20,0,-0.8841104628614742,-0.8138946878118964,-0.8277595654107224,0.013864877598825842,0.7517925896863497,0.7516556592103556,30.91105465411695,0.9212633744021257
early,SNA,none,1,20,20,-0.9811879455339776,-0.8520046966033415,-0.8648923201811857,0.012887623577844351,0.8597712690987197,0.8791629286993817,30.961024136991828,0.922965900535047
early,SNA,none,1,20,625,-0.8347311145110834,-0.8075525176473061,-0.8222428450416522,0.014690327394346241,1.5867156649241914,1.05852489976092,31.446351735918604,0.9407406998765093
early,SNA,none,2,2,0,0.020690446521795393,0.024843134358669534,0.018199742234281634,0.006643392124387902,0.08139209998586652,0.14642535634703702,9.98657311840222,0.29136766648939516
early,SNA,none,2,2,20,-0.36374368369044374,-0.12446425253571353,-0.12862196117918348,0.004157708643469959,0.3386216605932495,0.5668856721495888,10.645136994081595,0.29409968431474304
early,SNA,none,2,2,625,-0.34475444058965693,-0.11170807788695118,-0.11725210423647685,0.005544026349525666,1.07961414603858,0.8195942555985845,13.466531983658328,0.34893417401207727
early,SNA,none,2,3,0,-0.0969770273968862,-0.11170807788695118,-0.11725210423647685,0.005544026349525666,0.14762945908203481,0.43030264911423655,13.466531983658328,0.34893417401207727
early,SNA,none,2,3,20,-0.6532690125550272,-0.34451930807059633,-0.34540618734754625,0.0008868792769499124,0.32614459270872403,0.4868594828751675,13.878075582521664,0.3492111846365983
early,SNA,none,2,3,625,-0.4144961141621066,-0.2573532626720327,-0.26168217785546505,0.0043289151834324,1.0792439551063078,0.5704779145054695,15.947844224597377,0.41260777414817285
early,SNA,none,2,4,0,-0.3105022536965689,-0.2573532626720327,-0.26168217785546505,0.0043289151834324,0.22752558785260235,0.46931291418503174,15.947844224597377,0.41260777414817285
early,SNA,none,2,4,20,-0.4775683597252325,-0.33964370855216197,-0.3428175818580575,0.0031738733058955405,0.37242870244350146,0.4524310545667912,16.155301083776482,0.4341496573640908
early,SNA,none,2,4,625,-0.38161228460225144,-0.34362553711077526,-0.34839789918681235,0.004772362076037098,1.1270075245687783,0.5053263362393898,17.610738846944805,0.4861951645771383
early,SNA,none,2,5,0,-0.35202550744357325,-0.34362553711077526,-0.34839789918681235,0.004772362076037098,0.27065967349960507,0.583275431613228,17.610738846944805,0.4861951645771383
early,SNA,none,2,5,20,-0.710006146390647,-0.4750956920821494,-0.4779237918220036,0.002828099739854224,0.43514910888120795,0.661006863617589,17.787478491923544,0.4983596444086893
early,SNA,none,2,5,625,-0.5353221804734037,-0.4332906461552274,-0.4371275787082494,0.003836932553022052,1.2653123232665715,0.7971764584312935,19.09463946789102,0.5517934082749234
early,SNA,none,2,6,0,-0.43933662592169037,-0.4332906461552274,-0.4371275787082494,0.003836932553022052,0.30364832888172405,0.571130583067416,19.09463946789102,0.5517934082749234
early,SNA,none,2,6,20,-0.690518721661808,-0.5304351710248192,-0.5324008330050308,0.0019656619802117348,0.4506264465801026,0.683237054033581,19.22587697597823,0.5601207001877166
early,SNA,none,2,6,625,-0.5429297174125175,-0.478808181864942,-0.48248528224407844,0.003677100379136391,1.2255276954417267,0.6674661032772166,20.32126470788912,0.6059575633882344
early,SNA,none,2,7,0,-0.5253162426677063,-0.478808181864942,-0.48248528224407844,0.003677100379136391,0.3533718973653183,0.6861217276750707,20.32126470788912,0.6059575633882344
early,SNA,none,2,7,20,-0.6160964617412309,-0.5157685041457636,-0.5188885705275799,0.0031200663818162864,0.4734399357974218,0.5434780584630521,20.434291276236927,0.6237053159538398
early,SNA,none,2,7,625,-0.5990973165336042,-0.5338043552074173,-0.5368151587237895,0.003010803516372107,1.2280289544119738,0.6101858935257077,21.40749847573942,0.6441669504306146
early,SNA,none,2,8,0,-0.549388802142987,-0.5338043552074173,-0.5368151587237895,0.003010803516372107,0.4196506950248069,0.5402607961147614,21.40749847573942,0.6441669504306146
early,SNA,none,2,8,20,-0.8534663611600741,-0.6416254053136872,-0.642272376342451,0.0006469710287638009,0.5741229082717113,0.8453048289333611,21.540125928038705,0.6434793882650095
early,SNA,none,2,8,625,-0.6324604608165654,-0.575402257653671,-0.577162254207554,0.0017599965538829564,1.2606088968646902,0.7576397650158146,22.432484550476342,0.6729148740404276
early,SNA,none,2,9,0,-0.6321908695466802,-0.575402257653671,-0.577162254207554,0.0017599965538829564,0.417916688701023,0.6064154674959226,22.432484550476342,0.6729148740404276
early,SNA,none,2,9,20,-0.7802588808337899,-0.6327370916798732,-0.6325488351003056,-0.00018825657956767828,0.5517698304205689,0.7577886230665632,22.523326483320012,0.6726915935220389
early,SNA,none,2,9,625,-0.6911321275677994,-0.634520450433831,-0.6350824053874223,0.0005619549535913393,1.3350661177129333,0.7178067776453438,23.41130906735668,0.6703208297323032
early,SNA,none,2,10,0,-0.6121457455660553,-0.634520450433831,-0.6350824053874223,0.0005619549535913393,0.4626121797801179,0.7512354845905523,23.41130906735668,0.6703208297323032
early,SNA,none,2,10,20,-0.7320002756809846,-0.6655945657276743,-0.6660170433957091,0.0004224776680348441,0.6253694404611967,0.9369842586742414,23.533247673549976,0.6752665965550261
early,SNA,none,2,10,625,-0.6309799713998742,-0.6503198262316442,-0.6529216999148053,0.002601873683161102,1.3197866759883263,0.8022738854437746,24.29331546187736,0.6870576051648994
early,SNA,none,2,11,0,-0.6892183834179555,-0.6503198262316442,-0.6529216999148053,0.002601873683161102,0.5035940962912308,0.5962842648562222,24.29331546187736,0.6870576051648994
early,SNA,none,2,11,20,-0.7426976199625244,-0.6693693692011885,-0.6715668630870215,0.002197493885832955,0.6430557587988001,0.88078189002854,24.382294951350044,0.6969998803508617
early,SNA,none,2,11,625,-0.704104257485532,-0.6479586215362684,-0.6518098205024176,0.0038511989661492406,1.4930495977426788,1.0938288998713839,25.221590981942438,0.709605047935334
early,SNA,none,2,12,0,-0.6169496184146748,-0.6479586215362684,-0.6518098205024176,0.0038511989661492406,0.5062497844096336,0.7472494663441337,25.221590981942438,0.709605047935334
early,SNA,none,2,12,20,-0.8200675289458372,-0.7179388781050722,-0.7199187996531173,0.00197992154804524,0.6341640366259417,0.9142386023964613,25.31857661205779,0.7174398788427928
early,SNA,none,2,12,625,-0.6423378509315816,-0.6517014994976118,-0.6585280643574143,0.006826564859802602,1.3300615607192021,0.8185666625053483,26.057357752503158,0.7516716025595612
early,SNA,none,2,13,0,-0.7174573405139371,-0.6517014994976118,-0.6585280643574143,0.006826564859802602,0.5347252534922271,0.9665083284509748,26.057357752503158,0.7516716025595612
early,SNA,none,2,13,20,-0.7411712804210734,-0.6508631143119276,-0.6574910406308337,0.006627926318906248,0.629385272439051,0.9046042525562623,26.115892642910154,0.7652401069773473
early,SNA,none,2,13,625,-0.6453219690893688,-0.6405738162595604,-0.6488032868681999,0.00822947060863953,1.3970896858197341,0.8371809596019644,26.82064774531329,0.7804160362873617
early,SNA,none,2,14,0,-0.6059809441083468,-0.6405738162595604,-0.6488032868681999,0.00822947060863953,0.5497917217325125,0.7029065302117146,26.82064774531329,0.7804160362873617
early,SNA,none,2,14,20,-0.9936995245445377,-0.7740296946756834,-0.7796065328595987,0.005576838183915242,0.7187461982260299,0.9509659586405661,26.927378079636355,0.7910576055501191
early,SNA,none,2,14,625,-0.8393073794088708,-0.7309997998292941,-0.7383965188426349,0.007396719013340772,1.457225173028405,0.9106622121087371,27.6071472346541,0.8108129772250854
early,SNA,none,2,15,0,-0.7717188849011919,-0.7309997998292941,-0.7383965188426349,0.007396719013340772,0.6400529602201227,0.9167649922783647,27.6071472346541,0.8108129772250854
early,SNA,none,2,15,20,-0.9411623262547654,-0.8053668958332791,-0.8119310856389285,0.006564189805649221,0.7830427645249526,0.7935747962982793,27.679738001718132,0.8063677810774948
early,SNA,none,2,15,625,-0.8504643906572817,-0.7579619355865248,-0.7648164709004299,0.006854535313905217,1.4916614604539615,0.5973531401947892,28.276074628472262,0.7833905672455315
early,SNA,none,2,16,0,-0.8201229528827091,-0.7579619355865248,-0.7648164709004299,0.006854535313905217,0.637720311839238,0.8288989676685655,28.276074628472262,0.7833905672455315
early,SNA,none,2,16,20,-0.8490073166490987,-0.765335014248356,-0.7720932369534949,0.006758222705138905,0.7451807302050565,0.9246464479778114,28.33497290884464,0.8054962299542
early,SNA,none,2,16,625,-0.765951063694226,-0.7408493673058574,-0.749238830768957,0.008389463463099673,1.4431508526442929,0.8572245282390075,28.946523882029588,0.7866401524837899
