period,arm,iv,seed,task,index,bin,actual,pos,neg,l2,pre,positive_actual,positive_pos,positive_neg,positive_l2,positive_pre,negative_actual,negative_pos,negative_neg,negative_l2,negative_pre,localup_actualdown,localup_currentdown,within_ratio,between_ratio,star_delta20,star_W_delta20,bias_delta20,mean_delta20,within_delta20,star_delta625,star_W_delta625,bias_delta625,mean_delta625,within_delta625
early,SNA,none,0,19,18,last9,-0.16809135713264947,-0.30695581211297046,0.1373769436042779,0.0,0.001487500430319315,-0.3456973997869273,-0.44863692411251455,0.09682569126490616,0.0,0.006113799438129382,-0.08887890159728021,-0.2437659081167888,0.15546283879585496,0.0,-0.0005758331081843137,0.47671443193449337,0.3468099624701467,1.1749226795384198,1.3539989542521014,-0.04773141785640744,-0.04625123624223759,-0.001480181614169851,-0.16809135713264955,0.12083895329798056,-0.01202521453415184,-0.013790412661984108,0.0017651981278322612,-0.01211166894400717,0.8338365724286203
early,SNA,none,0,20,19,last9,-0.150337310727177,-0.2800909374584854,0.12562012136105255,0.0,0.004133493869353671,-0.4607197198546401,-0.5495844389717416,0.08294349327031167,0.0,0.005921198537837833,0.004722079264538429,-0.14545863639204104,0.1469403113075648,0.0,0.0032404007454238937,0.4613666815542653,0.36596694953104064,1.1712757574246586,0.9468904739345981,-0.05829963566186547,-0.057575417625817416,-0.0007242180360481146,-0.15033731072717715,0.1282207894966546,-0.04458029950988052,-0.045194738460895945,0.0006144389510154731,-0.06781759046986813,0.8354601897122267
early,SNA,none,1,2,1,first5,-0.36095311065206365,-0.47131630242154654,0.11168511920989682,0.0,-0.0013219727852562195,-0.6177754307203122,-0.6613195723146322,0.047393392865602284,0.0,-0.003849325207387835,-0.06024722264338514,-0.24884692365972497,0.18696245747564594,0.0,0.0016372316725417231,0.5691236950332174,0.27849836549615103,4.133559695666533,2.1041193702627123,-0.1520872218228346,-0.14854894428306076,-0.003538277539773845,-0.3609531106520637,0.24315309579272296,-0.17115842621325503,-0.1689838962852395,-0.002174529928015546,-0.3056048831793326,0.9218732208258826
early,SNA,none,1,3,2,first5,-0.4062492475689551,-0.4986007810723932,0.09931709397407117,0.0,-0.006965598645407497,-0.7457388630090389,-0.8818174478230298,0.13387203805987796,0.0,0.0022064683521973707,-0.17942510057029745,-0.24256115688918176,0.07622980246240273,0.0,-0.013093757441220322,0.5813451061431524,0.32500469659966186,2.0129493421679716,1.2495862729239353,-0.16700385857166905,-0.1638324130643457,-0.0031714455073233692,-0.4062492475689551,0.17470785031232738,-0.1737149204116975,-0.17122317191573877,-0.0024917484959587452,-0.27705270455395714,0.8952009552721729
early,SNA,none,1,4,3,first5,-0.4510629799756366,-0.4552646053610526,0.013020184055668207,0.0,-0.008818601983416689,-0.7783462326859056,-0.8054616019553635,0.040044227565791145,0.0,-0.012928942774371325,-0.2823304099713517,-0.27471873644227357,-0.0009122010438141148,0.0,-0.006699494575665546,0.5882452862238832,0.3754883641922881,1.7955695922412933,1.170587770586678,-0.17589967107140758,-0.17285580550090007,-0.003043865570507478,-0.4510629799756366,0.16131808791313923,-0.11889655991753412,-0.11787069335119177,-0.0010258665663423015,-0.24502531021692564,0.952666466138375
early,SNA,none,1,5,4,first5,-0.14761540475943963,-0.21227724803513215,0.06866346220412807,0.0,-0.004001627007944461,-0.3079801292451565,-0.39458190642552937,0.09648670048471279,0.0,-0.009884937675676874,-0.08376729763213903,-0.139693907802145,0.05758583210770741,0.0,-0.001659227512162416,0.4708801253591016,0.3606685818751632,1.5033893786057906,1.2387632755846414,-0.05693446753567005,-0.05600814458410647,-0.0009263229515636341,-0.14761540475943963,0.13403589860041287,-0.02906919772018096,-0.030569653270739405,0.0015004555505583991,0.04115176205775434,0.8752652455540014
early,SNA,none,1,6,5,first5,-0.13741993218508403,-0.25806345812275117,0.12964625985978398,0.0,-0.009002748092774425,-0.3780518491293822,-0.4685397852176819,0.09367692022586051,0.0,-0.0031890217438426643,-0.03759771661175021,-0.17075079584937053,0.14456755218277662,0.0,-0.011414477393928497,0.4772629588240351,0.35192985472363103,1.3875925770174125,1.3426182413596248,-0.05829506984591454,-0.056694779414680985,-0.0016002904312335886,-0.13741993218508403,0.12120167745847393,-0.06013153003072336,-0.06036573925254013,0.0002342092218168548,-0.048686816145039225,0.8883238151600179
early,SNA,none,1,7,6,next5,-0.07178486760746534,-0.2875547815845739,0.2236718037069614,0.0,-0.007901887577805838,-0.4651679300644536,-0.5375006005827195,0.0806518181968188,0.0,-0.008319181256647892,0.06936531828474485,-0.19787146224129024,0.2749889534972249,0.0,-0.007752157998773338,0.46002015790357803,0.3824122291281707,1.47881636185011,1.2670837724346458,-0.040483071957492844,-0.04031645982169352,-0.00016661213579936916,-0.07178486760746527,0.15998484734511836,-0.07061510198022819,-0.0709827861852036,0.00036768420497537615,-0.05964466378621225,0.9871810820319293
early,SNA,none,1,8,7,next5,-0.09654609634705492,-0.20593432910932588,0.11561874040518319,0.0,-0.006230516116017365,-0.2445234131254529,-0.36859691666211664,0.12550585223096708,0.0,-0.0014323753681049411,-0.038350597759882664,-0.1419635085119347,0.11173040525480146,0.0,-0.008117495818010136,0.5044076163610719,0.376410437235543,1.339101576452182,1.467479330729005,-0.03786596640039974,-0.037999537592090626,0.00013357119169086183,-0.09654609634705497,0.12337911901371662,-0.10839240135842154,-0.10923047704926603,0.0008380756908445619,-0.1794143586693197,0.888003448038467
early,SNA,none,1,9,8,next5,-0.025089155041320556,-0.28241239188302825,0.27209988536770896,0.0,-0.014776645821791395,-0.40205611074997893,-0.5219017820951369,0.11079749138064172,0.0,0.009048152314388044,0.09436127948364528,-0.20652480733022002,0.32321216658994834,0.0,-0.022326067453420268,0.42729396600338354,0.3602674615322646,1.2473735805913704,0.9695238122789714,-0.01806813454954792,-0.01765882552747755,-0.00040930902207037424,-0.025089155041320477,0.1089378938529425,-0.0014812713092156038,-0.0022130981159477203,0.0007318268067319873,0.04273101572819615,0.9175728866479868
early,SNA,none,1,10,9,next5,0.05631591799438309,-0.18757544248090863,0.23992487203332347,0.0,0.003966503450791562,-0.17128937939903394,-0.32620040903417935,0.14906762081329109,0.0,0.0058434006618061415,0.12295845482334139,-0.14698623148828854,0.2665277577304121,0.0,0.0034169503738567817,0.4021766015335147,0.3592217000577129,1.2343020306505723,1.3334267995077504,0.02066236048972725,0.020103286817825028,0.000559073671902297,0.05631591799438318,0.1111618861401999,-0.006449717638934982,-0.008361708572811821,0.0019119909338769503,0.0690145791003296,0.823946131180864
early,SNA,none,1,11,10,next5,-0.2155599085527489,-0.34424940458910747,0.137872575745894,0.0,-0.009183089642149322,-0.4781409701592114,-0.5999144480742217,0.12439091737967506,0.0,-0.002617470026602559,-0.10848136020977962,-0.23999115553283082,0.14337029290142184,0.0,-0.011860499098504295,0.5081270930327534,0.3477088948787062,1.2748343564951419,1.150715613617733,-0.08949094885824094,-0.08795354615266049,-0.0015374027055804615,-0.21555990855274898,0.12863706120234247,-0.05367432177061282,-0.05441327771341031,0.000738955942797475,-0.13158234828920912,0.9236656319289465
early,SNA,none,1,12,11,last9,-0.1782505791824257,-0.32759918809597205,0.1375223888631566,0.0,0.011826217369701533,-0.5101797265765338,-0.5959414899825227,0.07806436959336781,0.0,0.0076973480912351485,-0.07103832227218408,-0.24092531797757705,0.15672717544900572,0.0,0.01315983147773331,0.4872686120766308,0.3709481852720071,1.276807663862041,1.1584073858979402,-0.06098323708468378,-0.059799345414894955,-0.0011838916697888644,-0.17825057918242582,0.13483888561316182,-0.020419100920190836,-0.022090632076070982,0.0016715311558800749,-0.06265500970834892,0.8428785200305434
early,SNA,none,1,13,12,last9,-0.10870752111471052,-0.30656534990742057,0.19098278378325953,0.0,0.006875036810353667,-0.49013079182102937,-0.624780322189216,0.11930146224573426,0.0,0.015348019649481251,-0.006850545832177241,-0.2215878011956768,0.21012488432302626,0.0,0.004612373596291808,0.458025162028212,0.3675943576057949,1.190504949427885,0.9234052528843076,-0.036896746321818386,-0.03675070343388198,-0.00014604288793634672,-0.10870752111471049,0.10443431669045589,0.024396049240492657,0.023654886832698563,0.0007411624077940365,0.10204125422307342,0.8045999410358555
early,SNA,none,1,14,13,last9,-0.13835673440274326,-0.23958935059924322,0.09089494997708514,0.0,0.010337687431690723,-0.40245868059740064,-0.5077667948687291,0.11520695503541767,0.0,-0.009898832806354233,-0.05064341729139156,-0.1505224824816424,0.08282046722517639,0.0,0.01705862357943741,0.4831265508684863,0.3553349875930521,1.2528428842050656,1.130293082510075,-0.042867997209497744,-0.042510888593926044,-0.0003571086155716337,-0.1383567344027431,0.13285230338744503,-0.020506433800818402,-0.021440288358624993,0.0009338545578066251,-0.07367671343894966,0.8047663412939497
early,SNA,none,1,15,14,last9,-0.12331807158754675,-0.27766253727087814,0.1574005536725563,0.0,-0.0030560949796324434,-0.43356043822468127,-0.5571348914648953,0.12473716995183104,0.0,-0.0011627517388940781,-0.03197250345648365,-0.195376673971502,0.16701772935166753,0.0,-0.0036135575720791986,0.455308984435198,0.370473108337186,1.1939123662666202,1.1464098737547197,-0.04441544477272619,-0.043674610776629486,-0.0007408339960966251,-0.12331807158754671,0.11023223413321037,-0.00929747206118936,-0.009609470148170707,0.00031199808698147494,-0.002802038431169107,0.860380702093205
early,SNA,none,1,16,15,last9,-0.04301047156448574,-0.27667335655574415,0.23325142348478053,0.0,0.00041147846650627215,-0.5463333436465982,-0.6479166220731266,0.10677450306647536,0.0,-0.005191252146608932,0.1192691320256946,-0.1569783986960576,0.2740296707038756,0.0,0.002217891314700016,0.43959055371967437,0.370919642137503,1.191570702559564,0.9078757053607439,-0.025640812560110193,-0.02568548279256555,4.467023245524615e-05,-0.043010471564485786,0.1203001330942356,-0.03355835504191618,-0.03438688195137929,0.0008285269094631086,-0.04070156975077455,0.8012864607302037
early,SNA,none,1,17,16,last9,-0.09398800482266167,-0.411806766387893,0.31651176504128165,0.0,0.001306993936421999,-0.6883049280407156,-0.8559235626356626,0.17039199260296906,0.0,-0.0027734011952193285,0.10714199172622028,-0.26150781610233803,0.3659619290499185,0.0,0.002687889930938355,0.45271709125325343,0.34679391119173436,1.1249604667935642,1.0493349648965615,-0.02957956283361063,-0.029138906531375852,-0.0004406563022348563,-0.0939880048226619,0.0820962430396528,9.09314747810086e-06,-7.444793450750442e-05,8.354108198545783e-05,0.017584002031205692,0.8062041252641776
early,SNA,none,1,18,17,last9,0.0009286403502532208,-0.25663358961390953,0.2392590197531298,0.0,0.01830320978990542,-0.3262220305502979,-0.5272581681858796,0.18359740819314485,0.0,0.017438700201892112,0.09853045709033144,-0.17589571293331543,0.2558650514509419,0.0,0.0185611267495346,0.43925382653061223,0.37356505102040816,1.1637296766858438,1.2477885052467441,0.009703455241159342,0.009145683331643117,0.0005577719095163046,0.0009286403502531959,0.1112829996257636,0.03950383670691826,0.03772167388137049,0.0017821628255478578,0.03916837064241241,0.7886692559818527
early,SNA,none,1,19,18,last9,-0.22369231969598197,-0.41731944974558277,0.18630537438304665,0.0,0.007321752688035993,-0.5157585194644375,-0.7052201166835297,0.17738820532065624,0.0,0.012073356812958106,-0.10586351841885547,-0.3011711569986747,0.18990284421091413,0.0,0.005404804343356324,0.48657520410739835,0.3675616530595068,1.1732603346223547,1.0366426639302244,-0.06250130833210787,-0.060722768258242965,-0.0017785400738648607,-0.22369231969598202,0.12389469457332325,-0.053722586593274335,-0.05222220302973102,-0.0015003835635434368,-0.13521288644360807,0.8632177349226233
early,SNA,none,1,20,19,last9,-0.09707748267250364,-0.38731369587329767,0.30145264083537854,0.0,-0.011216435698591735,-0.49813872362209743,-0.695983239424044,0.2098930433850478,0.0,-0.01204857710277025,0.01814960103581626,-0.2986312511456085,0.3277582129588021,0.0,-0.01097735693094665,0.47378233512001866,0.3584246096481007,1.1436282837762728,1.169635215176824,-0.038110008791445105,-0.037132754770463294,-0.0009772540209814912,-0.09707748267250338,0.10797867941237005,0.006342170164590377,0.005516720369070138,0.0008254497955203985,0.04937934835039082,0.8349230752378417
early,SNA,none,2,2,1,first5,-0.38443413021223916,-0.49157415358369916,0.1066410735362176,0.0,0.0004989024468868295,-0.5901222730855414,-0.7525373640974503,0.1605174387700732,0.0,0.0018975828537320049,-0.17868169974935316,-0.2305293793223268,0.05274786930713341,0.0,-0.0009002151158910979,0.588201658248356,0.29381492423520444,4.160375032122897,3.8714993515606357,-0.14930738689438305,-0.14682170341346512,-0.0024856834809179424,-0.38443413021223916,0.257229560607383,-0.13655121224562072,-0.13545184647075847,-0.0010993657748622357,-0.36544488711145234,0.9982220460527135
early,SNA,none,2,3,2,first5,-0.5562919851581409,-0.6024245503522108,0.04972207205920935,0.0,-0.0035895664413359545,-0.9875579458059996,-1.0076033205410055,0.006403806336020891,0.0,0.013641470387877015,-0.18239395859879556,-0.25114353955842483,0.08727804805959324,0.0,-0.018528493353944152,0.5809363660500929,0.29878750331887777,2.209210781755231,1.131435011793098,-0.23281123018364513,-0.22815408311106938,-0.004657147072575753,-0.556291985158141,0.17851513362668922,-0.14564518478508148,-0.1444300736189882,-0.0012151111660932655,-0.3175190867652204,0.9316144960242729
early,SNA,none,2,4,3,first5,-0.1670661060286636,-0.27737707765878794,0.11089662701467377,0.0,-0.0005856789452202079,-0.3877488078427268,-0.471890865799454,0.08218280709559807,0.0,0.0019592156358192226,-0.04629782924189773,-0.17092969953666026,0.1266102217961715,0.0,-0.0019783686786233397,0.5076523762642083,0.3716101315671709,1.6368651366138718,0.9640285636555387,-0.08229044588012929,-0.08113540400259245,-0.00115504187753686,-0.16706610602866356,0.1449031145908991,-0.08627227443874258,-0.0867157213313473,0.00044344689260469774,-0.07111003090568252,0.8994819367161759
early,SNA,none,2,5,4,first5,-0.35798063894707377,-0.35904255775511423,0.0008926777418953763,0.0,0.00016920186311086255,-0.5081347112058154,-0.5470897147578302,0.024090773128279366,0.0,0.014864174569575896,-0.27703817410756276,-0.257673343021904,-0.01161255100022216,0.0,-0.007752310312469664,0.6028764805414552,0.38908629441624365,1.607735290798106,1.1332671115417474,-0.13147015497137415,-0.12952589263519126,-0.001944262336182874,-0.3579806389470737,0.16448943538160288,-0.08966510904445213,-0.08872967952143707,-0.000935429523015046,-0.1832966730298305,0.9946526497669664
early,SNA,none,2,6,5,first5,-0.2511820957401176,-0.36202077094535345,0.1090475185751158,0.0,0.0017911298392638277,-0.5953259448981997,-0.716554678662204,0.11262289956506331,0.0,0.008605766911875036,-0.10312881433885991,-0.20949760793110112,0.10750936268734843,0.0,-0.0011405784641883726,0.530950016550811,0.3349884144323072,1.4840405947224196,1.196288684741878,-0.0971445248695918,-0.0952732542967814,-0.0018712705728103174,-0.2511820957401177,0.14697811769837854,-0.04551753570971462,-0.04535770353582902,-0.00015983217388566102,-0.10359309149082713,0.9218793665600027
early,SNA,none,2,7,6,next5,-0.0907802190735245,-0.2818765143292531,0.1941000947726146,0.0,-0.003003806045890172,-0.7376172903729639,-0.8021194574874753,0.04685982505931827,0.0,0.01764227848165014,0.15296431208303674,-0.08583584521165373,0.24958394395357625,0.0,-0.010783771692068204,0.4219235615287694,0.33439731205375894,1.339778118541148,0.7921015128097343,-0.03696032228082158,-0.03640328828350142,-0.0005570339973201047,-0.09078021907352463,0.12006803843210345,-0.05499617334247531,-0.05432987647971105,-0.0006662968627642843,-0.07378107386589794,0.8746570570466554
early,SNA,none,2,8,7,next5,-0.30407755901708705,-0.3955295509132651,0.09134377040702674,0.0,0.00010820014795276518,-0.5150850214053775,-0.6337601795609689,0.12481769277087817,0.0,-0.006142574523566569,-0.22774806897897062,-0.3093523977911762,0.07923496916043128,0.0,0.0023693450270009958,0.5407750631844987,0.34751474304970514,1.3680971223883547,1.5646236688138346,-0.10782105010626986,-0.10545721761866156,-0.002363832487608306,-0.3040775590170871,0.1544722132469044,-0.04159790244625372,-0.04034709548376447,-0.0012508069624891504,-0.08307165867357835,0.8409582018398833
early,SNA,none,2,9,8,next5,-0.14806801128710975,-0.42075713020905064,0.28263998187929984,0.0,-0.00995087742428151,-0.6738370106335814,-0.7894913367525571,0.1158927577948126,0.0,-0.00023849194189881046,0.01808877696542508,-0.30422745357488,0.33533647642032977,0.0,-0.013020245873218546,0.47332850591358916,0.33920669402204523,1.3202866631997658,1.2496195491116138,-0.05733483402620221,-0.05538658089275161,-0.0019482531334506347,-0.14806801128710967,0.13385314171954593,-0.05911819278015995,-0.05792015117986837,-0.0011980416002916171,-0.05894125802111916,0.9171494290119102
early,SNA,none,2,10,9,next5,-0.11985453011492946,-0.32047030682593936,0.18597519553490488,0.0,0.01464057130620388,-0.39214104802524136,-0.5372664542003858,0.13649722560253758,0.0,0.008628142792874723,-0.020438661286907037,-0.2413147999164936,0.2040403403185085,0.0,0.016835798631472627,0.4888591053777852,0.381052102529737,1.3518222558654598,1.2472577213054947,-0.031074115293843296,-0.030934638008286774,-0.00013947728555649516,-0.1198545301149293,0.16275726068107876,-0.01579937579781321,-0.017839294527382976,0.002039918729569763,-0.018834225833818885,0.8571744962082084
early,SNA,none,2,11,10,next5,-0.05347923654456896,-0.18257973322781407,0.14121445815350406,0.0,-0.012113974004418444,-0.21802240861339506,-0.26399288510839447,0.05822558339652135,0.0,-0.012255148206189722,-0.005204482833475462,-0.15869420940774995,0.16556227787329386,0.0,-0.012072555392298715,0.481585004932588,0.3622985859914502,1.2769326795819267,1.477117445386416,-0.01904954296954431,-0.018645163172216206,-0.00040437979732814693,-0.053479236544568876,0.1394616625075693,0.002361204695375818,0.0011118794123876619,0.0012493252829881385,-0.014885874067576466,0.989455501451448
