period,arm,iv,seed,bin,actual,pos,neg,l2,pre,positive_actual,positive_pos,positive_neg,positive_l2,positive_pre,negative_actual,negative_pos,negative_neg,negative_l2,negative_pre,localup_actualdown,localup_currentdown,within_ratio,between_ratio,star_delta20,star_W_delta20,bias_delta20,mean_delta20,within_delta20,star_delta625,star_W_delta625,bias_delta625,mean_delta625,within_delta625
early,LR,none,1,first5,-0.5205778669727869,-0.5458664637351018,0.02979768354282364,0.0,-0.004509139043287147,-0.9571627990829347,-0.9670206483750899,0.012866023881498254,0.0,-0.0030082647225568478,-0.239539512016328,-0.28234616192672773,0.04748552487878166,0.0,-0.004678900550651699,0.5936533839871854,0.3084759202661613,1.9612057174617195,1.2486942336607612,-0.20857896594013647,-0.204469030882496,-0.004109935057640542,-0.520577866972787,0.18748608835123068,-0.22735740730439788,-0.22648286574135773,-0.0008745415630401112,-0.36851824462036165,1.2570757060022006
early,LR,none,1,last9,0.05432014535087061,-0.22410382152821556,0.2780416709591782,0.0,0.00038230283954097114,-0.6164783979393944,-0.6778314425509813,0.06260326937473298,0.0,-0.0012502760933117997,0.1625486705887906,-0.15079188564498325,0.3127503969032849,0.0,0.0005901756704114585,0.385143948859818,0.3261636844270737,1.0592647390454628,0.799417422475551,0.0316388147112987,0.031207473817532576,0.00043134089376609195,0.05432014535087082,0.05938038550025937,-0.04152601342585273,-0.04172320503400405,0.0001971916081513176,-0.14267459629665946,1.3345495232233053
early,LR,none,1,next5,-0.18979480363451456,-0.3254965981626402,0.139153816992416,0.0,-0.003452035548182175,-0.9273629456426005,-0.9421672401373338,0.01101532764543694,0.0,0.003788889368994519,-0.054512494765066886,-0.21231337851186285,0.16254308350672902,0.0,-0.004742200851952099,0.4759299811983319,0.32841254978538786,1.1540478029457462,0.6737994704096819,-0.0686004531533723,-0.06709948839538597,-0.0015009647579863664,-0.18979480363451456,0.09918890551810974,-0.11016315479886282,-0.11137808694429725,0.0012149321454344316,-0.19937082697288727,1.2478123496593956
early,LR,none,2,first5,-0.5282030998272222,-0.5621973037015243,0.03334712278939359,0.0,0.0006470228770196875,-0.93137870866512,-0.9593219966542149,0.019860792742864123,0.0,0.008082400057900178,-0.25733841638575605,-0.30126959879906445,0.04802207920219331,0.0,-0.004090930179533353,0.6030848149245718,0.3012997414046969,1.976369896535979,1.4247162764951533,-0.2155101911956098,-0.21156493871435117,-0.003945252481258649,-0.5282030998272224,0.20275587561646558,-0.195850076211418,-0.19505140471447327,-0.0007986714969447347,-0.3410878087205779,1.329698087225506
early,LR,none,2,last9,0.05161864128936723,-0.20932147857519331,0.2612252592369478,0.0,-0.0002851347231018456,-0.5723315058259538,-0.631305324893663,0.060366084370399205,0.0,-0.0013923103802018003,0.1582668377306771,-0.13659193851504264,0.29491896345545826,0.0,-6.017392814982188e-05,0.3771457240357955,0.3100783204917048,1.0584066773751324,0.8499321605492125,0.016899161249278396,0.01645448855171187,0.0004446726975665013,0.05161864128936725,0.06319221910262701,-0.054344898965071664,-0.054172435826095815,-0.00017246313897582402,-0.09395575701336607,1.3469162708307008
early,LR,none,2,next5,-0.1657230595627005,-0.2962740335390146,0.1310379551156757,0.0,-0.00048698335553485765,-0.7325853640108473,-0.7541423634166268,0.020482107964796388,0.0,0.0010748266756842513,-0.029528216304590328,-0.18469518181881134,0.15607330833243252,0.0,-0.0009063300458075376,0.47051704532032446,0.34841924136531854,1.1707211540970006,0.7871197532372936,-0.05709224751079325,-0.05570079752060571,-0.0013914499901875386,-0.1657230595627004,0.1160972401471132,-0.09646253805069852,-0.09632660148593267,-0.0001359365647658704,-0.21741841530406886,1.2937616469269966
early,SNA,l2,0,first5,-0.25541030268553927,-0.32092744282687086,0.06393941784956267,0.0022723214279337664,-0.0006946273011843073,-0.42066765655512156,-0.4966901720001505,0.06977552300433441,0.0006273818866615015,0.005619564408234291,-0.11507266702606604,-0.17309621373530742,0.06109321988338966,0.0037120278166005377,-0.006781713997710381,0.5411741334231863,0.28943841518974056,3.8954455187836823,2.005584013042852,-0.09075819243675362,-0.08919043196944261,-0.001567760467311018,-0.25541030268553927,0.18759133424411636,-0.03986204956290295,-0.042247935563546904,0.0023858860006439496,-0.12101332877187503,0.727269025353918
early,SNA,l2,0,last9,-0.20237534954971015,-0.3002981813049421,0.08773852846634708,0.002068627915198279,0.008115658093868945,-0.40114756300170956,-0.4964448034626224,0.0893726994190857,0.0002387540216332964,0.005685750840133919,-0.06157241389215373,-0.16139990982801378,0.08664224786642138,0.0033526995801673545,0.009832544632381611,0.531563330541273,0.31818155675079907,2.184571029708527,1.37835407454764,-0.06061384023546398,-0.0592997045680633,-0.0013141356674006804,-0.20237534954971015,0.1490034711325642,-0.0024431194363227185,-0.002374238826917908,-6.888060940481321e-05,-0.1047496839120755,0.660730222263141
early,SNA,l2,0,next5,-0.1903879968140874,-0.24857159143056212,0.05802920263158673,0.0022553242447542793,-0.002100951501233768,-0.38398428790358696,-0.44108589111917595,0.05998503686136033,0.00013172410976186293,-0.003015196856229473,-0.06443174302634722,-0.12245029814323707,0.05595937958936555,0.003668928928458827,-0.0016097596470914088,0.5257479108636586,0.33434645152293996,2.140710559528138,1.3541866047081708,-0.05959133752946803,-0.05844874169659166,-0.0011425958328763954,-0.1903879968140874,0.13101163965495705,0.0006699507800901228,-0.0011704185976025682,0.0018403693776926967,-0.08153672101564816,0.6591504688719875
early,SNA,l2,1,first5,-0.2689721334852481,-0.3497345496806711,0.0798767305415968,0.0023120666772285603,-0.0014264141567439925,-0.48296034737980004,-0.57036644153177,0.08715285545897579,0.0009377316871882934,-0.000684552407839125,-0.07714013496954594,-0.1535264122533751,0.07491512905565659,0.0034259627581199187,-0.0019548242408236587,0.5654763010173082,0.28966365092201374,3.6206981580474435,1.8566728883012367,-0.10407757321524484,-0.10202097209255379,-0.002056601122691063,-0.2689721334852481,0.17445996732219954,-0.04471592027548604,-0.045415934980353546,0.0007000147048674989,-0.10266223897010907,0.6765384011175806
early,SNA,l2,1,last9,-0.21124055699556776,-0.29989935441088816,0.08634150894549414,0.0021180921821535334,0.00019918133518514599,-0.4107513566490322,-0.49127783394001234,0.08194041161952323,0.00032407339455223054,-0.0017380444318021546,-0.07858804730094279,-0.17172233723816738,0.08834980182441964,0.0033171058533623438,0.0014673820992783307,0.5473167255595194,0.3197212805568767,2.242307667194561,1.3054905527013423,-0.07309250034747843,-0.07188753763750806,-0.0012049627099703583,-0.21124055699556774,0.14382993520827847,-0.00646303699139247,-0.007141317577277724,0.0006782805858852549,-0.11192950157674313,0.6645135615849358
early,SNA,l2,1,next5,-0.18289809508225077,-0.2533457287775953,0.06852265164792067,0.002331117995216847,-0.0004061558155782836,-0.37453224128489826,-0.43816987824479925,0.05970275944496486,0.0002764063944948232,0.0036584286231691925,-0.06706670888670552,-0.1414952079800332,0.07329092105667048,0.0035474535202096673,-0.0024098816786978757,0.5174226303138442,0.32045898066231304,2.364024172493355,1.28812096205377,-0.06346288009437259,-0.062463181416995875,-0.0009996986773767283,-0.1828980950822508,0.14164676235744356,0.000977868760019801,-0.0010324390651506531,0.0020103078251704574,-0.06236253411074762,0.6562380891332729
early,SNA,l2,2,first5,-0.20292727393496154,-0.275790705417251,0.06810451841329299,0.0022644066949539443,0.0024944779642417205,-0.3464895069337581,-0.4252137505844704,0.06758400055916938,0.0005957892603372162,0.010544408756626341,-0.07059806211298901,-0.13496740980987085,0.06547402652372107,0.003792830397809353,-0.00489752272733143,0.5311887398638172,0.29612365303497257,4.031881088913094,2.651766828125707,-0.08096923972309823,-0.07979713084573531,-0.001172108877362916,-0.20292727393496152,0.19410566701749335,-0.03831025770898082,-0.04020179051341943,0.0018915328044386114,-0.10892880008607979,0.7094314060178609
early,SNA,l2,2,last9,-0.20208859850845506,-0.2630681414657664,0.05819759139632124,0.0024472434780644647,0.00033468400911565926,-0.4143872064466758,-0.4728956969440936,0.058354118434766455,0.0004960715925911333,-0.0003417440505743284,-0.0751457540308848,-0.13709451108837156,0.05757163620248013,0.003628054521842757,0.0007490544729430096,0.5373436885002367,0.32134572953399215,2.2093526906356225,1.3169322852057173,-0.07014291623265016,-0.06919945641796416,-0.0009434598146860172,-0.2020885985084551,0.14973121254585336,0.0008996705541169011,-0.0002883873993037609,0.0011880579534206642,-0.08148837071277663,0.665800282575723
early,SNA,l2,2,next5,-0.22953309832498675,-0.29049163709006876,0.06311922172055384,0.0022648941019977943,-0.004425593415190996,-0.43690116403969836,-0.5060218471602884,0.07366753281106016,0.0001668093684992099,-0.004713701085440649,-0.11547509192580785,-0.17149941949280675,0.0570744765667698,0.0033938356522075406,-0.004443986754817347,0.5398061238476493,0.32956613501505755,2.350553653692785,1.411457036979265,-0.09253029053738313,-0.09094288976369745,-0.0015874007736856582,-0.2295330983249868,0.14420303816768062,-0.010793350568411918,-0.01173047566884598,0.0009371251004340594,-0.0708147234748175,0.6632142563420261
early,SNA,none,0,first5,-0.32423288930244587,-0.43926530862979335,0.11289279166275609,0.0,0.0021395978209550366,-0.5768322213406856,-0.7388553942529523,0.15191452087095572,0.0,0.010108597048785046,-0.15624063810423466,-0.23656033248606345,0.08396786710999007,0.0,-0.003648186450575129,0.5485552340751757,0.3296841408124283,2.1773090938047823,1.4329407531966318,-0.11533027832581255,-0.11310481379534876,-0.0022254645304637965,-0.3242328893024458,0.17879332356467495,-0.09557606521331644,-0.09570391875582451,0.00012785354250809157,-0.1763220390199883,0.9177079368716908
early,SNA,none,0,last9,-0.12062751121676864,-0.2781667186810692,0.15106746467721044,0.0,0.006471738179219585,-0.385748586461598,-0.5026891862982111,0.10947038352291091,0.0,0.007470184877796766,-0.010141244213531249,-0.18444645671935117,0.16826012081367486,0.0,0.006045098051750345,0.4717461394878101,0.36892650617999223,1.2294410019398159,1.1986528750558707,-0.03563062929712402,-0.03501373417458799,-0.0006168951225360311,-0.12062751121676864,0.13874372016543246,-0.0022541007243305706,-0.0034375996415815604,0.0011834989172509974,-0.013337068297679507,0.8240136783153404
early,SNA,none,0,next5,-0.13893794508554308,-0.2698125439218193,0.13488058961824667,0.0,-0.004005996580316156,-0.3680935545143562,-0.4807601630511459,0.11873864210597815,0.0,-0.006072065066383501,-0.04738583252597246,-0.18542429127219667,0.14116335483901415,0.0,-0.0031248916804437286,0.47317943368675347,0.3679360227960289,1.2920443205708505,1.1126800897194271,-0.04227735142783887,-0.04160200788588656,-0.0006753435419523158,-0.13893794508554302,0.1253918906630738,-0.04415896219942191,-0.045000458185052813,0.0008414959856308999,-0.10355074739213181,0.8407851625701139
early,SNA,none,1,first5,-0.3006601350282358,-0.37910447900257516,0.08446642386070966,0.0,-0.006022109702959858,-0.5655785009579591,-0.6423440627472473,0.08229465584036894,0.0,-0.005529151809816266,-0.12867354948578472,-0.21531430412853916,0.09288668863694372,0.0,-0.006245945050087012,0.5373714343166779,0.33831797257737906,2.1666121171398003,1.4211349861435185,-0.12204405776949916,-0.11958801736941879,-0.002456040400080383,-0.3006601350282358,0.16688332201541528,-0.1105941268586782,-0.10980263081508992,-0.0007914960435882678,-0.16704359040750005,0.90666594059009
early,SNA,none,1,last9,-0.11171917163253402,-0.32235147600554903,0.2059534333104083,0.0,0.004678871757154602,-0.4901207980604213,-0.6353250230564007,0.14281723437718266,0.0,0.002386956640635533,0.008524763845218953,-0.22251073461137694,0.22557866274703647,0.0,0.005456847387662885,0.46396092445994275,0.3646239450961437,1.1901352586888012,1.0855325166286822,-0.03681018474053784,-0.03625219747114856,-0.0005579872693892364,-0.11171917163253402,0.1142122766188465,-0.007472533239767746,-0.008103404712816144,0.0006308714730483997,-0.011875026947307552,0.8229917951766947
early,SNA,none,1,next5,-0.07053282191084133,-0.2615452699293888,0.19783757545181418,0.0,-0.006825127141394471,-0.35223556069962614,-0.47082283128967484,0.11808274000027877,0.0,0.0005045052649677584,0.027970618924413847,-0.18666743302091288,0.22396591519476172,0.0,-0.00932785399897025,0.4604050869668603,0.3652041445664795,1.3148855812078755,1.2376458657136211,-0.03304915225519084,-0.03276501645521943,-0.0002841357999714092,-0.0705328219108413,0.12642016151086397,-0.048122562811482625,-0.049040269527327894,0.0009177067158452701,-0.05177915518324307,0.9080738359656386
early,SNA,none,2,first5,-0.343390991217247,-0.4184878220590331,0.07543999378542238,0.0,-0.00034320224745892854,-0.6137779365676567,-0.6991351887715889,0.07716354497900697,0.0,0.008193642071775835,-0.15750809520729384,-0.2239547138740834,0.0725065901700049,0.0,-0.006059993185023325,0.5621233795309847,0.3376574535939608,2.219645367202505,1.6593037446585797,-0.1386047485598247,-0.13618206749181994,-0.0024226810680047493,-0.34339099121724703,0.17842307238099056,-0.10073026324472231,-0.10013700489567201,-0.000593258349050302,-0.2081927538606026,0.9491700990240263
early,SNA,none,2,last9,-0.1273283014471475,-0.32179119981749693,0.19958068406726445,0.0,-0.005117793052881137,-0.4771759924565665,-0.5798589176598608,0.10733250570258693,0.0,-0.0046496233388568665,-0.00850864767491213,-0.23346888396251542,0.23027963407244004,0.0,-0.005319393108917833,0.4612617432262192,0.3679450232136132,1.1945737319146206,1.1242542621756049,-0.046153295901882246,-0.04546499716516475,-0.0006882987367175197,-0.12732830144714752,0.1205349553930386,-0.008080938573169974,-0.009118561590627183,0.0010376230174572103,-0.018603780814917745,0.8304520414211788
early,SNA,none,2,next5,-0.14325191120744393,-0.3202426471010645,0.17905470014947003,0.0,-0.002063977204086696,-0.5073405558101118,-0.6053260626219563,0.09645861692481358,0.0,0.0015268413205739525,-0.01646762481017826,-0.2198849411803907,0.20675160154522793,0.0,-0.003334285859822368,0.4812942481874461,0.3528938875293393,1.331383367915331,1.2661439794854188,-0.05044797293533625,-0.04936537759508351,-0.0010825953402527374,-0.1432519112074439,0.14212246331744036,-0.03383008793426527,-0.033864907651667844,3.48197174025699e-05,-0.04990281809239816,0.8958789371116211
late,LR,l2,0,first5,-0.23013671255110674,-0.2332939352532859,0.0031654998677535713,0.003640597942183964,-0.0036488974588379784,-0.44876900941656006,-0.4416805846531527,-0.001715018536123199,0.0002702409356857826,-0.0056436886309762626,-0.09057138057931066,-0.09996488028872243,0.005919799425173244,0.0057867101623640775,-0.0023130200151013944,0.5785374475234528,0.3246515806779377,2.287712660737524,1.5399413787143073,-0.08097054492199635,-0.07933110810194005,-0.0016394368200562906,-0.23013671255110668,0.14326592715239017,0.000982050466324017,0.001089976740042492,-0.0001079262737184769,-0.07131457872589267,0.7178842987032938
late,LR,l2,0,last9,-0.2824812064831208,-0.2762163385901755,-0.010321968581745404,0.0035350372642840517,0.0005220371288117597,-0.49744090878530145,-0.5013618911430526,0.002053751989303387,0.00043817776839400087,0.0014290045210537026,-0.14679448170479822,-0.13383099485111005,-0.01847975328957972,0.005511026602265821,5.227278610825524e-06,0.5960177466483496,0.3309199147860046,2.369715691672203,1.7163155006440864,-0.10103083235126185,-0.09920575551014642,-0.0018250768411154337,-0.2824812064831208,0.15127857228852928,-0.002167154891608915,-0.0018822126079775106,-0.00028494228363140563,-0.10235267206677695,0.7153492114506967
late,LR,l2,0,next5,-0.21960431148496556,-0.20783229711493623,-0.01755878773575573,0.003740763673888629,0.002045990391834751,-0.3704984505590993,-0.36927776458665545,-0.0010252232418286836,0.0002675521861866281,-0.00046304967069778647,-0.1276665063528854,-0.10954030581037855,-0.027563883652183995,0.005982102895686113,0.0034555702590143233,0.5784965389171396,0.33810815075948153,2.2443423475623243,1.4145712698805073,-0.07394094075843974,-0.07246195905291175,-0.0014789817055279846,-0.2196043114849655,0.13049270178022243,0.0007087048143750087,0.0010926432649740983,-0.0003839384505990889,-0.08216947070008013,0.6948921716601331
late,LR,l2,1,first5,-0.2349256722544939,-0.23517120377615944,-0.0003828987283782514,0.0034843167757614,-0.0028559122579385316,-0.3851005495006481,-0.3764888119833891,-0.0034074259437985727,8.280862235518895e-05,-0.005287160775971515,-0.1164364983533442,-0.12345853232532251,0.0014866105895793916,0.0061487223453591325,-0.0006133127134555982,0.580377788737766,0.335840067106873,2.316483695237256,1.4498814744253608,-0.08011188473827041,-0.07834273683675837,-0.0017691479015120414,-0.2349256722544939,0.13668967245463365,0.0022407468734130923,0.0018983139124287944,0.0003424329609842972,-0.01945916356863122,0.7335917905077554
late,LR,l2,1,last9,-0.18920769521257327,-0.19383345166767063,-0.0012061052083030602,0.0032572024394071203,0.002574637142141551,-0.3835924670011106,-0.3789103230273907,-0.004952919465647179,-3.6641494491227144e-05,0.0003073799875666516,-0.05298508179620263,-0.06381707520829133,0.0013544967765968098,0.005573214841748653,0.0039042701167742704,0.5467320820811774,0.3298810909924158,2.404075036241885,1.4653096286664007,-0.06496527745927883,-0.06356738568190852,-0.0013978917773703069,-0.18920769521257327,0.14144708190757188,-0.000982951684249453,-0.0005926341235972853,-0.0003903175606521678,-0.034145397073103614,0.7252115133299252
late,LR,l2,1,next5,-0.2371891416699469,-0.23622453993614362,5.89185468569918e-05,0.003215361670109694,-0.004238905531768504,-0.33053520885394294,-0.3321692195628187,0.005932511436001916,-0.00012850576774694312,-0.004170030650687046,-0.16150695663070155,-0.1587832899647874,-0.004491287228793621,0.00586323414081787,-0.0040956277418449346,0.6005937109348907,0.3430319318400316,2.3650245558798857,1.6321181429226628,-0.07750451816019352,-0.07586076235946979,-0.0016437558007237382,-0.2371891416699469,0.14178229730577413,0.007030342628833598,0.006509983878004123,0.0005203587508294735,-0.02010929772417875,0.7206910438925985
late,LR,l2,2,first5,-0.24586645620131317,-0.2706946167589233,0.01737391190545026,0.0038315105448525183,0.003622716063748322,-0.5045541206064372,-0.5118562169374792,0.006319967769722623,0.00039175401534776756,0.0005903281594165956,-0.10566171127140733,-0.1398450495630123,0.022938282530102546,0.005657174537298795,0.005587872256920506,0.5575813253569895,0.3436751514759719,2.2602913370216364,1.4317273596251843,-0.08030271135133887,-0.07876081640904964,-0.0015418949422892209,-0.24586645620131317,0.1405466892960352,-0.004495880733724094,-0.005116469127489592,0.0006205883937655018,-0.10564076298512089,0.7555046914031253
late,LR,l2,2,last9,-0.24180318732117165,-0.24127960280596822,-0.0026170780143513765,0.0039034767154203526,-0.0018100062262077306,-0.4206612866161596,-0.4236485482514641,0.0013542612846026555,0.00023811403700878576,0.0013948475154321278,-0.1344068894351034,-0.13137767949801815,-0.0053689492900407315,0.0060442348803762275,-0.0037045089911082827,0.5780604325993788,0.3279540071182743,2.2852821477310963,1.572354656740539,-0.08114822700963455,-0.07953164154538545,-0.0016165854642491073,-0.2418031873211717,0.13632600508722123,0.003730851682109649,0.002920297609409004,0.0008105540727006476,-0.08143907484225725,0.748340229554079
late,LR,l2,2,next5,-0.263592579230311,-0.26041841927522136,-0.010527064932402665,0.004007367253630918,0.003345513251228639,-0.373824198884992,-0.37926813465090337,0.0008228509162814543,0.0001627542649811152,0.004458293891559121,-0.1997413475329047,-0.1918868785343349,-0.016784186634895743,0.0061686385308131145,0.0027610617390057737,0.6114923240673227,0.33404080697692373,2.365514500619567,1.5738082632971935,-0.08970386682972946,-0.08799545458999398,-0.001708412239735481,-0.263592579230311,0.15109518993200702,-0.0011029240417465864,-0.0011713884833207734,6.846444157417863e-05,-0.08335735101931596,0.7569630302136414
late,LR,none,0,first5,0.05232356325495594,-0.21863970198807742,0.2681161177796233,0.0,0.002847141227552512,-0.44035326995471963,-0.5342378089695703,0.09232916709282507,0.0,0.001555315684084533,0.12661091938849028,-0.17037942475317622,0.294043217119342,0.0,0.0029471280566343177,0.3852855036216711,0.3248935984786397,0.9989579490108079,0.868301389794032,0.01607119130409096,0.01588713372913908,0.0001840575749520179,0.05232356325495591,-0.006754818583681654,0.008885032111272385,0.011053194078576033,-0.0021681619673036058,0.01583156655950644,2.1333620094358987
late,LR,none,0,last9,-0.00046061927658956766,-0.251658986606348,0.25185689720363746,0.0,-0.0006585354156826671,-0.6308284919323888,-0.7027838854173551,0.06979790835389955,0.0,0.0021574301704750066,0.1105542839642054,-0.17193410465897438,0.28364980385667715,0.0,-0.0011614118634886142,0.386252250833062,0.33281555797674245,0.999432217034679,0.8332043576540186,-0.009361965860044317,-0.009557652354355116,0.00019568649431070086,-0.00046061927658937033,-0.009662969601425134,-0.029535991837178994,-0.025903610716094348,-0.0036323811210847126,-0.10283642169387772,2.4910071214582965
