geometry,optimizer,window,metric,n_seed,n_valid,seed_median,ci95_low,ci95_high
gray32,adam,late,c,5,5,-0.25993734094533866,-0.26606619098423845,-0.24818134751915377
gray32,adam,late,rho,5,5,0.5318089766605543,0.5275941321464861,0.5352617296896591
gray32,adam,late,train_acc,5,5,0.9470833539962769,0.9229166805744171,0.9537500441074371
gray32,adam,late,top10_Q_fraction,5,5,0.737893002658963,0.7328174467139994,0.7467057325759187
gray32,sgd,early,R,5,5,26.969806054920852,25.19124493553919,27.691829658306872
gray32,sgd,early,d_eff,5,5,9.181611511948185,9.097497942649607,9.41542429231008
gray32,sgd,early,c,5,5,-0.13967728647940011,-0.1515449536405794,-0.12711409068786658
gray32,sgd,early,rho,5,5,0.34414640271770836,0.3339904223577521,0.37194019371571574
gray32,sgd,early,train_acc,5,5,0.5712499916553497,0.542083352804184,0.5908333659172058
gray32,sgd,early,top10_Q_fraction,5,5,0.7855336235186312,0.7787372844154786,0.800467816302952
gray32,sgd,late,R,5,5,28.285471577015915,27.45385254061308,28.40413881754239
gray32,sgd,late,d_eff,5,5,9.3419012935085,9.167571206483187,9.533146466597435
gray32,sgd,late,c,5,5,-0.1662684978192681,-0.17554923685098417,-0.1504571963267053
gray32,sgd,late,rho,5,5,0.33610984680928335,0.32414473730978666,0.34133816760647695
gray32,sgd,late,train_acc,5,5,0.5379166901111603,0.5266667008399963,0.5462500154972076
gray32,sgd,late,top10_Q_fraction,5,5,0.7936366082342059,0.7850579625140559,0.7973069017516696
rgb32,adam,early,R,5,5,145.30791632376133,143.64420746431898,147.72187512224735
rgb32,adam,early,d_eff,5,5,89.73948183042798,89.02318759704329,90.4268498817996
rgb32,adam,early,c,5,5,-0.30035705755715225,-0.3066460087772396,-0.29395608221503666
rgb32,adam,early,rho,5,5,0.6159487539165205,0.6096485331987844,0.6195428665323142
rgb32,adam,early,train_acc,5,5,0.996666669845581,0.9941666722297668,0.9975000023841858
rgb32,adam,early,top10_Q_fraction,5,5,0.7209769686984928,0.7106288942691119,0.7286699830300714
rgb32,adam,late,R,5,5,183.22158126926286,180.65075383258826,183.58636747667143
rgb32,adam,late,d_eff,5,5,101.09748315072633,98.01916744405872,102.92408057638602
rgb32,adam,late,c,5,5,-0.26802629997330785,-0.2832589465311974,-0.26155372348472006
rgb32,adam,late,rho,5,5,0.5493416844695866,0.5409476080355456,0.5603572717808081
rgb32,adam,late,train_acc,5,5,0.9962500035762787,0.9754166901111603,0.9970833361148834
rgb32,adam,late,top10_Q_fraction,5,5,0.7156883066740226,0.7151093116645109,0.7360067231661835
rgb32,sgd,early,R,5,5,39.81125653848266,38.07547584494324,40.20285237185673
rgb32,sgd,early,d_eff,5,5,16.262649757165065,16.001424418441726,16.63674183969393
rgb32,sgd,early,c,5,5,-0.20224573043388902,-0.21536130593961988,-0.18435658382177644
rgb32,sgd,early,rho,5,5,0.4070810967357468,0.39347098853280005,0.426368380047023
rgb32,sgd,early,train_acc,5,5,0.7866666913032532,0.7754167020320892,0.8066666722297668
rgb32,sgd,early,top10_Q_fraction,5,5,0.7327163674699513,0.7268337338394717,0.7572725616543825
rgb32,sgd,late,R,5,5,41.09861633562548,41.04033039165513,41.16824385505238
rgb32,sgd,late,d_eff,5,5,15.985254278166716,15.726561983780595,16.41270603862311
rgb32,sgd,late,c,5,5,-0.19761776485057386,-0.20239459188973632,-0.1785845931706419
rgb32,sgd,late,rho,5,5,0.39117099303952824,0.381608350600504,0.3986868106050472
rgb32,sgd,late,train_acc,5,5,0.7366666793823242,0.7229166924953461,0.7462500035762787
rgb32,sgd,late,top10_Q_fraction,5,5,0.7326359415653931,0.7237949027152608,0.7565112094267239
