contrast,geometry,optimizer,reference_geometry,reference_optimizer,window,metric,statistic,n_seed,n_valid,seed_median,ci95_low,ci95_high
geometry_over_rgb32,avg16,sgd,rgb32,sgd,late,rho,ratio,5,5,0.7752111809334257,0.7562649142026211,0.7874084817772221
geometry_over_rgb32,avg16,sgd,rgb32,sgd,late,train_acc,difference,5,5,-0.2645833194255829,-0.2704166769981385,-0.24916668236255646
geometry_over_rgb32,avg16,sgd,rgb32,sgd,late,train_acc,ratio,5,5,0.6454494899060483,0.6329185443477967,0.6565367072186035
geometry_over_rgb32,dup64,adam,rgb32,adam,early,R,difference,5,5,379.2394941391054,371.38234218369763,383.77048373973014
geometry_over_rgb32,dup64,adam,rgb32,adam,early,R,ratio,5,5,3.6321394910692106,3.5140646358324377,3.6517249182749905
geometry_over_rgb32,dup64,adam,rgb32,adam,early,c,difference,5,5,-0.0009248463571922549,-0.014244486030446035,0.010667868743680253
geometry_over_rgb32,dup64,adam,rgb32,adam,early,c,ratio,5,0,,,
geometry_over_rgb32,dup64,adam,rgb32,adam,early,d_eff,difference,5,5,240.6398686020952,238.3762187422883,248.81496932737568
geometry_over_rgb32,dup64,adam,rgb32,adam,early,d_eff,ratio,5,5,3.6841178528898366,3.654617846601279,3.7789993189780753
geometry_over_rgb32,dup64,adam,rgb32,adam,early,rho,difference,5,5,0.022419465306683595,0.010880763052661169,0.02918581233982709
geometry_over_rgb32,dup64,adam,rgb32,adam,early,rho,ratio,5,5,1.0361871091054105,1.0176850903614534,1.0473835074009787
geometry_over_rgb32,dup64,adam,rgb32,adam,early,train_acc,difference,5,5,-0.01791664958000172,-0.08791664242744446,0.0012499988079071045
geometry_over_rgb32,dup64,adam,rgb32,adam,early,train_acc,ratio,5,5,0.9820008544147403,0.9117893222605048,1.0012541794019265
geometry_over_rgb32,dup64,adam,rgb32,adam,late,R,difference,5,5,494.30238288567136,490.7799191321004,502.7862451966501
geometry_over_rgb32,dup64,adam,rgb32,adam,late,R,ratio,5,5,3.7199650747496533,3.6750285777150165,3.761304083554081
geometry_over_rgb32,dup64,adam,rgb32,adam,late,c,difference,5,5,-0.004482730187444328,-0.008568437678283691,0.010665923045152959
geometry_over_rgb32,dup64,adam,rgb32,adam,late,c,ratio,5,0,,,
geometry_over_rgb32,dup64,adam,rgb32,adam,late,d_eff,difference,5,5,276.29865072644066,273.26559674768964,283.4777491822771
geometry_over_rgb32,dup64,adam,rgb32,adam,late,d_eff,ratio,5,5,3.726115701278756,3.7057144078616657,3.8910435722095356
geometry_over_rgb32,dup64,adam,rgb32,adam,late,rho,difference,5,5,0.010059167448168593,0.004046115100191372,0.016623522718933526
geometry_over_rgb32,dup64,adam,rgb32,adam,late,rho,ratio,5,5,1.0182500841484965,1.0073653888182508,1.030730374757182
geometry_over_rgb32,dup64,adam,rgb32,adam,late,train_acc,difference,5,5,0.0012499988079071045,-0.002499997615814209,0.020833313465118408
geometry_over_rgb32,dup64,adam,rgb32,adam,late,train_acc,ratio,5,5,1.001254703943207,0.9974926894019156,1.0213583729664746
geometry_over_rgb32,dup64,sgd,rgb32,sgd,early,R,difference,5,5,26.358296727251044,24.726059884462536,29.23014762620015
geometry_over_rgb32,dup64,sgd,rgb32,sgd,early,R,ratio,5,5,1.6578012994895852,1.6185984103998952,1.7676896211418502
geometry_over_rgb32,dup64,sgd,rgb32,sgd,early,c,difference,5,5,-0.04103897476920235,-0.0524293724103668,-0.025708888611128355
geometry_over_rgb32,dup64,sgd,rgb32,sgd,early,c,ratio,5,0,,,
geometry_over_rgb32,dup64,sgd,rgb32,sgd,early,d_eff,difference,5,5,15.906427298263889,15.636795289311433,16.43542052773014
geometry_over_rgb32,dup64,sgd,rgb32,sgd,early,d_eff,ratio,5,5,1.9878989940516207,1.9580903994916825,1.9975226754378184
geometry_over_rgb32,dup64,sgd,rgb32,sgd,early,rho,difference,5,5,0.07624427243317927,0.05417119066601206,0.10200500623205322
geometry_over_rgb32,dup64,sgd,rgb32,sgd,early,rho,ratio,5,5,1.1875482480313007,1.127052551739502,1.2592440337530755
geometry_over_rgb32,dup64,sgd,rgb32,sgd,early,train_acc,difference,5,5,0.12416666746139526,0.09916669130325317,0.13291668891906738
geometry_over_rgb32,dup64,sgd,rgb32,sgd,early,train_acc,ratio,5,5,1.159614348834001,1.1229339139909416,1.1684266401571388
geometry_over_rgb32,dup64,sgd,rgb32,sgd,late,R,difference,5,5,31.38790477061682,30.565933446934835,32.68129610743155
geometry_over_rgb32,dup64,sgd,rgb32,sgd,late,R,ratio,5,5,1.7641877222867144,1.7424638649769275,1.7951921261909358
geometry_over_rgb32,dup64,sgd,rgb32,sgd,late,c,difference,5,5,-0.018963012674689222,-0.04468690957372623,-0.006919238502950648
geometry_over_rgb32,dup64,sgd,rgb32,sgd,late,c,ratio,5,0,,,
geometry_over_rgb32,dup64,sgd,rgb32,sgd,late,d_eff,difference,5,5,16.31471043616151,15.552733061542842,17.8673375757801
geometry_over_rgb32,dup64,sgd,rgb32,sgd,late,d_eff,ratio,5,5,2.0210863930202905,1.9476032181983556,2.1177387149971088
geometry_over_rgb32,dup64,sgd,rgb32,sgd,late,rho,difference,5,5,0.0588575135097425,0.03385407308669458,0.06401367709414335
geometry_over_rgb32,dup64,sgd,rgb32,sgd,late,rho,ratio,5,5,1.1504649234146942,1.0849139529730558,1.163078326688281
geometry_over_rgb32,dup64,sgd,rgb32,sgd,late,train_acc,difference,5,5,0.13749998807907104,0.117083340883255,0.1616666615009308
geometry_over_rgb32,dup64,sgd,rgb32,sgd,late,train_acc,ratio,5,5,1.189220161286883,1.1589366590890555,1.223631108783633
geometry_over_rgb32,dup64_half,adam,rgb32,adam,early,R,difference,5,5,128.84463537004532,125.64690014721674,132.92266776431603
geometry_over_rgb32,dup64_half,adam,rgb32,adam,early,R,ratio,5,5,1.8902730790221889,1.874137783053947,1.9059764586163057
geometry_over_rgb32,dup64_half,adam,rgb32,adam,early,c,difference,5,5,0.0026598299915654433,-0.003139930267300306,0.014503382331244041
geometry_over_rgb32,dup64_half,adam,rgb32,adam,early,c,ratio,5,0,,,
geometry_over_rgb32,dup64_half,adam,rgb32,adam,early,d_eff,difference,5,5,84.83391155554165,80.69814593800025,86.19131633092005
geometry_over_rgb32,dup64_half,adam,rgb32,adam,early,d_eff,ratio,5,5,1.9462447675834718,1.899249074008336,1.9681895094686848
geometry_over_rgb32,dup64_half,adam,rgb32,adam,early,rho,difference,5,5,0.017145402367686136,0.0049929159937135426,0.024228020051160537
geometry_over_rgb32,dup64_half,adam,rgb32,adam,early,rho,ratio,5,5,1.0278673461308254,1.0080590323340493,1.0393344736832508
geometry_over_rgb32,dup64_half,adam,rgb32,adam,early,train_acc,difference,5,5,-0.007083326578140259,-0.009583324193954468,0.0008333325386046253
geometry_over_rgb32,dup64_half,adam,rgb32,adam,early,train_acc,ratio,5,5,0.9928751116125696,0.9903846245852295,1.0008354210893362
geometry_over_rgb32,dup64_half,adam,rgb32,adam,late,R,difference,5,5,169.35429849448442,162.71575249345798,173.71027087892918
geometry_over_rgb32,dup64_half,adam,rgb32,adam,late,R,ratio,5,5,1.9311606764669744,1.886317185365817,1.9468127596347424
geometry_over_rgb32,dup64_half,adam,rgb32,adam,late,c,difference,5,5,0.002502369781849978,-0.013508252188146885,0.010363462441059734
geometry_over_rgb32,dup64_half,adam,rgb32,adam,late,c,ratio,5,0,,,
geometry_over_rgb32,dup64_half,adam,rgb32,adam,late,d_eff,difference,5,5,94.25388183780196,91.79149780744552,96.39941625482822
geometry_over_rgb32,dup64_half,adam,rgb32,adam,late,d_eff,ratio,5,5,1.9299610639029288,1.907950375684363,1.97389989930403
geometry_over_rgb32,dup64_half,adam,rgb32,adam,late,rho,difference,5,5,0.006313017225388684,-0.003953104578424682,0.01737217733842178
geometry_over_rgb32,dup64_half,adam,rgb32,adam,late,rho,ratio,5,5,1.0114919683029044,0.9929453854219438,1.031796807653532
geometry_over_rgb32,dup64_half,adam,rgb32,adam,late,train_acc,difference,5,5,0.00041666626930236816,-0.010833323001861461,0.022083312273025513
geometry_over_rgb32,dup64_half,adam,rgb32,adam,late,train_acc,ratio,5,5,1.0004180598006422,0.9891258991588732,1.0226398753444632
geometry_over_rgb32,dup64_half,sgd,rgb32,sgd,early,R,difference,5,5,0.051038516759405184,-0.5622383305677587,0.5665062405327816
geometry_over_rgb32,dup64_half,sgd,rgb32,sgd,early,R,ratio,5,5,1.001273724284834,0.9858774030399095,1.0144824109549697
geometry_over_rgb32,dup64_half,sgd,rgb32,sgd,early,c,difference,5,5,0.016900050168650427,-0.001146365891995571,0.04242537284945219
geometry_over_rgb32,dup64_half,sgd,rgb32,sgd,early,c,ratio,5,0,,,
geometry_over_rgb32,dup64_half,sgd,rgb32,sgd,early,d_eff,difference,5,5,0.3256225048273578,-0.35432456763064657,0.4752514891751609
geometry_over_rgb32,dup64_half,sgd,rgb32,sgd,early,d_eff,ratio,5,5,1.0200227213701072,0.9780770029965867,1.0285663799892146
geometry_over_rgb32,dup64_half,sgd,rgb32,sgd,early,rho,difference,5,5,0.006638838665299962,-0.01167379424731646,0.01857229324401166
geometry_over_rgb32,dup64_half,sgd,rgb32,sgd,early,rho,ratio,5,5,1.0156361884221476,0.972620403403205,1.0456230795115198
geometry_over_rgb32,dup64_half,sgd,rgb32,sgd,early,train_acc,difference,5,5,0.016666680574417114,-0.0091666579246521,0.025833308696746826
geometry_over_rgb32,dup64_half,sgd,rgb32,sgd,early,train_acc,ratio,5,5,1.0211193420070115,0.98863637455194,1.0328389507047124
geometry_over_rgb32,dup64_half,sgd,rgb32,sgd,late,R,difference,5,5,0.6850873164170537,-0.3070540686779353,0.8027891671973109
geometry_over_rgb32,dup64_half,sgd,rgb32,sgd,late,R,ratio,5,5,1.0166693523407795,0.9925361716246821,1.019545160138604
geometry_over_rgb32,dup64_half,sgd,rgb32,sgd,late,c,difference,5,5,0.005001254362450802,-0.012326836819088804,0.020665634928989235
geometry_over_rgb32,dup64_half,sgd,rgb32,sgd,late,c,ratio,5,0,,,
geometry_over_rgb32,dup64_half,sgd,rgb32,sgd,late,d_eff,difference,5,5,-0.10652550795720472,-0.4072036231305809,0.7150798016435722
geometry_over_rgb32,dup64_half,sgd,rgb32,sgd,late,d_eff,ratio,5,5,0.993509570712683,0.9749407883142619,1.0454695566889356
geometry_over_rgb32,dup64_half,sgd,rgb32,sgd,late,rho,difference,5,5,-0.0040087395653928826,-0.008530732023317611,0.011256062989205895
geometry_over_rgb32,dup64_half,sgd,rgb32,sgd,late,rho,ratio,5,5,0.9897519508431757,0.9782674958393219,1.029496374939105
