geometry,optimizer,seed,window,first_task,last_task,series_status,available,unavailable_reason,R,d_eff,c,rho,train_acc,top10_Q_fraction,mean_shift_sq,raw_W_sq,raw_D_sq
rgb32,sgd,302,late,41,50,COMPLETE,True,,41.16824385505238,16.249658139179694,-0.19524186091250784,0.39117099303952824,0.7379166781902313,0.7320973648834324,1311.2908204871828,2841.319235524369,337.53111080186255
rgb32,sgd,303,early,6,15,COMPLETE,True,,40.07030200108075,16.320793212840435,-0.21113288885311754,0.40653150980357095,0.8066666722297668,0.7382156439412867,1208.0628047028654,1272.4488901336263,329.56789848907306
rgb32,sgd,303,late,41,50,COMPLETE,True,,41.04033039165513,15.977796342877436,-0.20239459188973632,0.38828356641541817,0.7229166924953461,0.7485153553275499,1285.2481122032839,2775.026524564457,320.34659999725005
rgb32,sgd,304,early,6,15,COMPLETE,True,,39.81125653848266,16.262649757165065,-0.21536130593961988,0.4070810967357468,0.789166659116745,0.7306074284374103,1248.9359013256876,1306.6374426714729,338.7647748759669
rgb32,sgd,304,late,41,50,COMPLETE,True,,41.138950849048506,15.985254278166716,-0.1785845931706419,0.3925333206079767,0.7462500035762787,0.7326359415653931,1343.239557183435,2792.283166531731,326.3750849664524
dup64,adam,300,early,6,15,COMPLETE,True,,527.7786212445139,330.47557938995953,-0.3012819039143445,0.6347207132527846,0.9775000214576722,0.7069260582819124,175539.60273836687,187267.91565587537,36037.09607189054
dup64,adam,300,late,41,50,COMPLETE,True,,682.4962319310158,386.4018297586631,-0.2743317091449799,0.567125957526941,0.995416671037674,0.737388008673068,189871.02932857999,668284.1763972978,38547.795246128204
dup64,adam,301,early,6,15,COMPLETE,True,,528.4953309872274,336.418565302484,-0.29897811254215106,0.6451345662563476,0.9958333373069764,0.6979690459223924,168491.6472541769,183838.31129414262,37039.450242401675
dup64,adam,301,late,41,50,COMPLETE,True,,674.9531367182597,374.2613248828155,-0.2725930234860444,0.5612438834374001,0.9945833384990692,0.704647232852087,180347.83365196496,663728.8646995956,38344.9662979775
dup64,adam,302,early,6,15,COMPLETE,True,,522.0776879652879,330.293111041883,-0.29972806288782583,0.6261313967942328,0.9687500298023224,0.699995824196248,163389.2414620172,184903.52612944675,35971.04435281375
dup64,adam,302,late,41,50,COMPLETE,True,,674.0015004013633,374.9113061418448,-0.26862017607767985,0.553387799569778,0.9975000023841858,0.713361321611619,163339.59999425337,665846.4047200389,38226.868854663735
dup64,adam,303,early,6,15,COMPLETE,True,,519.104217305945,338.8326129259925,-0.30876189688775085,0.6343714807433305,0.9979166686534882,0.7001730419216796,165302.72089996253,186293.56391177495,36490.164650914405
dup64,adam,303,late,41,50,COMPLETE,True,,684.8691415321789,381.39685143653486,-0.27012216116300375,0.5575711307544792,0.995416671037674,0.7282981243332496,184782.05253147028,666214.4168747938,37465.078787357284
dup64,adam,304,early,6,15,COMPLETE,True,,522.8837016034244,328.11570057271626,-0.29111289844612787,0.6419623318389978,0.9087500274181366,0.7099134190498916,186563.9246909769,185119.46127881756,36095.43665681235
dup64,adam,304,late,41,50,COMPLETE,True,,674.6851469556582,377.65115406914015,-0.2725090301607522,0.5572935719021939,0.9962500035762787,0.7183040906055965,179598.2562038746,668598.913025362,38095.09743512054
dup64,sgd,300,early,6,15,COMPLETE,True,,66.21752872222302,33.07216236742407,-0.25395066628842444,0.4995836846071253,0.9045833647251129,0.7347568310379329,3609.24721353304,1277.5444543895023,347.431187394696
dup64,sgd,300,late,41,50,COMPLETE,True,,73.77991244305703,31.965439100165952,-0.21206729115153816,0.43254088369174176,0.8537500202655792,0.7493763198072058,3671.712703313851,3463.214801105969,325.4249952085423
dup64,sgd,301,early,6,15,COMPLETE,True,,65.07227294262896,31.907851716705615,-0.22801077369082262,0.49547599476485327,0.9020833671092987,0.7254412542335427,3036.51204631854,1211.3943153381078,347.1236564819131
dup64,sgd,301,late,41,50,COMPLETE,True,,72.46145758391424,32.048682005606,-0.21953170237901545,0.4422314611348873,0.8641666769981384,0.7343672620226602,3833.703335986759,3372.2604045002986,333.5677042930704
dup64,sgd,302,early,6,15,COMPLETE,True,,67.30562347114339,32.28442526342187,-0.24328470520309137,0.48053957071303505,0.9054166972637177,0.7262643692761279,3456.93939960788,1258.6603746674373,349.24683734272384
dup64,sgd,302,late,41,50,COMPLETE,True,,71.73417730198722,32.25883307599507,-0.22844287897219995,0.45002850654927073,0.8725000023841858,0.7381473043889655,3863.2264737462856,3435.3193455062265,335.38556556998435
dup64,sgd,303,early,6,15,COMPLETE,True,,66.42859872833179,31.957588502151868,-0.23741111167275697,0.4827757822367502,0.90583336353302,0.7317108615179417,3181.787002421541,1252.9809088728362,343.3243736763113
dup64,sgd,303,late,41,50,COMPLETE,True,,72.75263112511658,32.292506779038945,-0.20931383039268697,0.444713052397389,0.8845833539962769,0.7380769252086217,3661.34737587326,3459.3660980619743,332.39907473987853
dup64,sgd,304,early,6,15,COMPLETE,True,,64.5373164229452,32.031563051099006,-0.24107019455074824,0.4987987840254351,0.9220833480358124,0.7226317745870565,3392.282049722362,1286.738650773774,355.6635253853258
dup64,sgd,304,late,41,50,COMPLETE,True,,72.48085062896948,33.85259185394681,-0.22327150274436813,0.45654699770212004,0.893333375453949,0.7425016637118553,4241.3552158933735,3515.718849949835,336.434953479049
dup64_half,adam,300,early,6,15,COMPLETE,True,,276.9534677636771,176.53396310047435,-0.2957269504107012,0.6358519620185744,0.9950000047683716,0.725877818396475,49216.453994553194,192596.4162992239,43467.24016093779
dup64_half,adam,300,late,41,50,COMPLETE,True,,357.1787223876968,199.32349683121424,-0.2718492344025639,0.5564041672023834,0.9904166758060455,0.73235055423276,63990.03737761029,712440.8041715996,46383.023613795245
dup64_half,adam,301,early,6,15,COMPLETE,True,,273.5694826175426,175.21450392796334,-0.29709601248233697,0.640176773967681,0.9983333349227904,0.7159272007969308,65186.00431732867,187460.7382359713,43583.14367856158
dup64_half,adam,301,late,41,50,COMPLETE,True,,350.0050523270727,193.42774720017255,-0.27289548409013764,0.5560996933700345,0.9929166734218597,0.7104440688043626,61437.007518123726,703044.2188909656,47689.90509086287
dup64_half,adam,302,early,6,15,COMPLETE,True,,273.28536484126437,174.48715399532944,-0.29214262644599553,0.6323960361092578,0.9870833456516266,0.7264870638488989,65853.43160495171,192463.8743667467,43408.96157964862
dup64_half,adam,302,late,41,50,COMPLETE,True,,346.32959296295996,192.88898095817186,-0.2592742001810086,0.5556547016949753,0.9854166805744172,0.7120989185648061,64834.79147382258,708422.4384738652,47506.34996425826
dup64_half,adam,303,early,6,15,COMPLETE,True,,280.6445428865634,174.474139729743,-0.2935307752484202,0.6248327285578543,0.9879166781902313,0.7184420492811884,54939.88801760506,191944.20136165264,43897.25968182032
dup64_half,adam,303,late,41,50,COMPLETE,True,,351.63132926038577,193.48002474769237,-0.27506197567286694,0.5490011011176247,0.9970833361148834,0.7097867319017375,58522.13811997141,705439.615818725,47152.65389567299
dup64_half,adam,304,early,6,15,COMPLETE,True,,269.2911076115357,170.43762776842823,-0.2991209371982427,0.6245357825260277,0.9870833456516266,0.7118533763752426,55275.74741155602,190565.96256853017,43003.51586308984
dup64_half,adam,304,late,41,50,COMPLETE,True,,346.3021199701294,195.60638518050143,-0.2749477780438251,0.5637219092899572,0.9975000023841858,0.7256297161763177,57244.11102862341,711972.9760032406,46950.67147016366
dup64_half,sgd,300,early,6,15,COMPLETE,True,,39.68335234400434,17.11199332886909,-0.19817961893963612,0.4312204877260466,0.8004166781902313,0.7626395032697537,1311.652839137304,1341.7527860566847,310.1175756533328
dup64_half,sgd,300,late,41,50,COMPLETE,True,,41.78370365204253,16.306180530665905,-0.20994460166966267,0.39313027345374707,0.7445833384990692,0.7511977601575323,1300.130688472164,2862.3380013211085,322.8614748527548
dup64_half,sgd,301,early,6,15,COMPLETE,True,,39.894362436034605,16.43776339698403,-0.18550294971377201,0.4088766817641861,0.7929166853427887,0.7309281543637814,1265.7785033268183,1357.0308289523578,327.09254560490774
dup64_half,sgd,301,late,41,50,COMPLETE,True,,41.87634198049473,16.441641785424167,-0.18936854452323104,0.3928644135897099,0.7337500154972076,0.7460669429550308,1355.2405376009358,2811.724931533946,319.7813768931516
dup64_half,sgd,302,early,6,15,COMPLETE,True,,38.614621443393375,15.807907611458761,-0.18311345324888595,0.4146945857997065,0.8125,0.7221666609538295,1148.6526995996132,1366.1473225703417,328.1406338064136
dup64_half,sgd,302,late,41,50,COMPLETE,True,,41.50599028943416,15.842454516049113,-0.19024060655005703,0.38716225347413535,0.7283333539962769,0.7345994249755814,1314.4712705300267,2934.9686180069766,334.8349821996196
dup64_half,sgd,303,early,6,15,COMPLETE,True,,40.12134051784015,16.256317450340454,-0.1942328386844671,0.4010777510010725,0.7975000143051147,0.7358831350116976,1194.6496417280578,1304.799270179973,332.01016785078764
dup64_half,sgd,303,late,41,50,COMPLETE,True,,41.789384436858015,16.11157187171394,-0.1817289569607471,0.386973519612099,0.7391666769981384,0.7483979346979361,1294.2854605585999,2834.9297571726647,324.70595130212337
dup64_half,sgd,304,early,6,15,COMPLETE,True,,39.2490182079149,16.588272261992422,-0.1729359330901677,0.42565338997975843,0.8058333396911621,0.7471168350165842,1299.6243031308122,1311.6482835225497,335.9375866288574
dup64_half,sgd,304,late,41,50,COMPLETE,True,,40.83189678037057,15.797301660010708,-0.1902829380440831,0.3840025885846591,0.7487500011920929,0.7378817001638125,1349.9776215578656,2763.9821677050395,324.73726410922063
gray32,adam,300,early,6,15,COMPLETE,True,,58.179445530652245,33.79645867495289,-0.2866662011753628,0.5769695854931056,0.9583333730697632,0.7514037287819934,3025.1866756283757,18879.70190888043,5208.012803617552
gray32,adam,300,late,41,50,COMPLETE,True,,69.49917246374383,36.868367656932094,-0.26606619098423845,0.5311057502914935,0.9470833539962769,0.7467057325759187,3592.593651055965,62710.94937075478,5841.716182610651
gray32,adam,301,early,6,15,COMPLETE,True,,56.09960536112108,32.618471767783824,-0.2884784431378291,0.5807643105496958,0.9587500393390656,0.7326797339678683,2670.266178994956,18483.8717699497,5208.065044885114
gray32,adam,301,late,41,50,COMPLETE,True,,67.77835724448357,36.99112370761023,-0.26512172796966693,0.5352617296896591,0.9229166805744171,0.7381153816643319,3719.5171072141407,61454.78134214144,6024.785735461592
gray32,adam,302,early,6,15,COMPLETE,True,,56.36071575399428,32.949055719734815,-0.28263162276540105,0.5792990746269586,0.9487500190734863,0.7317879469322347,2863.2453339123613,18884.659619733393,5169.2686371212785
gray32,adam,302,late,41,50,COMPLETE,True,,69.01172166045058,36.77430141834293,-0.25993734094533866,0.5318089766605543,0.9262500107288361,0.737893002658963,3380.028370369254,62608.969096129265,5939.617362566047
gray32,adam,303,early,6,15,COMPLETE,True,,57.8992993438781,32.80207260809004,-0.27870812304252107,0.5698135411166039,0.9508333802223206,0.7324800060107062,2683.950772241703,18812.73296634358,5294.923501609399
gray32,adam,303,late,41,50,COMPLETE,True,,68.11603636453587,36.001123335499436,-0.24818134751915377,0.5275941321464861,0.9537500441074371,0.7328174467139994,3538.645489212556,62586.0185921785,5896.19868349047
gray32,adam,304,early,6,15,COMPLETE,True,,56.69192204835076,32.63673841320488,-0.2850946157038492,0.5769912407475382,0.9612500369548798,0.7311139383731791,2795.7750468230283,18463.741007183322,5163.525426316579
gray32,adam,304,late,41,50,COMPLETE,True,,68.23161748211218,36.51059562677502,-0.2587456858068173,0.5347192631635878,0.947916716337204,0.7372628101648024,3638.961699791832,62343.980958115164,5980.404453582707
gray32,sgd,300,early,6,15,COMPLETE,True,,25.19124493553919,9.267677861719191,-0.1515449536405794,0.37194019371571574,0.5712499916553497,0.800467816302952,434.84210303891393,1235.2638658842932,188.02034941385904
gray32,sgd,300,late,41,50,COMPLETE,True,,28.40413881754239,9.264876975591989,-0.1662684978192681,0.3253223860616692,0.5266667008399963,0.7973069017516696,587.829733004819,2122.6611276590947,211.77328415782188
gray32,sgd,301,early,6,15,COMPLETE,True,,27.595681068167835,9.154695804046668,-0.13967728647940011,0.3339904223577521,0.5637499988079071,0.7868935129262365,502.8746271132527,1220.0636891660097,189.04197696798886
gray32,sgd,301,late,41,50,COMPLETE,True,,28.36333702431635,9.533146466597435,-0.17554923685098417,0.33610984680928335,0.5354166924953461,0.7972964045651949,650.4034796716224,2047.8883690677449,213.80934464430322
gray32,sgd,302,early,6,15,COMPLETE,True,,26.13017232021399,9.181611511948185,-0.12711409068786658,0.3480444158285996,0.5770833194255829,0.7787372844154786,504.09578761941634,1303.3997505463633,194.2192998499251
gray32,sgd,302,late,41,50,COMPLETE,True,,27.753150033634732,9.3419012935085,-0.1601336017477467,0.33700164292360674,0.5462500154972076,0.7850579625140559,615.887086543965,2193.6371273530385,217.98752485368956
gray32,sgd,303,early,6,15,COMPLETE,True,,27.691829658306872,9.41542429231008,-0.1358755844296275,0.34010499102767655,0.5908333659172058,0.7855336235186312,450.1455065171541,1345.2736058865812,204.33320678990583
gray32,sgd,303,late,41,50,COMPLETE,True,,28.285471577015915,9.167571206483187,-0.1504571963267053,0.32414473730978666,0.5379166901111603,0.7936366082342059,542.9866279159887,2161.5208733049485,213.8088640356994
gray32,sgd,304,early,6,15,COMPLETE,True,,26.969806054920852,9.097497942649607,-0.13975044340324166,0.34414640271770836,0.542083352804184,0.7819176217932312,509.05914989270923,1263.8055415428294,187.96497777995944
gray32,sgd,304,late,41,50,COMPLETE,True,,27.45385254061308,9.401540729013533,-0.1738064829465779,0.34133816760647695,0.542083352804184,0.7857436333615163,607.724787590928,2092.6598905225064,215.42827101418226
avg16,adam,300,early,6,15,COMPLETE,True,,49.3972897353607,28.17701025803823,-0.2937326600820396,0.571247200158062,0.9129166901111603,0.7486802402288724,1822.265699894676,14081.527731058426,3921.5614344846977
avg16,adam,300,late,41,50,COMPLETE,True,,60.96562809050205,31.40200583459969,-0.24546295120489076,0.5180246095382226,0.8966667056083679,0.7583389869428838,2188.679139425595,45763.48000994908,4476.7701799717215
avg16,adam,301,early,6,15,COMPLETE,True,,50.20391017214379,27.97255902303798,-0.29039718824919536,0.5565970664336944,0.9241666793823242,0.7388640098785668,1825.9014274434364,13890.04283478422,3923.5312539821607
avg16,adam,301,late,41,50,COMPLETE,True,,60.986407997445674,31.89315092609744,-0.24501337691060915,0.5218808777510417,0.9141666889190674,0.7498285167229718,2486.8549600314773,45434.265189360274,4612.3916711369975
avg16,adam,302,early,6,15,COMPLETE,True,,49.39458204179796,28.19415706520799,-0.2724080891663892,0.5698758079704818,0.904583364725113,0.7504861835009433,2025.4065275549713,14143.375501310136,3982.8909369253115
avg16,adam,302,late,41,50,COMPLETE,True,,61.85792845220958,31.798850584426255,-0.257561347893716,0.5200677794668518,0.8983333706855774,0.7551633647955864,2352.972855031278,46092.00599608809,4652.35206217192
avg16,adam,303,early,6,15,COMPLETE,True,,50.375119232303504,28.0141399555975,-0.2816441802628713,0.5525178603601038,0.9066666960716248,0.7373576298561224,1916.1908320869418,14172.982410016442,3926.3558521765276
avg16,adam,303,late,41,50,COMPLETE,True,,60.8035785998122,32.431526560402276,-0.24899780907432834,0.5311476471147615,0.9133333563804626,0.7674047002126043,2647.3624128188194,45633.72875707279,4403.2731052974705
avg16,adam,304,early,6,15,COMPLETE,True,,49.51538327507244,27.73879576970416,-0.2881399991361861,0.5574876645067047,0.9054166972637177,0.7449248552921034,1869.8864587416833,14251.743622989208,3928.3971788454896
avg16,adam,304,late,41,50,COMPLETE,True,,60.835393768314205,31.317641683557873,-0.2493865476803874,0.5183882896424281,0.897916704416275,0.7529413023839877,2609.8365196264685,46129.52456750338,4603.972856580178
avg16,sgd,300,early,6,15,COMPLETE,True,,25.22292415426015,8.441245390906543,-0.11764153639818556,0.32863918289414923,0.48083335161209106,0.8103027266722987,403.73967685282304,1196.2435232564683,153.63198194397967
avg16,sgd,300,late,41,50,COMPLETE,True,,27.32278463310616,8.424102651620137,-0.1314286593657799,0.30906647327171966,0.46625000238418574,0.817890686613995,483.3278282826996,1864.0456925967615,168.4543104894821
avg16,sgd,301,early,6,15,COMPLETE,True,,24.441290176574988,8.418414866410064,-0.10267668400807752,0.34195397332396865,0.5429166853427887,0.7950483104923999,360.87019453326536,1179.638766478272,163.28392543964645
avg16,sgd,301,late,41,50,COMPLETE,True,,27.67594964176751,8.134660207083213,-0.13205138130652275,0.2981137653144941,0.47708335518836975,0.8051168285454959,457.07496712634054,1911.2784708344689,174.38411606607002
avg16,sgd,302,early,6,15,COMPLETE,True,,25.058061382146505,8.574448879722429,-0.0955351504042336,0.34242523987810225,0.5145833194255829,0.8065943637883,415.1497299872401,1229.3186113780407,148.11114855637595
avg16,sgd,302,late,41,50,COMPLETE,True,,26.80124350397743,7.925508075193718,-0.1382463439628534,0.2958288974895929,0.47291669249534607,0.7938495912706774,469.23800027353445,1898.359947604751,169.867794362525
avg16,sgd,303,early,6,15,COMPLETE,True,,26.701463717650572,8.489198197263061,-0.09793602095260787,0.31545704996234475,0.5058333277702332,0.8016705868787919,382.1188503491964,1229.2456086969871,161.04385679773964
avg16,sgd,303,late,41,50,COMPLETE,True,,26.99730818205635,8.155781852355119,-0.1439893323760249,0.3057377735302096,0.4737500101327896,0.8083160274696295,437.374218939717,1828.7578709657423,166.72358013640053
avg16,sgd,304,early,6,15,COMPLETE,True,,27.00484449521468,8.215858969154514,-0.12297502823964979,0.3097398326322113,0.47833335399627686,0.8024661556444629,439.3104367300722,1175.9316027489958,153.3117315035368
avg16,sgd,304,late,41,50,COMPLETE,True,,26.895672604510843,8.104901705454822,-0.15740668646682165,0.30204214241870997,0.4816666841506958,0.7923385009011497,431.8107680559647,1823.0516053189376,174.17907595427067
